"","num","Differences","sequencename"
"1",1,643,"gi|8486156|ref|NC_002209.1|Influenza_B_virus|NA|NA|NA|NA"
"864",864,18,"gi|146197683|dbj|AB281236.1|A/Hanoi/ISBM69/2005_H3N2_|09_May_2005|2005|Viet_Nam|AS"
"865",865,45,"gi|194140566|gb|EU879069.1|A/Oman/6943/2005_H3N2_|2005|2005|Oman|AF"
"866",866,21,"gi|194269538|gb|EU857328.1|A/Hong_Kong/CUHK5300/2005_H3N2_|08_Jan_2005|2005|China|AS"
"867",867,20,"gi|82494735|gb|CY006373.1|A/New_York/466/2004_H3N2_|27_Nov_2004|2004|USA|NA"
"868",868,21,"gi|194269602|gb|EU857360.1|A/Hong_Kong/CUHK6898/2005_H3N2_|12_Feb_2005|2005|China|AS"
"869",869,34,"gi|327506334|gb|JF733898.1|A/Yokohama/30/2005_H3N2_|2005|2005|Japan|AS"
"870",870,31,"gi|525553554|gb|KF314612.1|A/India/PP05142/2005_H3N2_|10_Jan_2005|2005|India|AS"
"871",871,21,"gi|251831218|gb|CY039972.1|A/Canterbury/200/2004_H3N2_|16_Sep_2004|2004|New_Zealand|OC"
"872",872,19,"gi|334189230|gb|CY091455.1|A/Malaysia/NHRC0001/2004_H3N2_|15_Sep_2004|2004|Malaysia|AS"
"873",873,19,"gi|334189211|gb|CY091447.1|A/Malaysia/NHRC0002/2004_H3N2_|25_Sep_2004|2004|Malaysia|AS"
"874",874,19,"gi|334189192|gb|CY091439.1|A/Malaysia/NHRC0003/2004_H3N2_|26_Sep_2004|2004|Malaysia|AS"
"875",875,20,"gi|194269628|gb|EU857373.1|A/Hong_Kong/CUHK7733/2005_H3N2_|02_Mar_2005|2005|China|AS"
"876",876,20,"gi|194269620|gb|EU857369.1|A/Hong_Kong/CUHK7546/2005_H3N2_|27_Feb_2005|2005|China|AS"
"877",877,105,"gi|469937614|gb|KC739207.1|A/Taiwan/142/2005_H3N2_|10_Apr_2005|2005|Taiwan|AS"
"878",878,19,"gi|371537135|gb|CY104222.1|A/TayNguyen/TN340/2005_H3N2_|15_Jul_2005|2005|Viet_Nam|AS"
"879",879,102,"gi|469937582|gb|KC739191.1|A/Taiwan/1111/2004_H3N2_|24_Dec_2004|2004|Taiwan|AS"
"880",880,40,"gi|73762307|gb|CY002602.1|A/New_York/380/2004_H3N2_|12/26/2004|2004|USA|NA"
"881",881,18,"gi|72554380|gb|CY002186.1|A/New_York/357/2005_H3N2_|02/15/2005|2005|USA|NA"
"882",882,18,"gi|334185227|gb|CY091135.1|A/Texas/NHRC0001/2005_H3N2_|16_Feb_2005|2005|USA|NA"
"883",883,19,"gi|194269614|gb|EU857366.1|A/Hong_Kong/CUHK7221/2005_H3N2_|20_Feb_2005|2005|China|AS"
"884",884,19,"gi|194269586|gb|EU857352.1|A/Hong_Kong/CUHK6422/2005_H3N2_|31_Jan_2005|2005|China|AS"
"885",885,18,"gi|77747368|gb|CY003666.1|A/New_York/471/2004_H3N2_|08_Nov_2004|2004|USA|NA"
"886",886,98,"gi|469937608|gb|KC739204.1|A/Taiwan/108/2005_H3N2_|11_Mar_2005|2005|Taiwan|AS"
"887",887,18,"gi|80974066|gb|CY006181.1|A/New_York/469/2004_H3N2_|20_Sep_2004|2004|USA|NA"
"888",888,17,"gi|85816080|gb|CY008166.1|A/New_York/472/2004_H3N2_|27_Sep_2004|2004|USA|NA"
"889",889,17,"gi|82497447|gb|CY006381.1|A/New_York/467/2004_H3N2_|17_Sep_2004|2004|USA|NA"
"890",890,17,"gi|77747349|gb|CY003658.1|A/New_York/468/2004_H3N2_|17_Sep_2004|2004|USA|NA"
"891",891,29,"gi|327506330|gb|JF733896.1|A/Yamagata/39/2005_H3N2_|2005|2005|Japan|AS"
"892",892,27,"gi|237689420|gb|CY040308.1|A/Hong_Kong/HKU35/2004_H3N2_|24_Aug_2004|2004|Hong_Kong|EU"
"893",893,17,"gi|117571171|gb|CY017133.1|A/South_Australia/22/2005_H3N2_|2005|2005|Australia|OC"
"894",894,18,"gi|89113296|gb|CY009270.1|A/New_York/500/2004_H3N2_|10_Dec_2004|2004|USA|NA"
"895",895,32,"gi|73666617|gb|CY002506.1|A/New_York/218/2004_H3N2_|12/07/2004|2004|USA|NA"
"896",896,17,"gi|383279765|gb|CY114391.1|A/Netherlands/42/2006_H3N2_|25_Feb_2006|2006|Netherlands|EU"
"897",897,19,"gi|71564675|gb|CY002002.1|A/New_York/359/2005_H3N2_|01/17/2005|2005|USA|NA"
"898",898,20,"gi|80973921|gb|CY006141.1|A/New_York/238/2005_H3N2_|01_Feb_2005|2005|USA|NA"
"899",899,17,"gi|71564713|gb|CY002018.1|A/New_York/378/2005_H3N2_|01/03/2005|2005|USA|NA"
"900",900,18,"gi|77747330|gb|CY003650.1|A/New_York/464/2005_H3N2_|07_Mar_2005|2005|USA|NA"
"901",901,17,"gi|72565907|gb|CY002218.1|A/New_York/371/2004_H3N2_|12/09/2004|2004|USA|NA"
"902",902,17,"gi|71568547|gb|CY002074.1|A/New_York/396/2005_H3N2_|03/04/2005|2005|USA|NA"
"903",903,17,"gi|77747309|gb|CY003642.1|A/New_York/463/2005_H3N2_|09_Feb_2005|2005|USA|NA"
"904",904,17,"gi|75180529|gb|CY002714.1|A/New_York/319/2004_H3N2_|11/08/2004|2004|USA|NA"
"905",905,103,"gi|469937604|gb|KC739202.1|A/Taiwan/16/2005_H3N2_|05_Jan_2005|2005|Taiwan|AS"
"906",906,111,"gi|225033375|gb|FJ805571.1|A/Taiwan/292/2004_H3N2_|16_Dec_2004|2004|Taiwan|AS"
"907",907,101,"gi|469937584|gb|KC739192.1|A/Taiwan/1115/2004_H3N2_|28_Dec_2004|2004|Taiwan|AS"
"908",908,101,"gi|469937578|gb|KC739189.1|A/Taiwan/266/2004_H3N2_|04_Dec_2004|2004|Taiwan|AS"
"909",909,109,"gi|225033373|gb|FJ805570.1|A/Taiwan/249/2004_H3N2_|06_Nov_2004|2004|Taiwan|AS"
"910",910,100,"gi|469937538|gb|KC739169.1|A/Taiwan/393/2004_H3N2_|02_Aug_2004|2004|Taiwan|AS"
"911",911,100,"gi|469937554|gb|KC739177.1|A/Taiwan/1109/2004_H3N2_|20_Dec_2004|2004|Taiwan|AS"
"912",912,102,"gi|469937596|gb|KC739198.1|A/Taiwan/87/2005_H3N2_|07_Mar_2005|2005|Taiwan|AS"
"913",913,102,"gi|469937588|gb|KC739194.1|A/Taiwan/13/2005_H3N2_|03_Jan_2005|2005|Taiwan|AS"
"914",914,17,"gi|115344608|gb|CY016214.1|A/Waikato/1/2004_H3N2_|12_Aug_2004|2004|New_Zealand|OC"
"915",915,17,"gi|148840842|gb|EF670489.1|A/Norway/807/2004_H3N2_|25_Aug_2004|2004|Norway|EU"
"916",916,32,"gi|226955074|gb|CY039017.1|A/Hong_Kong/HKU23/2004_H3N2_|02_Jul_2004|2004|Hong_Kong|EU"
"917",917,27,"gi|224482734|gb|FJ769866.1|A/Tabriz/12/2005_H3N2_|25_Feb_2005|2005|Iran|AS"
"918",918,22,"gi|225908053|gb|CY038665.1|A/Hong_Kong/HKU37/2004_H3N2_|17_Sep_2004|2004|Hong_Kong|EU"
"919",919,17,"gi|226955150|gb|CY039049.1|A/Hong_Kong/HKU40/2004_H3N2_|23_Nov_2004|2004|Hong_Kong|EU"
"920",920,18,"gi|226955131|gb|CY039041.1|A/Hong_Kong/HKU33/2004_H3N2_|09_Aug_2004|2004|Hong_Kong|EU"
"921",921,18,"gi|83753096|gb|CY007573.1|A/Canterbury/313/2004_H3N2_|12_Oct_2004|2004|New_Zealand|OC"
"922",922,18,"gi|75750311|gb|CY002956.1|A/Ashburton/280/2004_H3N2_|10/12/2004|2004|New_Zealand|OC"
"923",923,28,"gi|327506328|gb|JF733895.1|A/Niigata/494/2005_H3N2_|2005|2005|Japan|AS"
"924",924,14,"gi|126364378|dbj|AB271698.1|A/Niigata/04F759/2005_H3N2_|23_Mar_2005|2005|Japan|AS"
"925",925,18,"gi|75750197|gb|CY002908.1|A/Christchurch/13/2004_H3N2_|07/20/2004|2004|New_Zealand|OC"
"926",926,17,"gi|194269554|gb|EU857336.1|A/Hong_Kong/CUHK53766/2004_H3N2_|03_Sep_2004|2004|China|AS"
"927",927,17,"gi|194269492|gb|EU857305.1|A/Hong_Kong/CUHK50600/2004_H3N2_|06_Jul_2004|2004|China|AS"
"928",928,17,"gi|76446432|gb|CY003042.1|A/New_York/364/2004_H3N2_|12/28/2004|2004|USA|NA"
"929",929,30,"gi|86808838|gb|CY008518.1|A/New_York/73/2004_H3N2_|19_Oct_2004|2004|USA|NA"
"930",930,16,"gi|72602372|gb|CY002290.1|A/New_York/207/2004_H3N2_|12/09/2004|2004|USA|NA"
"931",931,30,"gi|71571151|gb|CY002082.1|A/New_York/244/2004_H3N2_|12/24/2004|2004|USA|NA"
"932",932,17,"gi|334184997|gb|CY091127.1|A/Georgia/NHRC0001/2005_H3N2_|25_Jan_2005|2005|USA|NA"
"933",933,19,"gi|73665832|gb|CY002410.1|A/New_York/334/2004_H3N2_|12/21/2004|2004|USA|NA"
"934",934,16,"gi|194269608|gb|EU857363.1|A/Hong_Kong/CUHK7047/2005_H3N2_|16_Feb_2005|2005|China|AS"
"935",935,46,"gi|149132980|gb|EF674876.1|A/Rheinland_Pfalz/1/05_H3N2_|2005|2005|Germany|EU"
"936",936,16,"gi|383214873|gb|CY112991.1|A/Netherlands/132/2004_H3N2_|04_Dec_2004|2004|Netherlands|EU"
"937",937,108,"gi|225033389|gb|FJ805578.1|A/Taiwan/413/2004_H3N2_|12_Aug_2004|2004|Taiwan|AS"
"938",938,99,"gi|469937590|gb|KC739195.1|A/Taiwan/20/2005_H3N2_|13_Jan_2005|2005|Taiwan|AS"
"939",939,99,"gi|469937606|gb|KC739203.1|A/Taiwan/17/2005_H3N2_|05_Jan_2005|2005|Taiwan|AS"
"940",940,33,"gi|354460440|gb|CY100390.1|A/Hong_Kong/HKU96/2005_H3N2_|02_May_2005|2005|Hong_Kong|EU"
"941",941,33,"gi|354460364|gb|CY100358.1|A/Hong_Kong/HKU91/2004_H3N2_|16_Aug_2004|2004|Hong_Kong|EU"
"942",942,46,"gi|149132976|gb|EF674875.1|A/Niedersachsen/29/05_H3N2_|2005|2005|Germany|EU"
"943",943,16,"gi|73666541|gb|CY002474.1|A/New_York/385/2004_H3N2_|12/28/2004|2004|USA|NA"
"944",944,26,"gi|225908072|gb|CY038681.1|A/Hong_Kong/HKU42/2005_H3N2_|06_Jan_2005|2005|Hong_Kong|EU"
"945",945,16,"gi|225908015|gb|CY038649.1|A/Hong_Kong/HKU34/2004_H3N2_|18_Aug_2004|2004|Hong_Kong|EU"
"946",946,16,"gi|194269534|gb|EU857326.1|A/Hong_Kong/CUHK52941/2004_H3N2_|18_Aug_2004|2004|China|AS"
"947",947,29,"gi|225907939|gb|CY038617.1|A/Hong_Kong/HKU20/2004_H3N2_|15_Jun_2004|2004|Hong_Kong|EU"
"948",948,15,"gi|134306623|gb|EF512557.1|A/Tennessee/6/2004_H3N2_|17_Aug_2004|2004|USA|NA"
"949",949,15,"gi|194269550|gb|EU857334.1|A/Hong_Kong/CUHK53726/2004_H3N2_|02_Sep_2004|2004|China|AS"
"950",950,16,"gi|237689439|gb|CY040316.1|A/Hong_Kong/HKU38/2004_H3N2_|23_Sep_2004|2004|Hong_Kong|EU"
"951",951,98,"gi|469937610|gb|KC739205.1|A/Taiwan/180/2005_H3N2_|04_Jan_2005|2005|Taiwan|AS"
"952",952,35,"gi|354460345|gb|CY100350.1|A/Hong_Kong/HKU90/2004_H3N2_|14_Aug_2004|2004|Hong_Kong|EU"
"953",953,25,"gi|227977277|gb|CY039497.1|A/Hong_Kong/HKU32/2004_H3N2_|02_Aug_2004|2004|Hong_Kong|EU"
"954",954,18,"gi|194269518|gb|EU857318.1|A/Hong_Kong/CUHK52274/2004_H3N2_|06_Aug_2004|2004|China|AS"
"955",955,17,"gi|194269528|gb|EU857323.1|A/Hong_Kong/CUHK52677/2004_H3N2_|13_Aug_2004|2004|China|AS"
"956",956,24,"gi|225907996|gb|CY038641.1|A/Hong_Kong/HKU31/2004_H3N2_|30_Jul_2004|2004|Hong_Kong|EU"
"957",957,34,"gi|354460212|gb|CY100294.1|A/Hong_Kong/HKU123/2004_H3N2_|25_Jun_2004|2004|Hong_Kong|EU"
"958",958,17,"gi|194269530|gb|EU857324.1|A/Hong_Kong/CUHK52863/2004_H3N2_|17_Aug_2004|2004|China|AS"
"959",959,18,"gi|225921663|gb|CY038673.1|A/Hong_Kong/HKU39/2004_H3N2_|18_Oct_2004|2004|Hong_Kong|EU"
"960",960,33,"gi|354460383|gb|CY100366.1|A/Hong_Kong/HKU92/2004_H3N2_|30_Aug_2004|2004|Hong_Kong|EU"
"961",961,33,"gi|354460307|gb|CY100334.1|A/Hong_Kong/HKU88/2004_H3N2_|27_Jul_2004|2004|Hong_Kong|EU"
"962",962,33,"gi|354460250|gb|CY100310.1|A/Hong_Kong/HKU85/2004_H3N2_|14_Jul_2004|2004|Hong_Kong|EU"
"963",963,16,"gi|134306649|gb|EF512570.1|A/Hong_Kong/2982/2004_H3N2_|2004|2004|China|AS"
"964",964,22,"gi|226955093|gb|CY039025.1|A/Hong_Kong/HKU25/2004_H3N2_|07_Jul_2004|2004|Hong_Kong|EU"
"965",965,17,"gi|225908034|gb|CY038657.1|A/Hong_Kong/HKU36/2004_H3N2_|02_Sep_2004|2004|Hong_Kong|EU"
"966",966,16,"gi|113170677|gb|CY013479.1|A/Wellington/27/2004_H3N2_|11_Sep_2004|2004|New_Zealand|OC"
"967",967,16,"gi|113170639|gb|CY013913.1|A/Wellington/4/2004_H3N2_|18_Aug_2004|2004|New_Zealand|OC"
"968",968,17,"gi|110629581|gb|CY012682.1|A/Wellington/8/2004_H3N2_|01_Sep_2004|2004|New_Zealand|OC"
"969",969,37,"gi|194140572|gb|EU879072.1|A/Singapore/8/2005_H3N2_|18_Mar_2005|2005|Singapore|AS"
"970",970,39,"gi|76446803|gb|CY003050.1|A/New_York/376/2005_H3N2_|01/18/2005|2005|USA|NA"
"971",971,39,"gi|72597919|gb|CY002282.1|A/New_York/98/2004_H3N2_|11/04/2004|2004|USA|NA"
"972",972,30,"gi|224482740|gb|FJ769869.1|A/Tehran/79/2005_H3N2_|04_Jan_2005|2005|Iran|AS"
"973",973,15,"gi|75750178|gb|CY002971.1|A/Christchurch/10/2004_H3N2_|07/20/2004|2004|New_Zealand|OC"
"974",974,14,"gi|393693173|gb|CY116596.1|A/New_York/55/2004_H3N2_|2004|2004|USA|NA"
"975",975,14,"gi|392340296|gb|CY121127.1|A/New_York/55/2004_H3N2_|2004|2004|USA|NA"
"976",976,30,"gi|224482736|gb|FJ769867.1|A/Babol/36/2005_H3N2_|12_Feb_2005|2005|Iran|AS"
"977",977,14,"gi|194304921|gb|CY033640.1|A/New_York/55/2004_H3N2_|2004|2004|USA|NA"
"978",978,100,"gi|469937612|gb|KC739206.1|A/Taiwan/102/2005_H3N2_|08_Mar_2005|2005|Taiwan|AS"
"979",979,100,"gi|469937594|gb|KC739197.1|A/Taiwan/51/2005_H3N2_|27_Jan_2005|2005|Taiwan|AS"
"980",980,100,"gi|469937580|gb|KC739190.1|A/Taiwan/269/2004_H3N2_|10_Dec_2004|2004|Taiwan|AS"
"981",981,100,"gi|469937576|gb|KC739188.1|A/Taiwan/265/2004_H3N2_|28_Nov_2004|2004|Taiwan|AS"
"982",982,100,"gi|469937574|gb|KC739187.1|A/Taiwan/220/2004_H3N2_|21_Oct_2004|2004|Taiwan|AS"
"983",983,100,"gi|469937570|gb|KC739185.1|A/Taiwan/1105/2004_H3N2_|06_Jul_2004|2004|Taiwan|AS"
"984",984,99,"gi|469937568|gb|KC739184.1|A/Taiwan/358/2004_H3N2_|03_Jul_2004|2004|Taiwan|AS"
"985",985,31,"gi|77746896|gb|CY003410.1|A/New_York/236/2004_H3N2_|27_Dec_2004|2004|USA|NA"
"986",986,16,"gi|134306635|gb|EF512563.1|A/Wisconsin/19/2004_H3N2_|06_Nov_2004|2004|USA|NA"
"987",987,16,"gi|78706429|gb|CY006094.1|A/New_York/470/2004_H3N2_|27_Sep_2004|2004|USA|NA"
"988",988,16,"gi|134306629|gb|EF512560.1|A/North_Dakota/1/2004_H3N2_|20_Oct_2004|2004|USA|NA"
"989",989,25,"gi|76381523|gb|CY003058.1|A/New_York/395/2005_H3N2_|01/24/2005|2005|USA|NA"
"990",990,100,"gi|469937548|gb|KC739174.1|A/Taiwan/56/2004_H3N2_|14_Sep_2004|2004|Taiwan|AS"
"991",991,108,"gi|225033385|gb|FJ805576.1|A/Taiwan/350/2004_H3N2_|22_Jun_2004|2004|Taiwan|AS"
"992",992,99,"gi|469937552|gb|KC739176.1|A/Taiwan/60/2004_H3N2_|16_Sep_2004|2004|Taiwan|AS"
"993",993,99,"gi|469937542|gb|KC739171.1|A/Taiwan/24/2004_H3N2_|08_Sep_2004|2004|Taiwan|AS"
"994",994,99,"gi|469937550|gb|KC739175.1|A/Taiwan/95/2004_H3N2_|16_Sep_2004|2004|Taiwan|AS"
"995",995,99,"gi|469937544|gb|KC739172.1|A/Taiwan/61/2004_H3N2_|13_Sep_2004|2004|Taiwan|AS"
"996",996,98,"gi|469937564|gb|KC739182.1|A/Taiwan/1094/2004_H3N2_|10_Jun_2004|2004|Taiwan|AS"
"997",997,98,"gi|469937546|gb|KC739173.1|A/Taiwan/55/2004_H3N2_|14_Sep_2004|2004|Taiwan|AS"
"998",998,98,"gi|469937540|gb|KC739170.1|A/Taiwan/586/2004_H3N2_|13_Aug_2004|2004|Taiwan|AS"
"999",999,107,"gi|225033371|gb|FJ805569.1|A/Taiwan/20/2004_H3N2_|26_Aug_2004|2004|Taiwan|AS"
"1000",1000,38,"gi|168827324|gb|EU516186.1|A/Massachusetts/12/2007_H3N2_|18_Sep_2007|2007|USA|NA"
"1001",1001,63,"gi|448268651|gb|KC458168.1|A/Japan/80/2007_H3N2_|16_Nov_2007|2007|Japan|AS"
"1002",1002,21,"gi|371542019|gb|CY105608.1|A/HaNoi/N080/2007_H3N2_|10_Mar_2007|2007|Viet_Nam|AS"
"1003",1003,21,"gi|371540401|gb|CY105496.1|A/HaNoi/BM38/2007_H3N2_|09_Feb_2007|2007|Viet_Nam|AS"
"1004",1004,107,"gi|469937722|gb|KC739261.1|A/Taiwan/306/2007_H3N2_|04_Apr_2007|2007|Taiwan|AS"
"1005",1005,63,"gi|448268699|gb|KC458192.1|A/Japan/240/2007_H3N2_|14_Dec_2007|2007|Japan|AS"
"1006",1006,65,"gi|448272766|gb|KC460080.1|A/Japan/57/2007_H3N2_|25_Sep_2007|2007|Japan|AS"
"1007",1007,40,"gi|158188261|gb|EU199430.1|A/Vermont/01/2007_H3N2_|01_Feb_2007|2007|USA|NA"
"1008",1008,24,"gi|285138740|gb|CY049750.1|A/Tokyo/Ut_Sk_1/2007_H3N2_|2007|2007|Japan|AS"
"1009",1009,59,"gi|448272818|gb|KC460106.1|A/Japan/254/2007_H3N2_|14_Dec_2007|2007|Japan|AS"
"1010",1010,60,"gi|448272816|gb|KC460105.1|A/Japan/254/2007_H3N2_|14_Dec_2007|2007|Japan|AS"
"1011",1011,60,"gi|448268733|gb|KC458209.1|A/Japan/269/2007_H3N2_|17_Dec_2007|2007|Japan|AS"
"1012",1012,61,"gi|448272822|gb|KC460108.1|A/Japan/269/2007_H3N2_|17_Dec_2007|2007|Japan|AS"
"1013",1013,58,"gi|448272820|gb|KC460107.1|A/Japan/269/2007_H3N2_|17_Dec_2007|2007|Japan|AS"
"1014",1014,113,"gi|225033429|gb|FJ805598.1|A/Taiwan/33/2007_H3N2_|27_Jan_2007|2007|Taiwan|AS"
"1015",1015,45,"gi|237689002|gb|CY040132.1|A/Taiwan/1452/2007_H3N2_|03_Jul_2007|2007|Taiwan|AS"
"1016",1016,37,"gi|156123519|gb|EU100643.1|A/Florida/01/2007_H3N2_|09_Jan_2007|2007|USA|NA"
"1017",1017,104,"gi|469937668|gb|KC739234.1|A/Taiwan/450/2007_H3N2_|22_Apr_2007|2007|Taiwan|AS"
"1018",1018,104,"gi|469937700|gb|KC739250.1|A/Taiwan/303/2007_H3N2_|24_Mar_2007|2007|Taiwan|AS"
"1019",1019,59,"gi|448268677|gb|KC458181.1|A/Japan/99/2007_H3N2_|16_Nov_2007|2007|Japan|AS"
"1020",1020,56,"gi|448268675|gb|KC458180.1|A/Japan/98/2007_H3N2_|16_Nov_2007|2007|Japan|AS"
"1021",1021,59,"gi|448268643|gb|KC458164.1|A/Japan/70/2007_H3N2_|25_Sep_2007|2007|Japan|AS"
"1022",1022,56,"gi|448268641|gb|KC458163.1|A/Japan/69/2007_H3N2_|25_Sep_2007|2007|Japan|AS"
"1023",1023,56,"gi|448272802|gb|KC460098.1|A/Japan/91/2007_H3N2_|16_Nov_2007|2007|Japan|AS"
"1024",1024,50,"gi|448268693|gb|KC458189.1|A/Japan/111/2007_H3N2_|16_Nov_2007|2007|Japan|AS"
"1025",1025,68,"gi|448268691|gb|KC458188.1|A/Japan/110/2007_H3N2_|16_Nov_2007|2007|Japan|AS"
"1026",1026,55,"gi|448268663|gb|KC458174.1|A/Japan/89/2007_H3N2_|16_Nov_2007|2007|Japan|AS"
"1027",1027,52,"gi|448268665|gb|KC458175.1|A/Japan/90/2007_H3N2_|16_Nov_2007|2007|Japan|AS"
"1028",1028,55,"gi|448268667|gb|KC458176.1|A/Japan/91/2007_H3N2_|16_Nov_2007|2007|Japan|AS"
"1029",1029,55,"gi|448268673|gb|KC458179.1|A/Japan/96/2007_H3N2_|16_Nov_2007|2007|Japan|AS"
"1030",1030,58,"gi|448268695|gb|KC458190.1|A/Japan/112/2007_H3N2_|16_Nov_2007|2007|Japan|AS"
"1031",1031,52,"gi|448268703|gb|KC458194.1|A/Japan/243/2007_H3N2_|14_Dec_2007|2007|Japan|AS"
"1032",1032,61,"gi|448268705|gb|KC458195.1|A/Japan/244/2007_H3N2_|14_Dec_2007|2007|Japan|AS"
"1033",1033,52,"gi|448268707|gb|KC458196.1|A/Japan/245/2007_H3N2_|14_Dec_2007|2007|Japan|AS"
"1034",1034,55,"gi|448268717|gb|KC458201.1|A/Japan/255/2007_H3N2_|14_Dec_2007|2007|Japan|AS"
"1035",1035,55,"gi|448268727|gb|KC458206.1|A/Japan/265/2007_H3N2_|17_Dec_2007|2007|Japan|AS"
"1036",1036,52,"gi|448268729|gb|KC458207.1|A/Japan/266/2007_H3N2_|17_Dec_2007|2007|Japan|AS"
"1037",1037,52,"gi|448268731|gb|KC458208.1|A/Japan/267/2007_H3N2_|17_Dec_2007|2007|Japan|AS"
"1038",1038,55,"gi|448268747|gb|KC458216.1|A/Japan/280/2007_H3N2_|17_Dec_2007|2007|Japan|AS"
"1039",1039,55,"gi|448268749|gb|KC458217.1|A/Japan/281/2007_H3N2_|17_Dec_2007|2007|Japan|AS"
"1040",1040,52,"gi|448272804|gb|KC460099.1|A/Japan/91/2007_H3N2_|16_Nov_2007|2007|Japan|AS"
"1041",1041,52,"gi|448272806|gb|KC460100.1|A/Japan/91/2007_H3N2_|16_Nov_2007|2007|Japan|AS"
"1042",1042,52,"gi|448272808|gb|KC460101.1|A/Japan/91/2007_H3N2_|16_Nov_2007|2007|Japan|AS"
"1043",1043,49,"gi|448272824|gb|KC460109.1|A/Japan/281/2007_H3N2_|17_Dec_2007|2007|Japan|AS"
"1044",1044,61,"gi|448272846|gb|KC460120.1|A/Japan/91/2007_H3N2_|16_Nov_2007|2007|Japan|AS"
"1045",1045,50,"gi|448268741|gb|KC458213.1|A/Japan/274/2007_H3N2_|17_Dec_2007|2007|Japan|AS"
"1046",1046,53,"gi|448272844|gb|KC460119.1|A/Japan/91/2007_H3N2_|16_Nov_2007|2007|Japan|AS"
"1047",1047,58,"gi|448272830|gb|KC460112.1|A/Japan/281/2007_H3N2_|17_Dec_2007|2007|Japan|AS"
"1048",1048,58,"gi|448272828|gb|KC460111.1|A/Japan/281/2007_H3N2_|17_Dec_2007|2007|Japan|AS"
"1049",1049,58,"gi|448272826|gb|KC460110.1|A/Japan/281/2007_H3N2_|17_Dec_2007|2007|Japan|AS"
"1050",1050,61,"gi|448268725|gb|KC458205.1|A/Japan/264/2007_H3N2_|17_Dec_2007|2007|Japan|AS"
"1051",1051,61,"gi|448268701|gb|KC458193.1|A/Japan/242/2007_H3N2_|14_Dec_2007|2007|Japan|AS"
"1052",1052,61,"gi|448268671|gb|KC458178.1|A/Japan/94/2007_H3N2_|16_Nov_2007|2007|Japan|AS"
"1053",1053,23,"gi|194269592|gb|EU857355.1|A/Hong_Kong/CUHK65241/2006_H3N2_|28_Sep_2006|2006|China|AS"
"1054",1054,55,"gi|448272790|gb|KC460092.1|A/Japan/62/2007_H3N2_|25_Sep_2007|2007|Japan|AS"
"1055",1055,55,"gi|448272788|gb|KC460091.1|A/Japan/62/2007_H3N2_|25_Sep_2007|2007|Japan|AS"
"1056",1056,57,"gi|448272794|gb|KC460094.1|A/Japan/62/2007_H3N2_|25_Sep_2007|2007|Japan|AS"
"1057",1057,57,"gi|448272792|gb|KC460093.1|A/Japan/62/2007_H3N2_|25_Sep_2007|2007|Japan|AS"
"1058",1058,57,"gi|448272786|gb|KC460090.1|A/Japan/62/2007_H3N2_|25_Sep_2007|2007|Japan|AS"
"1059",1059,55,"gi|448272780|gb|KC460087.1|A/Japan/62/2007_H3N2_|25_Sep_2007|2007|Japan|AS"
"1060",1060,59,"gi|448268637|gb|KC458161.1|A/Japan/67/2007_H3N2_|25_Sep_2007|2007|Japan|AS"
"1061",1061,56,"gi|448272774|gb|KC460084.1|A/Japan/62/2007_H3N2_|25_Sep_2007|2007|Japan|AS"
"1062",1062,65,"gi|448272782|gb|KC460088.1|A/Japan/62/2007_H3N2_|25_Sep_2007|2007|Japan|AS"
"1063",1063,65,"gi|448272784|gb|KC460089.1|A/Japan/62/2007_H3N2_|25_Sep_2007|2007|Japan|AS"
"1064",1064,56,"gi|448272798|gb|KC460096.1|A/Japan/68/2007_H3N2_|25_Sep_2007|2007|Japan|AS"
"1065",1065,59,"gi|448268635|gb|KC458160.1|A/Japan/66/2007_H3N2_|25_Sep_2007|2007|Japan|AS"
"1066",1066,68,"gi|448268627|gb|KC458156.1|A/Japan/61/2007_H3N2_|25_Sep_2007|2007|Japan|AS"
"1067",1067,68,"gi|448268625|gb|KC458155.1|A/Japan/60/2007_H3N2_|25_Sep_2007|2007|Japan|AS"
"1068",1068,54,"gi|448272778|gb|KC460086.1|A/Japan/62/2007_H3N2_|25_Sep_2007|2007|Japan|AS"
"1069",1069,55,"gi|448272776|gb|KC460085.1|A/Japan/62/2007_H3N2_|25_Sep_2007|2007|Japan|AS"
"1070",1070,69,"gi|448272796|gb|KC460095.1|A/Japan/68/2007_H3N2_|25_Sep_2007|2007|Japan|AS"
"1071",1071,65,"gi|448268629|gb|KC458157.1|A/Japan/62/2007_H3N2_|25_Sep_2007|2007|Japan|AS"
"1072",1072,71,"gi|448268639|gb|KC458162.1|A/Japan/68/2007_H3N2_|25_Sep_2007|2007|Japan|AS"
"1073",1073,23,"gi|194269604|gb|EU857361.1|A/Hong_Kong/CUHK69904/2006_H3N2_|29_Dec_2006|2006|China|AS"
"1074",1074,21,"gi|229433653|gb|CY039401.1|A/Taiwan/70002/2007_H3N2_|02_Jan_2007|2007|Taiwan|AS"
"1075",1075,56,"gi|448272812|gb|KC460103.1|A/Japan/103/2007_H3N2_|16_Nov_2007|2007|Japan|AS"
"1076",1076,107,"gi|469937688|gb|KC739244.1|A/Taiwan/102/2007_H3N2_|10_Feb_2007|2007|Taiwan|AS"
