"","num","Differences","sequencename"
"1",1,637,"gi|8486156|ref|NC_002209.1|Influenza_B_virus|NA|NA|NA|NA"
"3337",3337,1,"gi|284472226|gb|GU562468.1|A/Guangdong/12012/2009_H1N1_|20_Oct_2009|2009|China|AS"
"3338",3338,1,"gi|284027626|gb|GU471691.1|A/Guangdong/801/2009_H1N1_|05_Aug_2009|2009|China|AS"
"3339",3339,2,"gi|584462425|gb|KJ130198.1|A/New_Zealand/2047/2009_H1N1_|25_Jun_2009|2009|New_Zealand|OC"
"3340",3340,2,"gi|257828529|gb|CY046917.1|A/Wisconsin/629_D01764/2009_H1N1_|04_May_2009|2009|USA|NA"
"3341",3341,2,"gi|257822346|gb|CY046709.1|A/Wisconsin/629_D01787/2009_H1N1_|20_May_2009|2009|USA|NA"
"3342",3342,2,"gi|257819396|gb|CY046621.1|A/Wisconsin/629_D00575/2009_H1N1_|16_May_2009|2009|USA|NA"
"3343",3343,4,"gi|307071149|gb|HQ240032.1|A/Canada_NFL/RV3019/2009_H1N1_|25_Oct_2009|2009|Canada|NA"
"3344",3344,1,"gi|290142536|gb|CY056150.1|A/Pensacola/INS37/2009_H1N1_|04_Nov_2009|2009|USA|NA"
"3345",3345,1,"gi|254681850|gb|CY043080.1|A/Japan/1070/2009_H1N1_|29_Jun_2009|2009|Japan|AS"
"3346",3346,1,"gi|474457831|gb|KC781019.1|A/New_Mexico/01/2010_H1N1_|05_Jan_2010|2010|USA|NA"
"3347",3347,4,"gi|307071147|gb|HQ240031.1|A/Canada_ON/RV2985/2009_H1N1_|14_Oct_2009|2009|Canada|NA"
"3348",3348,4,"gi|307071083|gb|HQ239999.1|A/Canada_SK/RV2927/2009_H1N1_|09_Oct_2009|2009|Canada|NA"
"3349",3349,1,"gi|295843631|gb|CY063237.1|A/Wisconsin/629_D02442/2009_H1N1_|12_Oct_2009|2009|USA|NA"
"3350",3350,2,"gi|292495645|gb|CY058614.1|A/Managua/2323.02/2009_H1N1_|18_Aug_2009|2009|Nicaragua|NA"
"3351",3351,1,"gi|284451446|gb|CY054757.1|A/California/VRDL19/2009_H1N1_|26_Jun_2009|2009|USA|NA"
"3352",3352,1,"gi|295843145|gb|CY063021.1|A/Madrid/INS184/2009_H1N1_|15_Dec_2009|2009|Spain|EU"
"3353",3353,1,"gi|295243637|gb|CY062124.1|A/New_York/2648/2010_H1N1_|22_Jan_2010|2010|USA|NA"
"3354",3354,1,"gi|295237159|gb|CY062084.1|A/New_York/1998/2010_H1N1_|18_Jan_2010|2010|USA|NA"
"3355",3355,1,"gi|295237081|gb|CY062068.1|A/New_York/1680/2010_H1N1_|12_Jan_2010|2010|USA|NA"
"3356",3356,2,"gi|343794674|gb|CY088675.1|A/Delhi/NIV3610/2009_H1N1_|13_Aug_2009|2009|India|AS"
"3357",3357,2,"gi|268635176|gb|CY051449.1|A/Wisconsin/629_S0345/2009_H1N1_|18_Jun_2009|2009|USA|NA"
"3358",3358,2,"gi|268634421|gb|CY051137.1|A/Wisconsin/629_D01152/2009_H1N1_|15_Jun_2009|2009|USA|NA"
"3359",3359,2,"gi|323668447|gb|CY083692.1|A/Terrassa/INS94/2009_H1N1_|30_Nov_2009|2009|Spain|EU"
"3360",3360,3,"gi|291621042|gb|CY058382.1|A/Wisconsin/629_D00780/2009_H1N1_|08_Dec_2009|2009|USA|NA"
"3361",3361,1,"gi|297616091|gb|CY064654.1|A/Boston/137/2009_H1N1_|20_Jun_2009|2009|USA|NA"
"3362",3362,1,"gi|293597614|gb|CY058827.1|A/Guangdong/1782/2009_H1N1_|21_Nov_2009|2009|China|AS"
"3363",3363,11,"gi|261872804|gb|GU123922.1|A/Italy/155/2009_H1N1_|Jul_2009|2009|Italy|EU"
"3364",3364,1,"gi|629511088|gb|KJ690426.1|A/Uganda/MUWRP_059/2009_H1N1_|22_Jul_2009|2009|Uganda|AF"
"3365",3365,1,"gi|377580524|gb|CY047965.1|A/Argentina/9711/2009_H1N1_|23_Jun_2009|2009|Argentina|SA"
"3366",3366,1,"gi|377580470|gb|CY047941.1|A/Argentina/9588/2009_H1N1_|24_Jun_2009|2009|Argentina|SA"
"3367",3367,1,"gi|377580434|gb|CY047925.1|A/Argentina/9579/2009_H1N1_|24_Jun_2009|2009|Argentina|SA"
"3368",3368,37,"gi|377580416|gb|CY047917.1|A/Argentina/9576/2009_H1N1_|24_Jun_2009|2009|Argentina|SA"
"3369",3369,1,"gi|308082782|gb|CY075397.1|A/Chile/3766/2009_H1N1_|06_Jul_2009|2009|Chile|SA"
"3370",3370,1,"gi|308082692|gb|CY075357.1|A/Chile/3375/2009_H1N1_|01_Jul_2009|2009|Chile|SA"
"3371",3371,1,"gi|307543031|gb|CY053972.2|A/Argentina/HNRG5/2009_H1N1_|22_Jun_2009|2009|Argentina|SA"
"3372",3372,1,"gi|307543011|gb|CY053937.2|A/Argentina/HNRG31/2009_H1N1_|17_Jun_2009|2009|Argentina|SA"
"3373",3373,1,"gi|307543004|gb|CY053920.2|A/Argentina/HNRG21/2009_H1N1_|01_Jul_2009|2009|Argentina|SA"
"3374",3374,1,"gi|300719420|gb|CY066841.1|A/Madrid/INS223/2009_H1N1_|11_Nov_2009|2009|Spain|EU"
"3375",3375,1,"gi|290353086|gb|CY056253.1|A/Malaysia/15431/2009_H1N1_|15_Sep_2009|2009|Malaysia|AS"
"3376",3376,2,"gi|425785844|gb|CY128349.1|A/Viet_Nam/13032100/2009_H1N1_|15_Nov_2009|2009|Viet_Nam|AS"
"3377",3377,2,"gi|291093589|gb|CY056541.1|A/New_York/5150/2009_H1N1_|16_Oct_2009|2009|USA|NA"
"3378",3378,1,"gi|257043645|gb|CY045201.1|A/New_York/4048/2009_H1N1_|10_Jun_2009|2009|USA|NA"
"3379",3379,1,"gi|297614681|gb|CY064478.1|A/Boston/106/2009_H1N1_|15_Jun_2009|2009|USA|NA"
"3380",3380,2,"gi|257819522|gb|CY046677.1|A/Wisconsin/629_D01305/2009_H1N1_|13_May_2009|2009|USA|NA"
"3381",3381,1,"gi|297614843|gb|CY064550.1|A/Boston/122/2009_H1N1_|22_Jun_2009|2009|USA|NA"
"3382",3382,1,"gi|256595262|gb|CY044895.1|A/New_York/3582/2009_H1N1_|20_May_2009|2009|USA|NA"
"3383",3383,1,"gi|254927871|gb|CY043293.1|A/New_York/3469/2009_H1N1_|16_May_2009|2009|USA|NA"
"3384",3384,1,"gi|254918180|gb|CY043149.1|A/New_York/3551/2009_H1N1_|20_May_2009|2009|USA|NA"
"3385",3385,1,"gi|242032022|gb|CY041800.1|A/New_York/3468/2009_H1N1_|17_May_2009|2009|USA|NA"
"3386",3386,1,"gi|324345654|gb|CY084440.1|A/New_York/6064/2009_H1N1_|11_Nov_2009|2009|USA|NA"
"3387",3387,1,"gi|290353076|gb|CY056248.1|A/Malaysia/15192/2009_H1N1_|10_Sep_2009|2009|Malaysia|AS"
"3388",3388,1,"gi|272868526|gb|CY052745.1|A/Texas/45101424/2009_H1N1_|10_Sep_2009|2009|USA|NA"
"3389",3389,1,"gi|255689559|gb|CY044173.1|A/Bethesda/SP506/2009_H1N1_|16_Jun_2009|2009|USA|NA"
"3390",3390,1,"gi|474460095|gb|KC781985.1|A/Kansas/22/2009_H1N1_|22_Sep_2009|2009|USA|NA"
"3391",3391,1,"gi|291359480|gb|CY057456.1|A/Wisconsin/629_D00748/2009_H1N1_|21_Sep_2009|2009|USA|NA"
"3392",3392,1,"gi|388210543|gb|CY107342.1|A/Scotland/Dundee_09V500203/2009_H1N1_|15_Oct_2009|2009|United_Kingdom|EU"
"3393",3393,1,"gi|308082908|gb|CY075453.1|A/Chile/4257/2009_H1N1_|13_Jul_2009|2009|Chile|SA"
"3394",3394,1,"gi|474460308|gb|KC782075.1|A/Pennsylvania/25/2009_H1N1_|29_Sep_2009|2009|USA|NA"
"3395",3395,1,"gi|291094376|gb|CY056805.1|A/New_York/6808/2009_H1N1_|29_Nov_2009|2009|USA|NA"
"3396",3396,1,"gi|361363146|gb|CY065424.1|A/England/XFL00354/2009_H1N1_|10_May_2009|2009|United_Kingdom|EU"
"3397",3397,1,"gi|268635500|gb|CY051593.1|A/New_York/4565/2009_H1N1_|08_Jul_2009|2009|USA|NA"
"3398",3398,2,"gi|268633935|gb|CY050921.1|A/Wisconsin/629_D02213/2009_H1N1_|29_May_2009|2009|USA|NA"
"3399",3399,2,"gi|257825579|gb|CY046909.1|A/Wisconsin/629_D01083/2009_H1N1_|28_May_2009|2009|USA|NA"
"3400",3400,1,"gi|262332169|gb|CY049286.1|A/Singapore/ON981/2009_H1N1_|06_Jul_2009|2009|Singapore|AS"
"3401",3401,1,"gi|341612135|gb|JN381352.1|A/Taiwan/97291/2009_H1N1_|Jun_2009|2009|Taiwan|AS"
"3402",3402,1,"gi|327409015|gb|CY089205.1|A/Boston/594/2009_H1N1_|22_Oct_2009|2009|USA|NA"
"3403",3403,1,"gi|296240458|gb|CY063552.1|A/Boston/151/2009_H1N1_|06_Jul_2009|2009|USA|NA"
"3404",3404,1,"gi|284451410|gb|CY054741.1|A/California/VRDL8/2009_H1N1_|14_Jun_2009|2009|USA|NA"
"3405",3405,2,"gi|299781957|gb|CY065866.1|A/Netherlands/1493b/2009_H1N1_|23_Oct_2009|2009|Netherlands|EU"
"3406",3406,2,"gi|299781903|gb|CY065842.1|A/Netherlands/2636/2009_H1N1_|01_Dec_2009|2009|Netherlands|EU"
"3407",3407,2,"gi|299781867|gb|CY065826.1|A/Netherlands/2243/2009_H1N1_|17_Nov_2009|2009|Netherlands|EU"
"3408",3408,2,"gi|291097425|gb|CY056981.1|A/Copenhagen/INS98/2009_H1N1_|02_Dec_2009|2009|Denmark|EU"
"3409",3409,2,"gi|268635212|gb|CY051465.1|A/Wisconsin/629_S0314/2009_H1N1_|16_Jun_2009|2009|USA|NA"
"3410",3410,2,"gi|268634601|gb|CY051217.1|A/Wisconsin/629_D02292/2009_H1N1_|30_Jun_2009|2009|USA|NA"
"3411",3411,2,"gi|268509392|gb|CY050430.1|A/Wisconsin/629_D02324/2009_H1N1_|25_May_2009|2009|USA|NA"
"3412",3412,1,"gi|273668627|gb|CY052140.1|A/New_York/3980/2009_H1N1_|05_Jun_2009|2009|USA|NA"
"3413",3413,1,"gi|266630667|gb|CY050192.1|A/New_York/4576/2009_H1N1_|08_Jul_2009|2009|USA|NA"
"3414",3414,1,"gi|256595763|gb|CY045063.1|A/New_York/4099/2009_H1N1_|13_Jun_2009|2009|USA|NA"
"3415",3415,2,"gi|343174001|gb|CY096596.1|A/District_of_Columbia/INS527/2010_H1N1_|23_Feb_2010|2010|USA|NA"
"3416",3416,3,"gi|303304643|gb|CY071345.1|A/Bangkok/INS426/2010_H1N1_|25_Feb_2010|2010|Thailand|AS"
"3417",3417,2,"gi|272826436|gb|CY052409.1|A/Texas/43132503/2009_H1N1_|13_Jul_2009|2009|USA|NA"
"3418",3418,1,"gi|291093998|gb|CY056637.1|A/New_York/6019/2009_H1N1_|09_Nov_2009|2009|USA|NA"
"3419",3419,2,"gi|290079913|gb|CY055886.1|A/Australia/69/2009_H1N1_|05_Aug_2009|2009|Australia|OC"
"3420",3420,2,"gi|302375329|gb|CY068964.1|A/Guam/NHRC0010/2009_H1N1_|21_Jul_2009|2009|Guam|OC"
"3421",3421,1,"gi|308052440|gb|CY075061.1|A/Athens/INS392/2010_H1N1_|06_Jan_2010|2010|Greece|EU"
"3422",3422,1,"gi|297614879|gb|CY064566.1|A/Boston/124/2009_H1N1_|26_Jun_2009|2009|USA|NA"
"3423",3423,1,"gi|291360022|gb|CY057696.1|A/Wisconsin/629_S1398/2009_H1N1_|21_Oct_2009|2009|USA|NA"
"3424",3424,1,"gi|290144554|gb|CY056158.1|A/Pensacola/INS38/2009_H1N1_|04_Nov_2009|2009|USA|NA"
"3425",3425,1,"gi|300719456|gb|CY066857.1|A/District_of_Columbia/INS226/2009_H1N1_|12_Nov_2009|2009|USA|NA"
"3426",3426,1,"gi|339838953|gb|CY093143.1|A/Sydney/DD3_20/2010_H1N1_|03_Aug_2010|2010|Australia|OC"
"3427",3427,1,"gi|300721022|gb|CY066913.1|A/Pensacola/INS233/2009_H1N1_|24_Nov_2009|2009|USA|NA"
"3428",3428,1,"gi|266630703|gb|CY050208.1|A/Mexico_City/002/2009_H1N1_|08_May_2009|2009|Mexico|NA"
"3429",3429,1,"gi|387536867|gb|CY119436.1|A/Malaysia/2098044/2009_H1N1_|10_Aug_2009|2009|Malaysia|AS"
"3430",3430,1,"gi|387536831|gb|CY119420.1|A/Malaysia/2089888/2009_H1N1_|09_Aug_2009|2009|Malaysia|AS"
"3431",3431,1,"gi|308082746|gb|CY075381.1|A/Chile/3586/2009_H1N1_|03_Jul_2009|2009|Chile|SA"
"3432",3432,1,"gi|308082314|gb|CY075189.1|A/Chile/1599/2009_H1N1_|15_Jun_2009|2009|Chile|SA"
"3433",3433,1,"gi|308082278|gb|CY075173.1|A/Chile/1586/2009_H1N1_|13_Jun_2009|2009|Chile|SA"
"3434",3434,2,"gi|304422633|gb|CY072888.1|A/Managua/12.01/2009_H1N1_|14_Sep_2009|2009|Nicaragua|NA"
"3435",3435,2,"gi|304422507|gb|CY072832.1|A/Managua/1909.02/2009_H1N1_|12_Sep_2009|2009|Nicaragua|NA"
"3436",3436,1,"gi|304422363|gb|CY072768.1|A/Managua/287.01/2009_H1N1_|20_Aug_2009|2009|Nicaragua|NA"
"3437",3437,1,"gi|303303887|gb|CY071001.1|A/Guam/NHRC0030/2009_H1N1_|20_Jul_2009|2009|Guam|OC"
"3438",3438,1,"gi|300714362|gb|CY066785.1|A/San_Diego/INS214/2009_H1N1_|09_Nov_2009|2009|USA|NA"
"3439",3439,1,"gi|300487834|gb|CY066713.1|A/Vienna/INS293/2009_H1N1_|24_Nov_2009|2009|Austria|EU"
"3440",3440,1,"gi|299781759|gb|CY065778.1|A/Netherlands/2635b/2009_H1N1_|30_Nov_2009|2009|Netherlands|EU"
"3441",3441,1,"gi|298853453|gb|CY065101.1|A/New_York/7426/2009_H1N1_|08_Dec_2009|2009|USA|NA"
"3442",3442,1,"gi|297614735|gb|CY064502.1|A/Boston/115/2009_H1N1_|13_Jun_2009|2009|USA|NA"
"3443",3443,1,"gi|295842803|gb|CY062869.1|A/Athens/INS160/2009_H1N1_|18_Dec_2009|2009|Greece|EU"
"3444",3444,1,"gi|295198819|gb|CY061916.1|A/New_York/6907/2009_H1N1_|08_Dec_2009|2009|USA|NA"
"3445",3445,1,"gi|291361201|gb|CY057960.1|A/Wisconsin/629_D00970/2009_H1N1_|27_Nov_2009|2009|USA|NA"
"3446",3446,1,"gi|291093890|gb|CY056589.1|A/New_York/5886/2009_H1N1_|09_Nov_2009|2009|USA|NA"
"3447",3447,1,"gi|290107812|gb|CY056006.1|A/San_Diego/INS10/2009_H1N1_|13_Oct_2009|2009|USA|NA"
"3448",3448,2,"gi|290053143|gb|CY055766.1|A/Australia/47/2009_H1N1_|27_Jul_2009|2009|Australia|OC"
"3449",3449,1,"gi|284453621|gb|CY055029.1|A/California/VRDL68/2009_H1N1_|11_Aug_2009|2009|USA|NA"
"3450",3450,1,"gi|284451878|gb|CY054949.1|A/California/VRDL50/2009_H1N1_|01_Jul_2009|2009|USA|NA"
"3451",3451,1,"gi|284451554|gb|CY054805.1|A/California/VRDL26/2009_H1N1_|18_Jun_2009|2009|USA|NA"
"3452",3452,1,"gi|268635860|gb|CY051753.1|A/New_York/4820/2009_H1N1_|02_Sep_2009|2009|USA|NA"
"3453",3453,2,"gi|268635644|gb|CY051657.1|A/New_York/4728/2009_H1N1_|24_Jul_2009|2009|USA|NA"
"3454",3454,1,"gi|387537047|gb|CY119516.1|A/Malaysia/2097960/2009_H1N1_|10_Sep_2009|2009|Malaysia|AS"
"3455",3455,1,"gi|387536849|gb|CY119428.1|A/Malaysia/2098001/2009_H1N1_|10_Aug_2009|2009|Malaysia|AS"
"3456",3456,1,"gi|308082890|gb|CY075445.1|A/Chile/4182/2009_H1N1_|10_Jul_2009|2009|Chile|SA"
"3457",3457,1,"gi|308082872|gb|CY075437.1|A/Chile/4181/2009_H1N1_|09_Jul_2009|2009|Chile|SA"
"3458",3458,1,"gi|308082494|gb|CY075269.1|A/Chile/2994/2009_H1N1_|26_Jun_2009|2009|Chile|SA"
"3459",3459,1,"gi|308082404|gb|CY075229.1|A/Chile/2239/2009_H1N1_|19_Jun_2009|2009|Chile|SA"
"3460",3460,1,"gi|308082260|gb|CY075165.1|A/Chile/180/2009_H1N1_|29_May_2009|2009|Chile|SA"
"3461",3461,1,"gi|272856403|gb|CY052649.1|A/Texas/45103259/2009_H1N1_|10_Sep_2009|2009|USA|NA"
"3462",3462,1,"gi|268636479|gb|CY051897.1|A/Texas/45062633/2009_H1N1_|06_Sep_2009|2009|USA|NA"
"3463",3463,2,"gi|291094488|gb|CY056853.1|A/New_York/6909/2009_H1N1_|29_Nov_2009|2009|USA|NA"
"3464",3464,1,"gi|294612497|gb|CY061197.1|A/Texas/JMS414/2010_H1N1_|04_Feb_2010|2010|USA|NA"
"3465",3465,1,"gi|268635932|gb|CY051785.1|A/New_York/4844/2009_H1N1_|06_Sep_2009|2009|USA|NA"
"3466",3466,2,"gi|300487726|gb|CY066665.1|A/Cologne/INS286/2009_H1N1_|30_Nov_2009|2009|Germany|EU"
"3467",3467,2,"gi|268635662|gb|CY051665.1|A/New_York/4735/2009_H1N1_|25_Jul_2009|2009|USA|NA"
"3468",3468,2,"gi|268634870|gb|CY051313.1|A/Wisconsin/629_S0201/2009_H1N1_|08_Jun_2009|2009|USA|NA"
"3469",3469,2,"gi|268634187|gb|CY051033.1|A/Wisconsin/629_D00658/2009_H1N1_|04_Jun_2009|2009|USA|NA"
"3470",3470,2,"gi|268633953|gb|CY050929.1|A/Wisconsin/629_D00426/2009_H1N1_|29_May_2009|2009|USA|NA"
"3471",3471,2,"gi|268633917|gb|CY050913.1|A/Wisconsin/629_D01262/2009_H1N1_|28_May_2009|2009|USA|NA"
"3472",3472,2,"gi|268507374|gb|CY050422.1|A/Wisconsin/629_D02206/2009_H1N1_|23_May_2009|2009|USA|NA"
"3473",3473,2,"gi|257822418|gb|CY046741.1|A/Wisconsin/629_D00084/2009_H1N1_|19_May_2009|2009|USA|NA"
"3474",3474,2,"gi|257819360|gb|CY046605.1|A/Wisconsin/629_D00487/2009_H1N1_|07_May_2009|2009|USA|NA"
"3475",3475,2,"gi|295842677|gb|CY062813.1|A/Odense/INS143/2009_H1N1_|11_Nov_2009|2009|Denmark|EU"
"3476",3476,2,"gi|300719492|gb|CY066873.1|A/District_of_Columbia/INS228/2009_H1N1_|13_Nov_2009|2009|USA|NA"
"3477",3477,2,"gi|291358764|gb|CY057296.1|A/New_York/5276/2009_H1N1_|21_Oct_2009|2009|USA|NA"
"3478",3478,1,"gi|474457963|gb|KC781075.1|A/Oklahoma/05/2009_H1N1_|12_Nov_2009|2009|USA|NA"
"3479",3479,1,"gi|359537532|gb|CY066032.1|A/Fukushima/09FY004/2009_H1N1_|22_Oct_2009|2009|Japan|AS"
"3480",3480,1,"gi|291359986|gb|CY057680.1|A/Wisconsin/629_S1384/2009_H1N1_|19_Oct_2009|2009|USA|NA"
"3481",3481,1,"gi|474459311|gb|KC781651.1|A/Maryland/32/2009_H1N1_|13_Jun_2009|2009|USA|NA"
"3482",3482,1,"gi|323648952|gb|CY083258.1|A/San_Diego/WRAIR1642P/2009_H1N1_|06_Jun_2009|2009|USA|NA"
"3483",3483,1,"gi|306494361|gb|HQ214272.1|A/Kenya/0025/2009_H1N1_|16_Oct_2009|2009|Kenya|AF"
"3484",3484,1,"gi|293597622|gb|CY058831.1|A/Guangdong/2221/2009_H1N1_|18_Nov_2009|2009|China|AS"
"3485",3485,1,"gi|293597618|gb|CY058829.1|A/Guangdong/1998/2009_H1N1_|24_Nov_2009|2009|China|AS"
"3486",3486,1,"gi|290353078|gb|CY056249.1|A/Malaysia/15294/2009_H1N1_|12_Sep_2009|2009|Malaysia|AS"
"3487",3487,1,"gi|239811794|gb|CY041615.1|A/New_York/3002/2009_H1N1_|25_Apr_2009|2009|USA|NA"
"3488",3488,1,"gi|238877772|gb|CY041500.1|A/New_York/3195/2009_H1N1_|28_Apr_2009|2009|USA|NA"
"3489",3489,1,"gi|238801453|gb|CY041204.1|A/New_York/3199/2009_H1N1_|28_Apr_2009|2009|USA|NA"
"3490",3490,1,"gi|238632827|gb|CY041052.1|A/New_York/3166/2009_H1N1_|26_Apr_2009|2009|USA|NA"
"3491",3491,1,"gi|238627853|gb|GQ221804.1|A/New_York/17/2009_H1N1_|Apr_2009|2009|USA|NA"
"3492",3492,1,"gi|238058567|gb|CY040663.1|A/New_York/3202/2009_H1N1_|2009|2009|USA|NA"
"3493",3493,1,"gi|295243655|gb|CY062132.1|A/New_York/2876/2010_H1N1_|20_Jan_2010|2010|USA|NA"
"3494",3494,1,"gi|260181218|gb|CY047344.1|A/New_York/3345/2009_H1N1_|01_May_2009|2009|USA|NA"
"3495",3495,1,"gi|295843343|gb|CY063109.1|A/California/VRDL92/2009_H1N1_|17_Oct_2009|2009|USA|NA"
"3496",3496,1,"gi|251831383|gb|CY041970.1|A/Israel/276/2009_H1N1_|Apr_2009|2009|Israel|AS"
"3497",3497,2,"gi|268634834|gb|CY051297.1|A/Wisconsin/629_S0186/2009_H1N1_|08_Jun_2009|2009|USA|NA"
"3498",3498,1,"gi|254575347|gb|GQ402242.1|A/Canada_MB/RV1977/2009_H1N1_|22_May_2009|2009|Canada|NA"
"3499",3499,1,"gi|291094232|gb|CY056741.1|A/New_York/6571/2009_H1N1_|26_Nov_2009|2009|USA|NA"
"3500",3500,1,"gi|432339433|gb|KC297156.1|A/Jeddah/1365/2009_H1N1_|10_Oct_2009|2009|Saudi_Arabia|AS"
"3501",3501,4,"gi|307071133|gb|HQ240024.1|A/Canada_ON/RV2963/2009_H1N1_|11_Oct_2009|2009|Canada|NA"
"3502",3502,4,"gi|307071067|gb|HQ239991.1|A/Canada_ON/RV2909/2009_H1N1_|29_Sep_2009|2009|Canada|NA"
"3503",3503,1,"gi|299765297|gb|HM567850.1|A/Ireland/5/2009_H1N1_|31_May_2009|2009|Ireland|EU"
"3504",3504,1,"gi|404589257|gb|CY069903.1|A/England/393/2009_H1N1_|02_Jun_2009|2009|United_Kingdom|EU"
"3505",3505,1,"gi|299765281|gb|HM567786.1|A/England/393/2009_H1N1_|02_Jun_2009|2009|United_Kingdom|EU"
"3506",3506,1,"gi|407359248|gb|JX625984.1|A/England/421/2009_H1N1_|06_Jun_2009|2009|United_Kingdom|EU"
"3507",3507,1,"gi|299765303|gb|HM567874.1|A/England/421/2009_H1N1_|06_Jun_2009|2009|United_Kingdom|EU"
"3508",3508,2,"gi|299765291|gb|HM567826.1|A/Ireland/10/2009_H1N1_|05_Jun_2009|2009|Ireland|EU"
"3509",3509,2,"gi|299765289|gb|HM567818.1|A/Ireland/7/2009_H1N1_|01_Jun_2009|2009|Ireland|EU"
"3510",3510,2,"gi|299765269|gb|HM567738.1|A/England/366/2009_H1N1_|31_May_2009|2009|United_Kingdom|EU"
"3511",3511,1,"gi|299765321|gb|HM567946.1|A/England/451/2009_H1N1_|07_Jun_2009|2009|United_Kingdom|EU"
"3512",3512,1,"gi|257412785|gb|CY045932.1|A/Toronto/3184/2009_H1N1_|Apr_2009|2009|Canada|NA"
"3513",3513,1,"gi|388594400|gb|CY120143.1|A/Hong_Kong/H090_681_V32/2009_H1N1_|13_Jul_2009|2009|Hong_Kong|EU"
"3514",3514,1,"gi|388594382|gb|CY120135.1|A/Hong_Kong/H090_681_V10/2009_H1N1_|08_Jul_2009|2009|Hong_Kong|EU"
"3515",3515,1,"gi|382933425|gb|CY111677.1|A/Hong_Kong/H090_681_V32/2009_H1N1_|13_Jul_2009|2009|Hong_Kong|EU"
"3516",3516,1,"gi|382933407|gb|CY111669.1|A/Hong_Kong/H090_681_V22/2009_H1N1_|10_Jul_2009|2009|Hong_Kong|EU"
"3517",3517,1,"gi|382933389|gb|CY111661.1|A/Hong_Kong/H090_681_V10/2009_H1N1_|08_Jul_2009|2009|Hong_Kong|EU"
"3518",3518,1,"gi|341610540|gb|JN256866.1|A/Hong_Kong/H090_681_V3_2_/2009_H1N1_|13_Jul_2009|2009|China|AS"
"3519",3519,1,"gi|341610538|gb|JN256865.1|A/Hong_Kong/H090_681_V2_2_/2009_H1N1_|10_Jul_2009|2009|China|AS"
"3520",3520,1,"gi|341610536|gb|JN256864.1|A/Hong_Kong/H090_681_V1_0_/2009_H1N1_|08_Jul_2009|2009|China|AS"
"3521",3521,1,"gi|393711195|gb|CY123939.1|A/Singapore/ON361/2009_H1N1_|21_Jun_2009|2009|Singapore|AS"
"3522",3522,1,"gi|393709489|gb|CY123168.1|A/Singapore/GP3624/2009_H1N1_|09_Sep_2009|2009|Singapore|AS"
"3523",3523,1,"gi|255734967|gb|GQ465703.1|A/Canada_PQ/RV1758/2009_H1N1_|08_May_2009|2009|Canada|NA"
"3524",3524,1,"gi|257815622|gb|CY046237.1|A/Wisconsin/629_D01735/2009_H1N1_|02_May_2009|2009|USA|NA"
"3525",3525,1,"gi|257815756|gb|CY046261.1|A/Wisconsin/629_D01773/2009_H1N1_|30_Apr_2009|2009|USA|NA"
"3526",3526,1,"gi|257815774|gb|CY046269.1|A/Wisconsin/629_D00933/2009_H1N1_|02_May_2009|2009|USA|NA"
"3527",3527,1,"gi|257815792|gb|CY046277.1|A/Wisconsin/629_D01092/2009_H1N1_|03_May_2009|2009|USA|NA"
"3528",3528,1,"gi|257815918|gb|CY046333.1|A/Wisconsin/629_D01505/2009_H1N1_|28_Apr_2009|2009|USA|NA"
"3529",3529,1,"gi|257815954|gb|CY046349.1|A/Wisconsin/629_D01017/2009_H1N1_|03_May_2009|2009|USA|NA"
"3530",3530,1,"gi|257816044|gb|CY046389.1|A/Wisconsin/629_D00750/2009_H1N1_|30_Apr_2009|2009|USA|NA"
"3531",3531,1,"gi|257816152|gb|CY046437.1|A/Wisconsin/629_D02262/2009_H1N1_|02_May_2009|2009|USA|NA"
"3532",3532,1,"gi|257816188|gb|CY046453.1|A/Wisconsin/629_D01558/2009_H1N1_|30_Apr_2009|2009|USA|NA"
"3533",3533,1,"gi|257816260|gb|CY046485.1|A/Wisconsin/629_D00349/2009_H1N1_|04_May_2009|2009|USA|NA"
"3534",3534,1,"gi|257816278|gb|CY046493.1|A/Wisconsin/629_D02028/2009_H1N1_|01_May_2009|2009|USA|NA"
"3535",3535,1,"gi|257816296|gb|CY046501.1|A/Wisconsin/629_D00378/2009_H1N1_|04_May_2009|2009|USA|NA"
"3536",3536,1,"gi|257816314|gb|CY046509.1|A/Wisconsin/629_D02425/2009_H1N1_|04_May_2009|2009|USA|NA"
"3537",3537,1,"gi|257816332|gb|CY046517.1|A/Wisconsin/629_D02141/2009_H1N1_|30_Apr_2009|2009|USA|NA"
"3538",3538,1,"gi|257816404|gb|CY046549.1|A/Wisconsin/629_D00179/2009_H1N1_|10_May_2009|2009|USA|NA"
"3539",3539,1,"gi|257816422|gb|CY046557.1|A/Wisconsin/629_D00228/2009_H1N1_|06_May_2009|2009|USA|NA"
"3540",3540,1,"gi|257816458|gb|CY046573.1|A/Wisconsin/629_D00905/2009_H1N1_|08_May_2009|2009|USA|NA"
"3541",3541,1,"gi|257816476|gb|CY046581.1|A/Wisconsin/629_D01909/2009_H1N1_|08_May_2009|2009|USA|NA"
"3542",3542,1,"gi|257816512|gb|CY046597.1|A/Wisconsin/629_D01482/2009_H1N1_|10_May_2009|2009|USA|NA"
"3543",3543,1,"gi|257819432|gb|CY046637.1|A/Wisconsin/629_D00967/2009_H1N1_|16_May_2009|2009|USA|NA"
