"","num","Differences","sequencename"
"268",268,746,"gi|169144123|gb|EU482669.1|Dengue_virus_2|2006|2006|Viet_Nam|AS"
"269",269,734,"gi|201071243|emb|FM210245.2|Dengue_virus_2|2005|2005|Viet_Nam|AS"
"270",270,726,"gi|201071163|emb|FM210205.1|Dengue_virus_2|2005|2005|Viet_Nam|AS"
"271",271,729,"gi|169144087|gb|EU482651.1|Dengue_virus_2|2006|2006|Viet_Nam|AS"
"272",272,738,"gi|169143721|gb|EU482468.1|Dengue_virus_2|2006|2006|Viet_Nam|AS"
"273",273,732,"gi|209976827|gb|FJ410288.1|Dengue_virus_2|2007|2007|Viet_Nam|AS"
"274",274,733,"gi|187610024|gb|EU660413.1|Dengue_virus_2|2007|2007|Viet_Nam|AS"
"275",275,722,"gi|201071183|emb|FM210215.1|Dengue_virus_2|2004|2004|Viet_Nam|AS"
"276",276,718,"gi|201071237|emb|FM210242.2|Dengue_virus_2|2004|2004|Viet_Nam|AS"
"277",277,721,"gi|201071215|emb|FM210231.1|Dengue_virus_2|2004|2004|Viet_Nam|AS"
"278",278,722,"gi|169144333|gb|EU482774.1|Dengue_virus_2|2004|2004|Viet_Nam|AS"
"279",279,716,"gi|169144357|gb|EU482786.1|Dengue_virus_2|2003|2003|Viet_Nam|AS"
"280",280,735,"gi|169144337|gb|EU482776.1|Dengue_virus_2|2005|2005|Viet_Nam|AS"
"281",281,733,"gi|169144133|gb|EU482674.1|Dengue_virus_2|2006|2006|Viet_Nam|AS"
"282",282,729,"gi|169143711|gb|EU482463.1|Dengue_virus_2|2006|2006|Viet_Nam|AS"
"283",283,732,"gi|169144099|gb|EU482657.1|Dengue_virus_2|2006|2006|Viet_Nam|AS"
"284",284,722,"gi|228541845|gb|FJ898452.1|Dengue_virus_2|2003|2003|Thailand|AS"
"285",285,719,"gi|169143729|gb|EU482472.1|Dengue_virus_2|2004|2004|Viet_Nam|AS"
"286",286,723,"gi|201071219|emb|FM210233.2|Dengue_virus_2|2004|2004|Viet_Nam|AS"
"287",287,719,"gi|169144349|gb|EU482782.1|Dengue_virus_2|2003|2003|Viet_Nam|AS"
"288",288,720,"gi|169144335|gb|EU482775.1|Dengue_virus_2|2004|2004|Viet_Nam|AS"
"289",289,680,"gi|259496184|gb|GQ868543.1|Dengue_virus_2|1995|1995|Thailand|AS"
"290",290,690,"gi|228542689|gb|FJ906957.1|Dengue_virus_2|1996|1996|Thailand|AS"
"291",291,731,"gi|221071251|gb|FJ639711.1|Dengue_virus_2|2005|2005|Cambodia|AS"
"292",292,736,"gi|221071249|gb|FJ639710.1|Dengue_virus_2|2005|2005|Cambodia|AS"
"293",293,708,"gi|224383567|gb|FJ687439.1|Dengue_virus_2|2001|2001|Thailand|AS"
"294",294,1102,"gi|571350592|gb|KF921930.1|Dengue_virus_2|2002|2002|Cambodia|AS"
"295",295,720,"gi|221071237|gb|FJ639704.1|Dengue_virus_2|2003|2003|Cambodia|AS"
"296",296,730,"gi|224383561|gb|FJ687436.1|Dengue_virus_2|2001|2001|Thailand|AS"
"297",297,730,"gi|224383559|gb|FJ687435.1|Dengue_virus_2|2001|2001|Thailand|AS"
"298",298,730,"gi|224383557|gb|FJ687434.1|Dengue_virus_2|2001|2001|Thailand|AS"
"299",299,764,"gi|224383577|gb|FJ687444.1|Dengue_virus_2|2001|2001|Thailand|AS"
"300",300,737,"gi|221070480|gb|FJ639828.1|Dengue_virus_2|2001|2001|Thailand|AS"
"301",301,723,"gi|224383581|gb|FJ687446.1|Dengue_virus_2|2001|2001|Thailand|AS"
"302",302,723,"gi|225690889|gb|FJ810410.1|Dengue_virus_2|2001|2001|Thailand|AS"
"303",303,722,"gi|221070482|gb|FJ639829.1|Dengue_virus_2|2001|2001|Thailand|AS"
"304",304,722,"gi|224383579|gb|FJ687445.1|Dengue_virus_2|2001|2001|Thailand|AS"
"305",305,724,"gi|224383619|gb|FJ744722.1|Dengue_virus_2|2001|2001|Thailand|AS"
"306",306,724,"gi|224383617|gb|FJ744721.1|Dengue_virus_2|2001|2001|Thailand|AS"
"307",307,730,"gi|224383621|gb|FJ744723.1|Dengue_virus_2|2001|2001|Thailand|AS"
"308",308,722,"gi|221070485|gb|FJ639830.1|Dengue_virus_2|2001|2001|Thailand|AS"
"309",309,723,"gi|224383615|gb|FJ744720.1|Dengue_virus_2|2001|2001|Thailand|AS"
"310",310,723,"gi|224383613|gb|FJ744719.1|Dengue_virus_2|2001|2001|Thailand|AS"
"311",311,698,"gi|259496186|gb|GQ868544.1|Dengue_virus_2|1996|1996|Thailand|AS"
"312",312,711,"gi|228542720|gb|FJ906958.1|Dengue_virus_2|1996|1996|Thailand|AS"
"313",313,695,"gi|187610232|gb|EU687246.1|Dengue_virus_2|1994|1994|Thailand|AS"
"314",314,686,"gi|259496188|gb|GQ868545.1|Dengue_virus_2|1996|1996|Thailand|AS"
"315",315,741,"gi|221070487|gb|FJ639831.1|Dengue_virus_2|2001|2001|Thailand|AS"
"316",316,216,"gi|300828781|gb|GQ398269.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"317",317,138,"gi|169143875|gb|EU482545.1|Dengue_virus_2|1998|1998|USA|NA"
"318",318,133,"gi|169144255|gb|EU482735.1|Dengue_virus_2|1998|1998|USA|NA"
"319",319,134,"gi|169144253|gb|EU482734.1|Dengue_virus_2|1998|1998|USA|NA"
"320",320,217,"gi|225690953|gb|FJ850085.1|Dengue_virus_2|2005|2005|Brazil|SA"
"321",321,200,"gi|225690947|gb|FJ850082.1|Dengue_virus_2|2004|2004|Brazil|SA"
"322",322,249,"gi|356960979|gb|JN819419.1|Dengue_virus_2|2000|2000|Brazil|SA"
"323",323,248,"gi|225690959|gb|FJ850088.1|Dengue_virus_2|2006|2006|Brazil|SA"
"324",324,216,"gi|225690939|gb|FJ850078.1|Dengue_virus_2|2003|2003|Brazil|SA"
"325",325,185,"gi|225690931|gb|FJ850074.1|Dengue_virus_2|2001|2001|Brazil|SA"
"326",326,208,"gi|259496306|gb|GQ868640.1|Dengue_virus_2|2003|2003|Brazil|SA"
"327",327,210,"gi|225690935|gb|FJ850076.1|Dengue_virus_2|2002|2002|Brazil|SA"
"328",328,288,"gi|356960957|gb|JN819408.1|Dengue_virus_2|2001|2001|Venezuela|SA"
"329",329,247,"gi|281324806|gb|GU131947.1|Dengue_virus_2|2007|2007|Colombia|SA"
"330",330,193,"gi|259500418|gb|GQ868558.1|Dengue_virus_2|2007|2007|Colombia|SA"
"331",331,195,"gi|221070278|gb|FJ639734.1|Dengue_virus_2|2003|2003|Venezuela|SA"
"332",332,195,"gi|259500416|gb|GQ868557.1|Dengue_virus_2|2005|2005|Colombia|SA"
"333",333,197,"gi|259500412|gb|GQ868555.1|Dengue_virus_2|2005|2005|Colombia|SA"
"334",334,244,"gi|356960955|gb|JN819407.1|Dengue_virus_2|2007|2007|Venezuela|SA"
"335",335,233,"gi|221070274|gb|FJ639732.1|Dengue_virus_2|2005|2005|Venezuela|SA"
"336",336,179,"gi|259500414|gb|GQ868556.1|Dengue_virus_2|2005|2005|Colombia|SA"
"337",337,189,"gi|327344041|gb|HQ332189.1|Dengue_virus_2|2007|2007|Venezuela|SA"
"338",338,224,"gi|259500410|gb|GQ868554.1|Dengue_virus_2|2004|2004|Colombia|SA"
"339",339,221,"gi|197310669|gb|EU854294.1|Dengue_virus_2|2005|2005|Colombia|SA"
"340",340,228,"gi|204305600|gb|FJ182012.1|Dengue_virus_2|2005|2005|Colombia|SA"
"341",341,229,"gi|197310735|gb|FJ024474.1|Dengue_virus_2|2005|2005|Colombia|SA"
"342",342,224,"gi|197310733|gb|FJ024473.1|Dengue_virus_2|2005|2005|Colombia|SA"
"343",343,229,"gi|197310737|gb|FJ024475.1|Dengue_virus_2|2005|2005|Colombia|SA"
"344",344,313,"gi|573974252|gb|KF955385.1|Dengue_virus_2|2007|2007|Venezuela|SA"
"345",345,202,"gi|259496308|gb|GQ868641.1|Dengue_virus_2|2007|2007|Venezuela|SA"
"346",346,201,"gi|225691041|gb|FJ850105.1|Dengue_virus_2|2007|2007|Venezuela|SA"
"347",347,190,"gi|221070276|gb|FJ639733.1|Dengue_virus_2|2005|2005|Venezuela|SA"
"348",348,180,"gi|225691055|gb|FJ850112.1|Dengue_virus_2|2004|2004|Venezuela|SA"
"349",349,178,"gi|221070436|gb|FJ639809.1|Dengue_virus_2|2005|2005|Venezuela|SA"
"350",350,182,"gi|228542423|gb|FJ898467.1|Dengue_virus_2|2005|2005|Venezuela|SA"
"351",351,194,"gi|225691043|gb|FJ850106.1|Dengue_virus_2|2008|2008|Venezuela|SA"
"352",352,187,"gi|327344031|gb|HQ332184.1|Dengue_virus_2|2006|2006|Venezuela|SA"
"353",353,215,"gi|169143995|gb|EU482605.1|Dengue_virus_2|2007|2007|Venezuela|SA"
"354",354,213,"gi|225691045|gb|FJ850107.1|Dengue_virus_2|2008|2008|Venezuela|SA"
"355",355,191,"gi|327344033|gb|HQ332185.1|Dengue_virus_2|2007|2007|Venezuela|SA"
"356",356,192,"gi|327344043|gb|HQ332190.1|Dengue_virus_2|2007|2007|Venezuela|SA"
"357",357,194,"gi|327344037|gb|HQ332187.1|Dengue_virus_2|2007|2007|Venezuela|SA"
"358",358,217,"gi|169144001|gb|EU482608.1|Dengue_virus_2|2007|2007|Venezuela|SA"
"359",359,210,"gi|169143997|gb|EU482606.1|Dengue_virus_2|2007|2007|Venezuela|SA"
"360",360,198,"gi|169143993|gb|EU482604.1|Dengue_virus_2|2007|2007|Venezuela|SA"
"361",361,228,"gi|225691047|gb|FJ850108.1|Dengue_virus_2|2008|2008|Venezuela|SA"
"362",362,203,"gi|327344039|gb|HQ332188.1|Dengue_virus_2|2007|2007|Venezuela|SA"
"363",363,200,"gi|327344035|gb|HQ332186.1|Dengue_virus_2|2007|2007|Venezuela|SA"
"364",364,196,"gi|169144237|gb|EU482726.1|Dengue_virus_2|2006|2006|USA|NA"
"365",365,699,"gi|410993654|gb|JX567950.1|Dengue_virus_2|2008|2008|Brazil|SA"
"366",366,216,"gi|511782660|gb|JX669479.1|Dengue_virus_2|2010|2010|Brazil|SA"
"367",367,225,"gi|511782654|gb|JX669476.1|Dengue_virus_2|2010|2010|Brazil|SA"
"368",368,214,"gi|239840451|gb|GQ199890.1|Dengue_virus_2|2008|2008|Brazil|SA"
"369",369,214,"gi|511782656|gb|JX669477.1|Dengue_virus_2|2010|2010|Brazil|SA"
"370",370,205,"gi|239840455|gb|GQ199892.1|Dengue_virus_2|2007|2007|Jamaica|NA"
"371",371,214,"gi|511782658|gb|JX669478.1|Dengue_virus_2|2010|2010|Brazil|SA"
"372",372,227,"gi|548918002|gb|KC294217.1|Dengue_virus_2|22_Nov_2010|2010|Peru|SA"
"373",373,229,"gi|548917998|gb|KC294215.1|Dengue_virus_2|22_Dec_2010|2010|Peru|SA"
"374",374,229,"gi|548917990|gb|KC294211.1|Dengue_virus_2|04_Apr_2011|2011|Peru|SA"
"375",375,229,"gi|548917982|gb|KC294207.1|Dengue_virus_2|11_Feb_2011|2011|Peru|SA"
"376",376,229,"gi|548917980|gb|KC294206.1|Dengue_virus_2|07_Feb_2011|2011|Peru|SA"
"377",377,227,"gi|548917978|gb|KC294205.1|Dengue_virus_2|18_Jan_2011|2011|Peru|SA"
"378",378,226,"gi|548917992|gb|KC294212.1|Dengue_virus_2|24_Apr_2011|2011|Peru|SA"
"379",379,228,"gi|548917988|gb|KC294210.1|Dengue_virus_2|23_Mar_2011|2011|Peru|SA"
"380",380,228,"gi|548917996|gb|KC294214.1|Dengue_virus_2|11_May_2011|2011|Peru|SA"
"381",381,226,"gi|548918010|gb|KC294221.1|Dengue_virus_2|16_Nov_2010|2010|Peru|SA"
"382",382,225,"gi|548917974|gb|KC294203.1|Dengue_virus_2|29_Dec_2010|2010|Peru|SA"
"383",383,227,"gi|548917972|gb|KC294202.1|Dengue_virus_2|13_Dec_2010|2010|Peru|SA"
"384",384,223,"gi|548918006|gb|KC294219.1|Dengue_virus_2|21_Oct_2010|2010|Peru|SA"
"385",385,223,"gi|548917986|gb|KC294209.1|Dengue_virus_2|01_Mar_2011|2011|Peru|SA"
"386",386,222,"gi|548918008|gb|KC294220.1|Dengue_virus_2|04_Nov_2010|2010|Peru|SA"
"387",387,224,"gi|548917976|gb|KC294204.1|Dengue_virus_2|03_Jan_2011|2011|Peru|SA"
"388",388,222,"gi|548918014|gb|KC294223.1|Dengue_virus_2|19_Oct_2010|2010|Peru|SA"
"389",389,225,"gi|548918004|gb|KC294218.1|Dengue_virus_2|24_Jan_2011|2011|Peru|SA"
"390",390,225,"gi|548917994|gb|KC294213.1|Dengue_virus_2|29_Apr_2011|2011|Peru|SA"
"391",391,226,"gi|548917984|gb|KC294208.1|Dengue_virus_2|23_Feb_2011|2011|Peru|SA"
"392",392,363,"gi|482721322|gb|JX286519.1|Dengue_virus_2|04_May_2010|2010|Brazil|SA"
"393",393,355,"gi|482721320|gb|JX286518.1|Dengue_virus_2|12_Apr_2010|2010|Brazil|SA"
"394",394,307,"gi|482721334|gb|JX286525.1|Dengue_virus_2|09_Mar_2010|2010|Brazil|SA"
"395",395,314,"gi|482721332|gb|JX286524.1|Dengue_virus_2|15_Apr_2010|2010|Brazil|SA"
"396",396,293,"gi|482721328|gb|JX286522.1|Dengue_virus_2|24_Feb_2010|2010|Brazil|SA"
"397",397,298,"gi|482721326|gb|JX286521.1|Dengue_virus_2|04_May_2010|2010|Brazil|SA"
"398",398,296,"gi|490472330|gb|JX286526.1|Dengue_virus_2|30_Mar_2010|2010|Brazil|SA"
"399",399,302,"gi|482721324|gb|JX286520.1|Dengue_virus_2|24_Feb_2010|2010|Brazil|SA"
"400",400,704,"gi|410993656|gb|JX567951.1|Dengue_virus_2|2008|2008|Brazil|SA"
"401",401,283,"gi|482721330|gb|JX286523.1|Dengue_virus_2|24_Mar_2010|2010|Brazil|SA"
"402",402,350,"gi|482721318|gb|JX286517.1|Dengue_virus_2|01_Mar_2010|2010|Brazil|SA"
"403",403,347,"gi|482721316|gb|JX286516.1|Dengue_virus_2|01_Mar_2010|2010|Brazil|SA"
"404",404,354,"gi|263613638|gb|GU131881.1|Dengue_virus_2|2008|2008|Brazil|SA"
"405",405,698,"gi|318085584|gb|HQ026763.1|Dengue_virus_2|2008|2008|Brazil|SA"
"406",406,204,"gi|225690965|gb|FJ850091.1|Dengue_virus_2|2007|2007|Brazil|SA"
"407",407,254,"gi|259496200|gb|GQ868551.1|Dengue_virus_2|2008|2008|Brazil|SA"
"408",408,356,"gi|298388350|gb|HM181971.1|Dengue_virus_2|2008|2008|Brazil|SA"
"409",409,247,"gi|263613675|gb|GU131882.1|Dengue_virus_2|2008|2008|Brazil|SA"
"410",410,220,"gi|263613782|gb|GU131884.1|Dengue_virus_2|2008|2008|Brazil|SA"
"411",411,353,"gi|263613027|gb|GU131864.1|Dengue_virus_2|2008|2008|Brazil|SA"
"412",412,208,"gi|259496196|gb|GQ868549.1|Dengue_virus_2|2008|2008|Brazil|SA"
"413",413,205,"gi|263613709|gb|GU131883.1|Dengue_virus_2|2008|2008|Brazil|SA"
"414",414,208,"gi|263613824|gb|GU131885.1|Dengue_virus_2|2008|2008|Brazil|SA"
"415",415,215,"gi|259496198|gb|GQ868550.1|Dengue_virus_2|2008|2008|Brazil|SA"
"416",416,352,"gi|263613593|gb|GU131880.1|Dengue_virus_2|2008|2008|Brazil|SA"
"417",417,245,"gi|263613553|gb|GU131879.1|Dengue_virus_2|2008|2008|Brazil|SA"
"418",418,185,"gi|228541868|gb|FJ898453.1|Dengue_virus_2|2005|2005|Virgin_Islands|NA"
"419",419,190,"gi|187610172|gb|EU687216.1|Dengue_virus_2|2005|2005|USA|NA"
"420",420,182,"gi|228541826|gb|FJ898451.1|Dengue_virus_2|2003|2003|Dominican_Republic|NA"
"421",421,187,"gi|180164973|gb|EU596491.1|Dengue_virus_2|2007|2007|USA|NA"
"422",422,174,"gi|187610174|gb|EU687217.1|Dengue_virus_2|2005|2005|USA|NA"
"423",423,177,"gi|169144247|gb|EU482731.1|Dengue_virus_2|2005|2005|USA|NA"
"424",424,142,"gi|169143877|gb|EU482546.1|Dengue_virus_2|1998|1998|USA|NA"
"425",425,150,"gi|187610073|gb|EU677142.1|Dengue_virus_2|1999|1999|USA|NA"
"426",426,147,"gi|169143905|gb|EU482560.1|Dengue_virus_2|1998|1998|USA|NA"
"427",427,424,"gi|582052504|gb|KJ189370.1|Dengue_virus_2|2011|2011|Mexico|NA"
"428",428,198,"gi|354990976|gb|HQ999999.1|Dengue_virus_2|2009|2009|Guatemala|NA"
"429",429,150,"gi|228542139|gb|FJ898460.1|Dengue_virus_2|2001|2001|Saint_Kitts_and_Nevis|NA"
"430",430,135,"gi|187610164|gb|EU687212.1|Dengue_virus_2|1998|1998|USA|NA"
"431",431,134,"gi|187610079|gb|EU677145.1|Dengue_virus_2|1999|1999|USA|NA"
"432",432,153,"gi|228542390|gb|FJ898466.1|Dengue_virus_2|2000|2000|Venezuela|SA"
"433",433,181,"gi|259500408|gb|GQ868553.1|Dengue_virus_2|1999|1999|Colombia|SA"
"434",434,108,"gi|190161832|gb|EU726775.1|Dengue_virus_2|1996|1996|Venezuela|SA"
"435",435,356,"gi|582052340|gb|KJ189305.1|Dengue_virus_2|2000|2000|Colombia|SA"
"436",436,168,"gi|197310741|gb|FJ024477.1|Dengue_virus_2|2004|2004|Colombia|SA"
"437",437,173,"gi|169143999|gb|EU482607.1|Dengue_virus_2|2007|2007|Venezuela|SA"
"438",438,158,"gi|221070465|gb|FJ639822.1|Dengue_virus_2|2006|2006|Venezuela|SA"
"439",439,153,"gi|221070392|gb|FJ639788.1|Dengue_virus_2|2004|2004|Venezuela|SA"
"440",440,149,"gi|221070382|gb|FJ639783.1|Dengue_virus_2|2003|2003|Venezuela|SA"
"441",441,188,"gi|582052359|gb|KJ189311.1|Dengue_virus_2|2007|2007|Mexico|NA"
"442",442,199,"gi|281324860|gb|GU131975.1|Dengue_virus_2|2007|2007|Mexico|NA"
"443",443,226,"gi|573974272|gb|KF955395.1|Dengue_virus_2|2007|2007|Mexico|NA"
"444",444,200,"gi|281324858|gb|GU131974.1|Dengue_virus_2|2007|2007|Mexico|NA"
"445",445,194,"gi|259498362|gb|GQ868516.1|Dengue_virus_2|2007|2007|Mexico|NA"
"446",446,357,"gi|582052356|gb|KJ189310.1|Dengue_virus_2|2007|2007|Mexico|NA"
"447",447,198,"gi|259498360|gb|GQ868515.1|Dengue_virus_2|2007|2007|Mexico|NA"
"448",448,255,"gi|281324828|gb|GU131959.1|Dengue_virus_2|2006|2006|Mexico|NA"
"449",449,319,"gi|263615314|gb|GU131955.1|Dengue_virus_2|2004|2004|Mexico|NA"
"450",450,192,"gi|259498324|gb|GQ868497.1|Dengue_virus_2|2006|2006|Mexico|NA"
"451",451,175,"gi|228541432|gb|FJ898439.1|Dengue_virus_2|2008|2008|Mexico|NA"
"452",452,286,"gi|325421970|gb|JF357906.1|Dengue_virus_2|2008|2008|Nicaragua|NA"
"453",453,190,"gi|180165271|gb|EU596500.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"454",454,184,"gi|221070499|gb|FJ639837.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"455",455,182,"gi|221070495|gb|FJ639835.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"456",456,175,"gi|259496238|gb|GQ868604.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"457",457,200,"gi|356960989|gb|JN819424.1|Dengue_virus_2|2006|2006|Nicaragua|NA"
"458",458,212,"gi|225690995|gb|FJ850050.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"459",459,194,"gi|224383675|gb|FJ744708.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"460",460,395,"gi|316983424|gb|HQ541792.1|Dengue_virus_2|2008|2008|Nicaragua|NA"
"461",461,183,"gi|204305643|gb|FJ205885.1|Dengue_virus_2|2008|2008|Nicaragua|NA"
"462",462,400,"gi|316983488|gb|HQ705625.1|Dengue_virus_2|2009|2009|Nicaragua|NA"
"463",463,399,"gi|328924178|gb|JF730052.1|Dengue_virus_2|2009|2009|Nicaragua|NA"
"464",464,400,"gi|328924176|gb|JF730051.1|Dengue_virus_2|2009|2009|Nicaragua|NA"
"465",465,224,"gi|224588111|gb|FJ744709.1|Dengue_virus_2|2008|2008|Nicaragua|NA"
"466",466,173,"gi|169144159|gb|EU482687.1|Dengue_virus_2|2006|2006|Nicaragua|NA"
"467",467,174,"gi|180164480|gb|EU596483.1|Dengue_virus_2|2006|2006|Nicaragua|NA"
"468",468,174,"gi|169144167|gb|EU482691.1|Dengue_virus_2|2006|2006|Nicaragua|NA"
"469",469,169,"gi|169144151|gb|EU482683.1|Dengue_virus_2|2006|2006|Nicaragua|NA"
"470",470,169,"gi|169144025|gb|EU482620.1|Dengue_virus_2|2006|2006|Nicaragua|NA"
"471",471,168,"gi|169144169|gb|EU482692.1|Dengue_virus_2|2006|2006|Nicaragua|NA"
"472",472,160,"gi|169144317|gb|EU482766.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"473",473,164,"gi|217302384|gb|FJ478455.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"474",474,154,"gi|169144287|gb|EU482751.1|Dengue_virus_2|2005|2005|Nicaragua|NA"
"475",475,158,"gi|169144149|gb|EU482682.1|Dengue_virus_2|2006|2006|Nicaragua|NA"
"476",476,464,"gi|356960983|gb|JN819421.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"477",477,376,"gi|356960981|gb|JN819420.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"478",478,181,"gi|225690997|gb|FJ850051.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"479",479,179,"gi|170665973|gb|EU569702.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"480",480,183,"gi|225690905|gb|FJ810418.1|Dengue_virus_2|2008|2008|Nicaragua|NA"
"481",481,177,"gi|224383661|gb|FJ744743.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"482",482,178,"gi|228543264|gb|FJ898479.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"483",483,179,"gi|224383671|gb|FJ744706.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"484",484,171,"gi|316983490|gb|HQ733861.1|Dengue_virus_2|2006|2006|Nicaragua|NA"
"485",485,172,"gi|169144153|gb|EU482684.1|Dengue_virus_2|2006|2006|Nicaragua|NA"
"486",486,171,"gi|169144173|gb|EU482694.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"487",487,173,"gi|169144155|gb|EU482685.1|Dengue_virus_2|2006|2006|Nicaragua|NA"
"488",488,167,"gi|224383659|gb|FJ744742.1|Dengue_virus_2|2006|2006|Nicaragua|NA"
"489",489,169,"gi|300675520|gb|HM631867.1|Dengue_virus_2|2006|2006|Nicaragua|NA"
"490",490,169,"gi|169144165|gb|EU482690.1|Dengue_virus_2|2006|2006|Nicaragua|NA"
"491",491,169,"gi|169144061|gb|EU482638.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"492",492,169,"gi|169143987|gb|EU482601.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"493",493,169,"gi|239840437|gb|GQ199896.1|Dengue_virus_2|2006|2006|Nicaragua|NA"
"494",494,178,"gi|316983412|gb|HQ541786.1|Dengue_virus_2|2006|2006|Nicaragua|NA"
"495",495,166,"gi|169144331|gb|EU482773.1|Dengue_virus_2|2006|2006|Nicaragua|NA"
"496",496,166,"gi|169144329|gb|EU482772.1|Dengue_virus_2|2006|2006|Nicaragua|NA"
"497",497,167,"gi|169144157|gb|EU482686.1|Dengue_virus_2|2006|2006|Nicaragua|NA"
"498",498,386,"gi|388548533|gb|JX079688.1|Dengue_virus_2|2008|2008|Nicaragua|NA"
"499",499,182,"gi|224383593|gb|FJ744703.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"500",500,176,"gi|221070491|gb|FJ639833.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"501",501,386,"gi|316983414|gb|HQ541787.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"502",502,175,"gi|228551495|gb|FJ882593.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"503",503,202,"gi|325421942|gb|JF357905.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"504",504,176,"gi|204305604|gb|FJ182014.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"505",505,389,"gi|325421986|gb|JF357907.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"506",506,389,"gi|316983448|gb|HQ634199.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"507",507,176,"gi|169144045|gb|EU482630.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"508",508,197,"gi|225690979|gb|FJ850116.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"509",509,518,"gi|388548537|gb|JX079690.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"510",510,410,"gi|228541199|gb|FJ898432.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"511",511,206,"gi|573974221|gb|KF955369.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"512",512,175,"gi|209976523|gb|FJ373300.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"513",513,181,"gi|170665965|gb|EU569698.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"514",514,175,"gi|300675516|gb|HM631865.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"515",515,174,"gi|169144031|gb|EU482623.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"516",516,190,"gi|221070493|gb|FJ639834.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"517",517,173,"gi|221070497|gb|FJ639836.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"518",518,174,"gi|239840395|gb|GQ199869.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"519",519,196,"gi|228542781|gb|FJ906960.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"520",520,175,"gi|169144033|gb|EU482624.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"521",521,175,"gi|228541271|gb|FJ898434.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"522",522,178,"gi|224383673|gb|FJ744707.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"523",523,175,"gi|209976525|gb|FJ373301.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"524",524,174,"gi|170665959|gb|EU569695.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"525",525,175,"gi|169144035|gb|EU482625.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"526",526,175,"gi|180165115|gb|EU596495.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"527",527,174,"gi|209976577|gb|FJ390391.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"528",528,174,"gi|169144029|gb|EU482622.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"529",529,198,"gi|573974215|gb|KF955366.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"530",530,175,"gi|170665971|gb|EU569701.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"531",531,173,"gi|180165174|gb|EU596497.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"532",532,173,"gi|170665963|gb|EU569697.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"533",533,173,"gi|169144041|gb|EU482628.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"534",534,174,"gi|169144037|gb|EU482626.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
"535",535,172,"gi|217302392|gb|FJ478459.1|Dengue_virus_2|2007|2007|Nicaragua|NA"
