Site,Partition,&alpha; ,&beta;<sup>-</sup>,p<sup>-</sup>,&beta;<sup>+</sup>,p<sup>+</sup>,LRT,p-value,# branches under selection,Total branch length
346,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
347,1,11.78,0.00,0.02,0.00,0.98,0.00,0.67,0.00,0.11
348,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
349,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
350,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
351,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
352,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
353,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
354,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
355,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
356,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
357,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
358,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
359,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
360,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
361,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
362,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
363,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
364,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
365,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
366,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
367,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
368,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
369,1,36.79,0.00,0.01,0.00,0.99,0.00,0.67,0.00,0.35
370,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
371,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
372,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
373,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
374,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
375,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
376,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
377,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
378,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
379,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
380,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
381,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
382,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
383,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
384,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
385,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
386,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
387,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
388,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
389,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
390,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
391,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
392,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
393,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
394,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
395,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
396,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
397,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
398,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
399,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
400,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
401,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
402,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
403,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
404,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
405,1,10.53,0.00,0.05,0.00,0.95,0.00,0.67,0.00,0.10
406,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
407,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
408,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
409,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
410,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
411,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
412,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
413,1,69.58,0.00,0.02,0.00,0.98,0.00,0.67,0.00,0.66
414,1,11.78,0.00,0.02,0.00,0.98,0.00,0.67,0.00,0.11
415,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
416,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
417,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
418,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
419,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
420,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
421,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
422,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
423,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
424,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
425,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
426,1,27.04,0.00,0.02,0.00,0.98,0.00,0.67,0.00,0.26
427,1,0.00,0.00,0.64,33.31,0.36,0.72,0.37,1.00,0.37
428,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
429,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
430,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
431,1,144.30,0.00,0.01,0.00,0.99,0.00,0.67,0.00,1.38
432,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
433,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
434,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
435,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
436,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
437,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
438,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
439,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
440,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
441,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
442,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
443,1,0.00,0.00,0.74,84.49,0.26,0.27,0.50,1.00,0.70
444,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
445,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
446,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
447,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
448,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
449,1,11.97,0.00,0.02,0.00,0.98,0.00,0.67,0.00,0.11
450,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
451,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
452,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
453,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
454,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
455,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
456,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
457,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
458,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
459,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
460,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
461,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
462,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
463,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
464,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
465,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
466,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
467,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
468,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
469,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
470,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
471,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
472,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
473,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
474,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
475,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
476,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
477,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
478,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
479,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
480,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
481,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
482,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
483,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
484,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
485,1,12.00,0.00,0.01,0.00,0.99,0.00,0.67,0.00,0.11
486,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
487,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
488,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
489,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
490,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
491,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
492,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
493,1,13.86,0.00,0.01,0.00,0.99,0.00,0.67,0.00,0.13
494,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
495,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
496,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
497,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
498,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
499,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
500,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
501,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
502,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
503,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
504,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
505,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
506,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
507,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
508,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
509,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
510,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
511,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
512,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
513,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
514,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
515,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
516,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
517,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
518,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
519,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
520,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
521,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
522,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
523,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
524,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
525,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
526,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
527,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
528,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
529,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
530,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
531,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
532,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
533,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
534,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
535,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
536,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
537,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
538,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
539,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
540,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
541,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
542,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
543,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
544,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
545,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
546,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
547,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
548,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
549,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
550,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
551,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
552,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
553,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
554,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
555,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
556,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
557,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
558,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
559,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
560,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
561,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
562,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
563,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
564,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
565,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
566,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
567,1,0.00,0.00,0.88,103.57,0.12,0.36,0.47,1.00,0.39
568,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
569,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
570,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
571,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
572,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
573,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
574,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
575,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
576,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
577,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
578,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
579,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
580,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
581,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
582,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
583,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
584,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
585,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
586,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
587,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
588,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
589,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
590,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
591,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
592,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
593,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
594,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
595,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
596,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
597,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
598,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
599,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
600,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
601,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
602,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
603,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
604,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
605,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
606,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
607,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
608,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
609,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
610,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
611,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
612,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
613,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
614,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
615,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
616,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
617,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
618,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
619,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
620,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
621,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
622,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
623,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
624,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
625,1,0.00,0.00,0.00,8.19,1.00,0.12,0.56,1.00,0.26
626,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
627,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
628,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
629,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
630,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
631,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
632,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
633,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
634,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
635,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
636,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
637,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
638,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
639,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
