"","num","Differences","sequencename"
"1",1,365,"gi|482514307|gb|KC570453.1|EV_A71|03_Jun_2012|2012|China|AS"
"284",284,261,"gi|513136859|gb|KF177000.1|E_1|13_Jul_2010|2010|India|AS"
"285",285,259,"gi|513136868|gb|KF177009.1|E_1|23_Apr_2010|2010|India|AS"
"286",286,259,"gi|513136865|gb|KF177006.1|E_1|29_Jul_2010|2010|India|AS"
"287",287,259,"gi|513136862|gb|KF177003.1|E_1|03_Jun_2009|2009|India|AS"
"288",288,286,"gi|409684824|gb|JX513443.1|E_1|07_Aug_2010|2010|India|AS"
"289",289,278,"gi|513136869|gb|KF177010.1|E_1|29_May_2010|2010|India|AS"
"290",290,266,"gi|513136860|gb|KF177001.1|E_1|27_May_2010|2010|India|AS"
"291",291,259,"gi|513136861|gb|KF177002.1|E_1|31_May_2010|2010|India|AS"
"292",292,261,"gi|258523465|gb|FJ868337.1|E_1|05_Dec_2006|2006|Australia|OC"
"293",293,251,"gi|563748652|gb|KC816737.1|E_1|2012|2012|Netherlands|EU"
"294",294,267,"gi|409684833|gb|JX513446.1|E_1|08_Sep_2010|2010|India|AS"
"295",295,267,"gi|409684830|gb|JX513445.1|E_1|08_Sep_2010|2010|India|AS"
"296",296,255,"gi|409684819|gb|JX513441.1|E_1|01_Jun_2009|2009|India|AS"
"297",297,255,"gi|409684817|gb|JX513440.1|E_1|10_May_2009|2009|India|AS"
"298",298,257,"gi|409684836|gb|JX513447.1|E_1|14_Sep_2010|2010|India|AS"
"299",299,260,"gi|409684827|gb|JX513444.1|E_1|29_Aug_2010|2010|India|AS"
"300",300,272,"gi|254973304|gb|GQ329774.1|E_1|2006|2006|China|AS"
"301",301,255,"gi|254973300|gb|GQ329772.1|E_1|2000|2000|China|AS"
"302",302,263,"gi|254973302|gb|GQ329773.1|E_1|2004|2004|China|AS"
"303",303,268,"gi|440385929|gb|JX898916.1|Enterovirus_B85|30_Aug_2011|2011|China|AS"
"304",304,266,"gi|440385955|gb|JX898929.1|Enterovirus_B85|06_Sep_2011|2011|China|AS"
"305",305,267,"gi|440385911|gb|JX898906.1|Enterovirus_B85|06_Sep_2011|2011|China|AS"
"306",306,264,"gi|440385953|gb|JX898928.1|Enterovirus_B85|06_Sep_2011|2011|China|AS"
"307",307,271,"gi|440385937|gb|JX898920.1|Enterovirus_B85|30_Aug_2011|2011|China|AS"
"308",308,271,"gi|440385935|gb|JX898919.1|Enterovirus_B85|30_Aug_2011|2011|China|AS"
"309",309,271,"gi|440385931|gb|JX898917.1|Enterovirus_B85|30_Aug_2011|2011|China|AS"
"310",310,271,"gi|440385941|gb|JX898922.1|Enterovirus_B85|29_Aug_2011|2011|China|AS"
"311",311,271,"gi|440385939|gb|JX898921.1|Enterovirus_B85|29_Aug_2011|2011|China|AS"
"312",312,271,"gi|440385951|gb|JX898927.1|Enterovirus_B85|29_Aug_2011|2011|China|AS"
"313",313,272,"gi|440385909|gb|JX898905.1|Enterovirus_B85|29_Aug_2011|2011|China|AS"
"314",314,266,"gi|440385933|gb|JX898918.1|Enterovirus_B85|30_Aug_2011|2011|China|AS"
"315",315,269,"gi|440385947|gb|JX898925.1|Enterovirus_B85|30_Aug_2011|2011|China|AS"
"316",316,268,"gi|440385923|gb|JX898913.1|Enterovirus_B85|18_Aug_2011|2011|China|AS"
"317",317,269,"gi|440385921|gb|JX898912.1|Enterovirus_B85|06_Aug_2011|2011|China|AS"
"318",318,269,"gi|440385919|gb|JX898911.1|Enterovirus_B85|06_Aug_2011|2011|China|AS"
"319",319,269,"gi|440385917|gb|JX898910.1|Enterovirus_B85|06_Aug_2011|2011|China|AS"
"320",320,270,"gi|440385949|gb|JX898926.1|Enterovirus_B85|27_Aug_2011|2011|China|AS"
"321",321,266,"gi|440385967|gb|JX898935.1|Enterovirus_B85|18_Sep_2011|2011|China|AS"
"322",322,268,"gi|408842858|gb|JX898909.1|Enterovirus_B85|30_Aug_2011|2011|China|AS"
"323",323,271,"gi|440385965|gb|JX898934.1|Enterovirus_B85|16_Sep_2011|2011|China|AS"
"324",324,268,"gi|440385915|gb|JX898908.1|Enterovirus_B85|01_Sep_2011|2011|China|AS"
"325",325,268,"gi|440385957|gb|JX898930.1|Enterovirus_B85|06_Sep_2011|2011|China|AS"
"326",326,270,"gi|440385969|gb|JX898936.1|Enterovirus_B85|19_Sep_2011|2011|China|AS"
"327",327,268,"gi|440385971|gb|JX898937.1|Enterovirus_B85|20_Sep_2011|2011|China|AS"
"328",328,268,"gi|440385959|gb|JX898931.1|Enterovirus_B85|06_Sep_2011|2011|China|AS"
"329",329,268,"gi|440385961|gb|JX898932.1|Enterovirus_B85|07_Sep_2011|2011|China|AS"
"330",330,274,"gi|440385943|gb|JX898923.1|Enterovirus_B85|25_Aug_2011|2011|China|AS"
"331",331,270,"gi|440385945|gb|JX898924.1|Enterovirus_B85|30_Aug_2011|2011|China|AS"
"332",332,270,"gi|440385925|gb|JX898914.1|Enterovirus_B85|30_Aug_2011|2011|China|AS"
"333",333,269,"gi|440385913|gb|JX898907.1|Enterovirus_B85|06_Sep_2011|2011|China|AS"
"334",334,269,"gi|440385963|gb|JX898933.1|Enterovirus_B85|07_Sep_2011|2011|China|AS"
"335",335,268,"gi|440385927|gb|JX898915.1|Enterovirus_B85|30_Aug_2011|2011|China|AS"
"336",336,241,"gi|393886912|gb|JN177736.1|Echovirus_E30|1997|1997|Morocco|NA"
"337",337,247,"gi|393886906|gb|JN177733.1|Echovirus_E30|1996|1996|Tunisia|AF"
"338",338,247,"gi|393886902|gb|JN177731.1|Echovirus_E30|1996|1996|Tunisia|AF"
"339",339,231,"gi|168480762|gb|EU280311.1|Enterovirus_B|2005|2005|Ukraine|NA"
"340",340,232,"gi|168480756|gb|EU280308.1|Enterovirus_B|2005|2005|Ukraine|NA"
"341",341,235,"gi|168480752|gb|EU280306.1|Enterovirus_B|2005|2005|Uzbekistan|AS"
"342",342,236,"gi|148614167|gb|EF397645.1|Enterovirus_B|2006|2006|Uzbekistan|AS"
"343",343,237,"gi|168480764|gb|EU280312.1|Enterovirus_B|2004|2004|Russia|AS"
"344",344,234,"gi|168480724|gb|EU280292.1|Enterovirus_B|2003|2003|Georgia|EU"
"345",345,231,"gi|168480722|gb|EU280291.1|Enterovirus_B|2004|2004|Georgia|EU"
"346",346,242,"gi|409685114|gb|JX513544.1|Echovirus_E30|24_Dec_2009|2009|India|AS"
"347",347,242,"gi|409685111|gb|JX513543.1|Echovirus_E30|12_Dec_2009|2009|India|AS"
"348",348,236,"gi|409685142|gb|JX513553.1|Echovirus_E30|03_Aug_2008|2008|India|AS"
"349",349,250,"gi|513136955|gb|KF177096.1|Echovirus_E30|01_Apr_2009|2009|India|AS"
"350",350,228,"gi|401467808|gb|JX129882.1|Echovirus_E30|2006|2006|China|AS"
"351",351,238,"gi|401467810|gb|JX129883.1|Echovirus_E30|2006|2006|China|AS"
"352",352,213,"gi|168986700|gb|EU293770.1|Echovirus_E30|2004|2004|Malaysia|AS"
"353",353,213,"gi|168986694|gb|EU293767.1|Echovirus_E30|2004|2004|Malaysia|AS"
"354",354,213,"gi|168986692|gb|EU293766.1|Echovirus_E30|2004|2004|Malaysia|AS"
"355",355,216,"gi|168986702|gb|EU293771.1|Echovirus_E30|2004|2004|Malaysia|AS"
"356",356,202,"gi|14140016|emb|AJ295212.1|EV_B80|15_May_2008|2008|Pakistan|AS"
"357",357,196,"gi|156618543|gb|EF596825.1|Echovirus_E30|2001|2001|Taiwan|AS"
"358",358,197,"gi|156618541|gb|EF596824.1|Echovirus_E30|2001|2001|Taiwan|AS"
"359",359,191,"gi|168986698|gb|EU293769.1|Echovirus_E30|2004|2004|Malaysia|AS"
"360",360,191,"gi|168986696|gb|EU293768.1|Echovirus_E30|2004|2004|Malaysia|AS"
"361",361,190,"gi|168986704|gb|EU293772.1|Echovirus_E30|2001|2001|Malaysia|AS"
"362",362,185,"gi|168986712|gb|EU293776.1|Echovirus_E30|2001|2001|Malaysia|AS"
"363",363,193,"gi|168986710|gb|EU293775.1|Echovirus_E30|2001|2001|Malaysia|AS"
"364",364,194,"gi|168986706|gb|EU293773.1|Echovirus_E30|2001|2001|Malaysia|AS"
"365",365,193,"gi|168986716|gb|EU293778.1|Echovirus_E30|2001|2001|Malaysia|AS"
"366",366,192,"gi|168986714|gb|EU293777.1|Echovirus_E30|2001|2001|Malaysia|AS"
"367",367,195,"gi|168986708|gb|EU293774.1|Echovirus_E30|2001|2001|Malaysia|AS"
"368",368,192,"gi|168986734|gb|EU293787.1|Echovirus_E30|2001|2001|Malaysia|AS"
"369",369,193,"gi|168986722|gb|EU293781.1|Echovirus_E30|2001|2001|Malaysia|AS"
"370",370,193,"gi|168986720|gb|EU293780.1|Echovirus_E30|2001|2001|Malaysia|AS"
"371",371,192,"gi|168986718|gb|EU293779.1|Echovirus_E30|2001|2001|Malaysia|AS"
"372",372,194,"gi|168986730|gb|EU293785.1|Echovirus_E30|2001|2001|Malaysia|AS"
"373",373,193,"gi|168986728|gb|EU293784.1|Echovirus_E30|2001|2001|Malaysia|AS"
"374",374,191,"gi|168986732|gb|EU293786.1|Echovirus_E30|2001|2001|Malaysia|AS"
"375",375,191,"gi|168986726|gb|EU293783.1|Echovirus_E30|2001|2001|Malaysia|AS"
"376",376,191,"gi|168986724|gb|EU293782.1|Echovirus_E30|2001|2001|Malaysia|AS"
"377",377,192,"gi|168986736|gb|EU293788.1|Echovirus_E30|2001|2001|Malaysia|AS"
"378",378,526,"gi|353445097|gb|JN019042.1|Echovirus_E30|2011|2011|China|AS"
"379",379,524,"gi|353445095|gb|JN019041.1|Echovirus_E30|2011|2011|China|AS"
"380",380,182,"gi|401467710|gb|JX129833.1|Echovirus_E30|2011|2011|China|AS"
"381",381,181,"gi|401467678|gb|JX129817.1|Echovirus_E30|2011|2011|China|AS"
"382",382,179,"gi|401467682|gb|JX129819.1|Echovirus_E30|2011|2011|China|AS"
"383",383,182,"gi|401467680|gb|JX129818.1|Echovirus_E30|2011|2011|China|AS"
"384",384,179,"gi|444892684|gb|JX028221.1|Echovirus_E30|Jul_2011|2011|China|AS"
"385",385,178,"gi|444892678|gb|JX028218.1|Echovirus_E30|Jul_2011|2011|China|AS"
"386",386,178,"gi|401467670|gb|JX129813.1|Echovirus_E30|2011|2011|China|AS"
"387",387,178,"gi|401467692|gb|JX129824.1|Echovirus_E30|2011|2011|China|AS"
"388",388,178,"gi|401467700|gb|JX129828.1|Echovirus_E30|2011|2011|China|AS"
"389",389,182,"gi|401467690|gb|JX129823.1|Echovirus_E30|2011|2011|China|AS"
"390",390,179,"gi|401467688|gb|JX129822.1|Echovirus_E30|2011|2011|China|AS"
"391",391,178,"gi|401467686|gb|JX129821.1|Echovirus_E30|2011|2011|China|AS"
"392",392,176,"gi|401467684|gb|JX129820.1|Echovirus_E30|2011|2011|China|AS"
"393",393,179,"gi|401467704|gb|JX129830.1|Echovirus_E30|2011|2011|China|AS"
"394",394,180,"gi|401467702|gb|JX129829.1|Echovirus_E30|2011|2011|China|AS"
"395",395,179,"gi|401467696|gb|JX129826.1|Echovirus_E30|2011|2011|China|AS"
"396",396,176,"gi|401467708|gb|JX129832.1|Echovirus_E30|2011|2011|China|AS"
"397",397,179,"gi|401467698|gb|JX129827.1|Echovirus_E30|2011|2011|China|AS"
"398",398,179,"gi|401467706|gb|JX129831.1|Echovirus_E30|2011|2011|China|AS"
"399",399,178,"gi|401467694|gb|JX129825.1|Echovirus_E30|2011|2011|China|AS"
"400",400,178,"gi|401467672|gb|JX129814.1|Echovirus_E30|2011|2011|China|AS"
"401",401,180,"gi|401467668|gb|JX129812.1|Echovirus_E30|2011|2011|China|AS"
"402",402,180,"gi|401467666|gb|JX129811.1|Echovirus_E30|2011|2011|China|AS"
"403",403,178,"gi|401467664|gb|JX129810.1|Echovirus_E30|2011|2011|China|AS"
"404",404,179,"gi|401467676|gb|JX129816.1|Echovirus_E30|2011|2011|China|AS"
"405",405,179,"gi|401467674|gb|JX129815.1|Echovirus_E30|2011|2011|China|AS"
"406",406,177,"gi|383395405|gb|JF823646.1|Echovirus_E30|2010|2010|China|AS"
"407",407,177,"gi|383395385|gb|JF823636.1|Echovirus_E30|2010|2010|China|AS"
"408",408,178,"gi|444892666|gb|JX028212.1|Echovirus_E30|May_2009|2009|China|AS"
"409",409,177,"gi|334108870|gb|HQ625646.1|Echovirus_E30|09_Jul_2008|2008|China|AS"
"410",410,185,"gi|255688368|gb|GQ352373.1|Echovirus_E30|1997|1997|Belarus|EU"
"411",411,175,"gi|589061687|gb|KF246764.1|Echovirus_E30|2010|2010|China|AS"
"412",412,184,"gi|589061695|gb|KF246768.1|Echovirus_E30|2010|2010|China|AS"
"413",413,177,"gi|526303997|gb|KC867101.1|Echovirus_E30|May_2008|2008|China|AS"
"414",414,178,"gi|58532557|gb|AY879319.1|Echovirus_E30|2004|2004|China|AS"
"415",415,177,"gi|58532555|gb|AY879318.1|Echovirus_E30|2004|2004|China|AS"
"416",416,177,"gi|401467728|gb|JX129842.1|Echovirus_E30|2005|2005|China|AS"
"417",417,177,"gi|401467726|gb|JX129841.1|Echovirus_E30|2005|2005|China|AS"
"418",418,178,"gi|58532565|gb|AY879323.1|Echovirus_E30|2004|2004|China|AS"
"419",419,184,"gi|401467718|gb|JX129837.1|Echovirus_E30|2005|2005|China|AS"
"420",420,182,"gi|401467722|gb|JX129839.1|Echovirus_E30|2005|2005|China|AS"
"421",421,181,"gi|58532549|gb|AY879315.1|Echovirus_E30|2004|2004|China|AS"
"422",422,177,"gi|401467720|gb|JX129838.1|Echovirus_E30|2005|2005|China|AS"
"423",423,180,"gi|401467714|gb|JX129835.1|Echovirus_E30|2005|2005|China|AS"
"424",424,179,"gi|401467724|gb|JX129840.1|Echovirus_E30|2004|2004|China|AS"
"425",425,179,"gi|401467712|gb|JX129834.1|Echovirus_E30|2005|2005|China|AS"
"426",426,180,"gi|401467716|gb|JX129836.1|Echovirus_E30|2006|2006|China|AS"
"427",427,177,"gi|254973428|gb|GQ329836.1|Echovirus_E30|2005|2005|China|AS"
"428",428,180,"gi|58532569|gb|AY879325.1|Echovirus_E30|2004|2004|China|AS"
"429",429,180,"gi|58532567|gb|AY879324.1|Echovirus_E30|2004|2004|China|AS"
"430",430,182,"gi|168480760|gb|EU280310.1|Enterovirus_B|2004|2004|Russia|AS"
"431",431,179,"gi|71152781|gb|DQ118684.1|Echovirus_E30|2003|2003|China|AS"
"432",432,175,"gi|58532551|gb|AY879316.1|Echovirus_E30|2004|2004|China|AS"
"433",433,179,"gi|71152777|gb|DQ118682.1|Echovirus_E30|2003|2003|China|AS"
"434",434,181,"gi|71152805|gb|DQ118696.1|Echovirus_E30|2003|2003|China|AS"
"435",435,180,"gi|71152795|gb|DQ118691.1|Echovirus_E30|2003|2003|China|AS"
"436",436,178,"gi|71152779|gb|DQ118683.1|Echovirus_E30|2003|2003|China|AS"
"437",437,176,"gi|71152797|gb|DQ118692.1|Echovirus_E30|2003|2003|China|AS"
"438",438,177,"gi|71152783|gb|DQ118685.1|Echovirus_E30|2003|2003|China|AS"
"439",439,176,"gi|71152793|gb|DQ118690.1|Echovirus_E30|2003|2003|China|AS"
"440",440,175,"gi|71152801|gb|DQ118694.1|Echovirus_E30|2003|2003|China|AS"
"441",441,175,"gi|71152799|gb|DQ118693.1|Echovirus_E30|2003|2003|China|AS"
"442",442,175,"gi|71152789|gb|DQ118688.1|Echovirus_E30|2003|2003|China|AS"
"443",443,177,"gi|71152809|gb|DQ118698.1|Echovirus_E30|2003|2003|China|AS"
"444",444,177,"gi|71152807|gb|DQ118697.1|Echovirus_E30|2003|2003|China|AS"
"445",445,177,"gi|71152785|gb|DQ118686.1|Echovirus_E30|2003|2003|China|AS"
"446",446,177,"gi|71152787|gb|DQ118687.1|Echovirus_E30|2003|2003|China|AS"
"447",447,173,"gi|71152811|gb|DQ118699.1|Echovirus_E30|2003|2003|China|AS"
"448",448,173,"gi|71152791|gb|DQ118689.1|Echovirus_E30|2003|2003|China|AS"
"449",449,175,"gi|71152803|gb|DQ118695.1|Echovirus_E30|2003|2003|China|AS"
"450",450,181,"gi|444892658|gb|JX028208.1|Echovirus_E30|Jan_2008|2008|China|AS"
"451",451,181,"gi|401467732|gb|JX129844.1|Echovirus_E30|2009|2009|China|AS"
"452",452,181,"gi|401467730|gb|JX129843.1|Echovirus_E30|2009|2009|China|AS"
"453",453,194,"gi|383395403|gb|JF823645.1|Echovirus_E30|2010|2010|China|AS"
"454",454,189,"gi|444892680|gb|JX028219.1|Echovirus_E30|Jul_2011|2011|China|AS"
"455",455,193,"gi|334108878|gb|HQ625650.1|Echovirus_E30|26_Aug_2008|2008|China|AS"
"456",456,192,"gi|334108872|gb|HQ625647.1|Echovirus_E30|26_Jul_2008|2008|China|AS"
"457",457,194,"gi|334108876|gb|HQ625649.1|Echovirus_E30|01_Aug_2008|2008|China|AS"
"458",458,189,"gi|334108874|gb|HQ625648.1|Echovirus_E30|20_Jul_2008|2008|China|AS"
"459",459,190,"gi|334108864|gb|HQ625643.1|Echovirus_E30|29_Jul_2008|2008|China|AS"
"460",460,189,"gi|334108868|gb|HQ625645.1|Echovirus_E30|28_Jul_2008|2008|China|AS"
"461",461,188,"gi|334108866|gb|HQ625644.1|Echovirus_E30|30_Jul_2008|2008|China|AS"
"462",462,189,"gi|597439031|dbj|AB917087.1|Echovirus_E30|2013|2013|China|AS"
"463",463,189,"gi|597439029|dbj|AB917086.1|Echovirus_E30|2013|2013|China|AS"
"464",464,186,"gi|597439027|dbj|AB917085.1|Echovirus_E30|2013|2013|China|AS"
"465",465,194,"gi|383395391|gb|JF823639.1|Echovirus_E30|2010|2010|China|AS"
"466",466,181,"gi|401467766|gb|JX129861.1|Echovirus_E30|2011|2011|China|AS"
"467",467,185,"gi|526303999|gb|KC867102.1|Echovirus_E30|Aug_2012|2012|China|AS"
"468",468,184,"gi|444892682|gb|JX028220.1|Echovirus_E30|Jul_2011|2011|China|AS"
"469",469,183,"gi|401467770|gb|JX129863.1|Echovirus_E30|2011|2011|China|AS"
"470",470,183,"gi|401467768|gb|JX129862.1|Echovirus_E30|2011|2011|China|AS"
"471",471,182,"gi|401467786|gb|JX129871.1|Echovirus_E30|2011|2011|China|AS"
"472",472,185,"gi|401467772|gb|JX129864.1|Echovirus_E30|2011|2011|China|AS"
"473",473,182,"gi|401467784|gb|JX129870.1|Echovirus_E30|2011|2011|China|AS"
"474",474,181,"gi|401467782|gb|JX129869.1|Echovirus_E30|2011|2011|China|AS"
"475",475,179,"gi|401467780|gb|JX129868.1|Echovirus_E30|2011|2011|China|AS"
"476",476,179,"gi|401467774|gb|JX129865.1|Echovirus_E30|2011|2011|China|AS"
"477",477,178,"gi|401467778|gb|JX129867.1|Echovirus_E30|2011|2011|China|AS"
"478",478,178,"gi|401467776|gb|JX129866.1|Echovirus_E30|2011|2011|China|AS"
"479",479,179,"gi|383395389|gb|JF823638.1|Echovirus_E30|2010|2010|China|AS"
"480",480,181,"gi|383395387|gb|JF823637.1|Echovirus_E30|2010|2010|China|AS"
"481",481,182,"gi|383395397|gb|JF823642.1|Echovirus_E30|2010|2010|China|AS"
"482",482,184,"gi|589061701|gb|KF246771.1|Echovirus_E30|2010|2010|China|AS"
"483",483,183,"gi|401467764|gb|JX129860.1|Echovirus_E30|2011|2011|China|AS"
"484",484,183,"gi|401467762|gb|JX129859.1|Echovirus_E30|2011|2011|China|AS"
"485",485,183,"gi|401467760|gb|JX129858.1|Echovirus_E30|2011|2011|China|AS"
"486",486,183,"gi|401467758|gb|JX129857.1|Echovirus_E30|2011|2011|China|AS"
"487",487,183,"gi|401467756|gb|JX129856.1|Echovirus_E30|2011|2011|China|AS"
"488",488,183,"gi|401467754|gb|JX129855.1|Echovirus_E30|2011|2011|China|AS"
"489",489,184,"gi|383395395|gb|JF823641.1|Echovirus_E30|2010|2010|China|AS"
"490",490,183,"gi|401467788|gb|JX129872.1|Echovirus_E30|2011|2011|China|AS"
"491",491,187,"gi|589061705|gb|KF246773.1|Echovirus_E30|2010|2010|China|AS"
"492",492,190,"gi|383395399|gb|JF823643.1|Echovirus_E30|2010|2010|China|AS"
"493",493,187,"gi|589061697|gb|KF246769.1|Echovirus_E30|2010|2010|China|AS"
"494",494,183,"gi|589061707|gb|KF246774.1|Echovirus_E30|2010|2010|China|AS"
"495",495,184,"gi|589061699|gb|KF246770.1|Echovirus_E30|2010|2010|China|AS"
"496",496,181,"gi|401467750|gb|JX129853.1|Echovirus_E30|2011|2011|China|AS"
"497",497,182,"gi|401467748|gb|JX129852.1|Echovirus_E30|2011|2011|China|AS"
"498",498,182,"gi|401467746|gb|JX129851.1|Echovirus_E30|2011|2011|China|AS"
"499",499,183,"gi|401467744|gb|JX129850.1|Echovirus_E30|2011|2011|China|AS"
"500",500,180,"gi|383395401|gb|JF823644.1|Echovirus_E30|2010|2010|China|AS"
"501",501,180,"gi|383395393|gb|JF823640.1|Echovirus_E30|2010|2010|China|AS"
"502",502,182,"gi|589061703|gb|KF246772.1|Echovirus_E30|2010|2010|China|AS"
"503",503,180,"gi|444892686|gb|JX028222.1|Echovirus_E30|Aug_2011|2011|China|AS"
"504",504,177,"gi|444892676|gb|JX028217.1|Echovirus_E30|Jul_2011|2011|China|AS"
"505",505,180,"gi|444892688|gb|JX028223.1|Echovirus_E30|Aug_2011|2011|China|AS"
"506",506,181,"gi|401467752|gb|JX129854.1|Echovirus_E30|2011|2011|China|AS"
"507",507,195,"gi|401467742|gb|JX129849.1|Echovirus_E30|2008|2008|China|AS"
"508",508,188,"gi|401467734|gb|JX129845.1|Echovirus_E30|2009|2009|China|AS"
"509",509,189,"gi|401467738|gb|JX129847.1|Echovirus_E30|2009|2009|China|AS"
"510",510,188,"gi|401467736|gb|JX129846.1|Echovirus_E30|2009|2009|China|AS"
"511",511,193,"gi|589061693|gb|KF246767.1|Echovirus_E30|2010|2010|China|AS"
"512",512,193,"gi|589061691|gb|KF246766.1|Echovirus_E30|2010|2010|China|AS"
"513",513,186,"gi|444892674|gb|JX028216.1|Echovirus_E30|Jun_2010|2010|China|AS"
"514",514,183,"gi|444892670|gb|JX028214.1|Echovirus_E30|May_2010|2010|China|AS"
"515",515,183,"gi|444892668|gb|JX028213.1|Echovirus_E30|May_2010|2010|China|AS"
"516",516,185,"gi|444892672|gb|JX028215.1|Echovirus_E30|Jun_2010|2010|China|AS"
"517",517,187,"gi|401467740|gb|JX129848.1|Echovirus_E30|2008|2008|China|AS"
"518",518,189,"gi|237637512|gb|FJ919565.1|Echovirus_E30|Jul_2008|2008|China|AS"
"519",519,186,"gi|444892660|gb|JX028209.1|Echovirus_E30|Oct_2008|2008|China|AS"
"520",520,183,"gi|444892664|gb|JX028211.1|Echovirus_E30|Jan_2009|2009|China|AS"
"521",521,179,"gi|444892662|gb|JX028210.1|Echovirus_E30|Oct_2008|2008|China|AS"
"522",522,170,"gi|343788585|gb|HQ152915.1|Echovirus_E30|2007|2007|Brazil|SA"
"523",523,172,"gi|343788583|gb|HQ152914.1|Echovirus_E30|2006|2006|Brazil|SA"
"524",524,173,"gi|110350300|emb|AM236966.1|Human_coxsackievirus_A9|Mar_2005|2005|France|EU"
"525",525,181,"gi|159025620|emb|AM711074.1|Echovirus_E13|2006|2006|France|EU"
"526",526,197,"gi|110350342|emb|AM236987.1|Echovirus_E13|Jul_2005|2005|France|EU"
"527",527,189,"gi|169807777|emb|AM946162.1|Echovirus_E30|17_Sep_2007|2007|France|EU"
"528",528,179,"gi|159025524|emb|AM711025.1|Human_coxsackievirus_B3|2005|2005|France|EU"
"529",529,176,"gi|159025470|emb|AM710997.1|Human_coxsackievirus_B3|2005|2005|France|EU"
"530",530,176,"gi|159025498|emb|AM711011.1|Echovirus_E30|2005|2005|France|EU"
"531",531,175,"gi|110350260|emb|AM236946.1|Echovirus_E30|Aug_2005|2005|France|EU"
"532",532,177,"gi|110350316|emb|AM236974.1|Echovirus_E13|May_2005|2005|France|EU"
"533",533,172,"gi|393886896|gb|JN177728.1|Echovirus_E30|2003|2003|Tunisia|AF"
"534",534,174,"gi|110350346|emb|AM236989.1|Echovirus_E30|Aug_2005|2005|France|EU"
"535",535,176,"gi|110350340|emb|AM236986.1|Echovirus_E30|Jul_2005|2005|France|EU"
"536",536,171,"gi|110350226|emb|AM236929.1|Echovirus_E30|Jun_2005|2005|France|EU"
"537",537,172,"gi|110350326|emb|AM236979.1|Echovirus_E30|Jun_2005|2005|France|EU"
"538",538,174,"gi|110350304|emb|AM236968.1|Echovirus_E6|Apr_2005|2005|France|EU"
"539",539,172,"gi|159025466|emb|AM710995.1|Human_coxsackievirus_B5|2005|2005|France|EU"
"540",540,172,"gi|110350216|emb|AM236924.1|Echovirus_E30|Jun_2005|2005|France|EU"
"541",541,170,"gi|159025502|emb|AM711013.1|Echovirus_E33|2005|2005|France|EU"
"542",542,170,"gi|110350264|emb|AM236948.1|Echovirus_E30|Aug_2005|2005|France|EU"
"543",543,171,"gi|110350320|emb|AM236976.1|Echovirus_E13|Jun_2005|2005|France|EU"
"544",544,172,"gi|110350334|emb|AM236983.1|Echovirus_E18|Jun_2005|2005|France|EU"
"545",545,174,"gi|110350212|emb|AM236922.1|Echovirus_E30|Jun_2005|2005|France|EU"
"546",546,173,"gi|110350554|emb|AM237327.1|Echovirus_E30|2005|2005|France|EU"
"547",547,173,"gi|110350210|emb|AM236921.1|Echovirus_E30|May_2005|2005|France|EU"
"548",548,171,"gi|110350330|emb|AM236981.1|Echovirus_E13|Jun_2005|2005|France|EU"
"549",549,172,"gi|110350328|emb|AM236980.1|Echovirus_E30|Jun_2005|2005|France|EU"
"550",550,171,"gi|110350310|emb|AM236971.1|Echovirus_E18|May_2005|2005|France|EU"
"551",551,178,"gi|159025532|emb|AM711029.1|Echovirus_E30|2005|2005|France|EU"
"552",552,173,"gi|152148427|gb|EU004585.1|Echovirus_E30|Jan_2005|2005|Jamaica|NA"
"553",553,181,"gi|110350246|emb|AM236939.1|Echovirus_E30|Jul_2005|2005|France|EU"
"554",554,178,"gi|159025540|emb|AM711033.1|Echovirus_E30|2005|2005|France|EU"
"555",555,178,"gi|159025536|emb|AM711031.1|Echovirus_E30|2005|2005|France|EU"
"556",556,176,"gi|159025514|emb|AM711019.1|Echovirus_E30|2005|2005|France|EU"
"557",557,176,"gi|110350284|emb|AM236958.1|Echovirus_E30|Oct_2005|2005|France|EU"
"558",558,176,"gi|159025492|emb|AM711008.1|Human_coxsackievirus_B5|2005|2005|France|EU"
"559",559,177,"gi|159025528|emb|AM711027.1|Echovirus_E30|2005|2005|France|EU"
"560",560,177,"gi|159025546|emb|AM711036.1|Echovirus_E27|2006|2006|France|EU"
"561",561,177,"gi|110350296|emb|AM236964.1|Echovirus_E6|Dec_2005|2005|France|EU"
"562",562,177,"gi|110350286|emb|AM236959.1|Echovirus_E30|Oct_2005|2005|France|EU"
"563",563,177,"gi|159025520|emb|AM711023.1|Echovirus_E18|2005|2005|France|EU"
"564",564,177,"gi|159025518|emb|AM711022.1|Echovirus_E30|2005|2005|France|EU"
"565",565,177,"gi|110350278|emb|AM236955.1|Echovirus_E18|Oct_2005|2005|France|EU"
"566",566,177,"gi|110350276|emb|AM236954.1|Echovirus_E30|Sep_2005|2005|France|EU"
"567",567,176,"gi|159025534|emb|AM711030.1|Echovirus_E30|2005|2005|France|EU"
"568",568,177,"gi|110350288|emb|AM236960.1|Echovirus_E2|Nov_2005|2005|France|EU"
"569",569,176,"gi|159025512|emb|AM711018.1|Echovirus_E30|2005|2005|France|EU"
"570",570,177,"gi|159025510|emb|AM711017.1|Echovirus_E30|2005|2005|France|EU"
