"","num","Differences","sequencename"
"1",1,2871,"gi|9626685|ref|NC_001477.1|Dengue_virus_1|NA|NA|NA|NA"
"270",270,241,"gi|332717377|gb|JF920403.1|Dengue_virus_3|2009|2009|Nicaragua|NA"
"271",271,120,"gi|332717385|gb|JF920407.1|Dengue_virus_3|2009|2009|Nicaragua|NA"
"272",272,119,"gi|332717375|gb|JF920402.1|Dengue_virus_3|2009|2009|Nicaragua|NA"
"273",273,93,"gi|197310665|gb|EU854292.1|Dengue_virus_3|2005|2005|Venezuela|SA"
"274",274,93,"gi|228542630|gb|FJ898474.1|Dengue_virus_3|2007|2007|Venezuela|SA"
"275",275,114,"gi|582052312|gb|KJ189292.1|Dengue_virus_3|2009|2009|Peru|SA"
"276",276,90,"gi|197310731|gb|FJ024471.1|Dengue_virus_3|2004|2004|USA|NA"
"277",277,81,"gi|225690911|gb|FJ850056.1|Dengue_virus_3|2004|2004|USA|NA"
"278",278,81,"gi|169635130|gb|EU529704.1|Dengue_virus_3|2004|2004|USA|NA"
"279",279,81,"gi|169635128|gb|EU529703.1|Dengue_virus_3|1998|1998|USA|NA"
"280",280,106,"gi|197310729|gb|FJ024470.1|Dengue_virus_3|2004|2004|USA|NA"
"281",281,80,"gi|582052260|gb|KJ189266.1|Dengue_virus_3|2004|2004|Peru|SA"
"282",282,73,"gi|582052252|gb|KJ189262.1|Dengue_virus_3|2004|2004|Peru|SA"
"283",283,44,"gi|228541987|gb|FJ898457.1|Dengue_virus_3|2000|2000|Ecuador|SA"
"284",284,73,"gi|582052258|gb|KJ189265.1|Dengue_virus_3|2004|2004|Peru|SA"
"285",285,68,"gi|582052242|gb|KJ189257.1|Dengue_virus_3|2004|2004|Peru|SA"
"286",286,74,"gi|582052256|gb|KJ189264.1|Dengue_virus_3|2004|2004|Peru|SA"
"287",287,74,"gi|582052254|gb|KJ189263.1|Dengue_virus_3|2004|2004|Peru|SA"
"288",288,58,"gi|228542015|gb|FJ898458.1|Dengue_virus_3|2002|2002|Peru|SA"
"289",289,57,"gi|582052246|gb|KJ189259.1|Dengue_virus_3|2002|2002|Peru|SA"
"290",290,55,"gi|582052244|gb|KJ189258.1|Dengue_virus_3|2002|2002|Peru|SA"
"291",291,53,"gi|612506689|gb|KJ643590.1|Dengue_virus_3|2007|2007|Peru|SA"
"292",292,53,"gi|582052240|gb|KJ189256.1|Dengue_virus_3|2002|2002|Peru|SA"
"293",293,54,"gi|582052248|gb|KJ189260.1|Dengue_virus_3|2002|2002|Peru|SA"
"294",294,96,"gi|582052274|gb|KJ189273.1|Dengue_virus_3|2007|2007|Peru|SA"
"295",295,95,"gi|582052290|gb|KJ189281.1|Dengue_virus_3|2007|2007|Peru|SA"
"296",296,95,"gi|582052300|gb|KJ189286.1|Dengue_virus_3|2008|2008|Peru|SA"
"297",297,90,"gi|582052268|gb|KJ189270.1|Dengue_virus_3|2007|2007|Peru|SA"
"298",298,88,"gi|582052296|gb|KJ189284.1|Dengue_virus_3|2008|2008|Peru|SA"
"299",299,90,"gi|582052298|gb|KJ189285.1|Dengue_virus_3|2008|2008|Peru|SA"
"300",300,92,"gi|582052288|gb|KJ189280.1|Dengue_virus_3|2007|2007|Peru|SA"
"301",301,88,"gi|582052270|gb|KJ189271.1|Dengue_virus_3|2007|2007|Peru|SA"
"302",302,87,"gi|582052286|gb|KJ189279.1|Dengue_virus_3|2007|2007|Peru|SA"
"303",303,84,"gi|582052266|gb|KJ189269.1|Dengue_virus_3|2007|2007|Peru|SA"
"304",304,82,"gi|582052262|gb|KJ189267.1|Dengue_virus_3|2007|2007|Peru|SA"
"305",305,83,"gi|582052318|gb|KJ189295.1|Dengue_virus_3|2006|2006|Peru|SA"
"306",306,78,"gi|582052328|gb|KJ189299.1|Dengue_virus_3|2005|2005|Peru|SA"
"307",307,78,"gi|582052314|gb|KJ189293.1|Dengue_virus_3|2005|2005|Peru|SA"
"308",308,112,"gi|582052302|gb|KJ189287.1|Dengue_virus_3|2008|2008|Peru|SA"
"309",309,106,"gi|582052292|gb|KJ189282.1|Dengue_virus_3|2007|2007|Peru|SA"
"310",310,102,"gi|582052282|gb|KJ189277.1|Dengue_virus_3|2007|2007|Peru|SA"
"311",311,104,"gi|582052280|gb|KJ189276.1|Dengue_virus_3|2007|2007|Peru|SA"
"312",312,107,"gi|582052294|gb|KJ189283.1|Dengue_virus_3|2007|2007|Peru|SA"
"313",313,107,"gi|582052326|gb|KJ189298.1|Dengue_virus_3|2008|2008|Peru|SA"
"314",314,120,"gi|582052310|gb|KJ189291.1|Dengue_virus_3|2008|2008|Peru|SA"
"315",315,118,"gi|582052308|gb|KJ189290.1|Dengue_virus_3|2008|2008|Peru|SA"
"316",316,98,"gi|582052272|gb|KJ189272.1|Dengue_virus_3|2007|2007|Peru|SA"
"317",317,108,"gi|582052306|gb|KJ189289.1|Dengue_virus_3|2008|2008|Peru|SA"
"318",318,100,"gi|582052278|gb|KJ189275.1|Dengue_virus_3|2007|2007|Peru|SA"
"319",319,105,"gi|582052276|gb|KJ189274.1|Dengue_virus_3|2007|2007|Peru|SA"
"320",320,94,"gi|582052284|gb|KJ189278.1|Dengue_virus_3|2007|2007|Peru|SA"
"321",321,102,"gi|582052332|gb|KJ189301.1|Dengue_virus_3|2008|2008|Peru|SA"
"322",322,96,"gi|582052304|gb|KJ189288.1|Dengue_virus_3|2008|2008|Peru|SA"
"323",323,99,"gi|582052330|gb|KJ189300.1|Dengue_virus_3|2008|2008|Peru|SA"
"324",324,107,"gi|582052250|gb|KJ189261.1|Dengue_virus_3|2008|2008|Peru|SA"
"325",325,93,"gi|582052264|gb|KJ189268.1|Dengue_virus_3|2007|2007|Peru|SA"
"326",326,88,"gi|582052316|gb|KJ189294.1|Dengue_virus_3|2006|2006|Peru|SA"
"327",327,86,"gi|582052323|gb|KJ189297.1|Dengue_virus_3|2006|2006|Peru|SA"
"328",328,86,"gi|582052321|gb|KJ189296.1|Dengue_virus_3|2006|2006|Peru|SA"
"329",329,72,"gi|228538394|gb|FJ882576.1|Dengue_virus_3|1994|1994|Nicaragua|NA"
"330",330,121,"gi|221070438|gb|FJ639810.1|Dengue_virus_3|2005|2005|Venezuela|SA"
"331",331,137,"gi|225691051|gb|FJ850110.1|Dengue_virus_3|2007|2007|Venezuela|SA"
"332",332,143,"gi|169635088|gb|EU529683.1|Dengue_virus_3|2007|2007|Venezuela|SA"
"333",333,160,"gi|221070476|gb|FJ639827.1|Dengue_virus_3|2008|2008|Venezuela|SA"
"334",334,141,"gi|221070474|gb|FJ639826.1|Dengue_virus_3|2008|2008|Venezuela|SA"
"335",335,134,"gi|221070237|gb|FJ547085.1|Dengue_virus_3|2006|2006|USA|NA"
"336",336,130,"gi|259496204|gb|GQ868587.1|Dengue_virus_3|2007|2007|Venezuela|SA"
"337",337,144,"gi|259496176|gb|EU932688.1|Dengue_virus_3|2007|2007|Venezuela|SA"
"338",338,138,"gi|259496174|gb|EU932687.1|Dengue_virus_3|2007|2007|Venezuela|SA"
"339",339,127,"gi|225691053|gb|FJ850111.1|Dengue_virus_3|2007|2007|Venezuela|SA"
"340",340,146,"gi|225691049|gb|FJ850109.1|Dengue_virus_3|2007|2007|Venezuela|SA"
"341",341,75,"gi|239840443|gb|GQ199886.1|Dengue_virus_3|1998|1998|Nicaragua|NA"
"342",342,136,"gi|259500458|gb|GQ868578.1|Dengue_virus_3|2007|2007|Colombia|SA"
"343",343,127,"gi|259500456|gb|GQ868577.1|Dengue_virus_3|2005|2005|Colombia|SA"
"344",344,95,"gi|197310677|gb|EU854298.1|Dengue_virus_3|2002|2002|USA|NA"
"345",345,95,"gi|187610158|gb|EU687197.1|Dengue_virus_3|2003|2003|USA|NA"
"346",346,97,"gi|197310719|gb|FJ024465.1|Dengue_virus_3|2004|2004|USA|NA"
"347",347,99,"gi|204305598|gb|FJ182011.1|Dengue_virus_3|2005|2005|USA|NA"
"348",348,99,"gi|197310721|gb|FJ024466.1|Dengue_virus_3|2004|2004|USA|NA"
"349",349,111,"gi|204305590|gb|FJ182007.1|Dengue_virus_3|2005|2005|USA|NA"
"350",350,96,"gi|209976527|gb|FJ373302.1|Dengue_virus_3|2004|2004|USA|NA"
"351",351,134,"gi|180165078|gb|EU596494.1|Dengue_virus_3|2007|2007|USA|NA"
"352",352,129,"gi|180165014|gb|EU596492.1|Dengue_virus_3|2007|2007|USA|NA"
"353",353,126,"gi|169635116|gb|EU529697.1|Dengue_virus_3|2000|2000|USA|NA"
"354",354,132,"gi|573974391|gb|KF955456.1|Dengue_virus_3|2006|2006|Puerto_Rico|NA"
"355",355,126,"gi|180165049|gb|EU596493.1|Dengue_virus_3|2007|2007|USA|NA"
"356",356,95,"gi|209976537|gb|FJ390371.1|Dengue_virus_3|2003|2003|USA|NA"
"357",357,120,"gi|169143911|gb|EU482563.1|Dengue_virus_3|1998|1998|USA|NA"
"358",358,103,"gi|204305584|gb|FJ182004.1|Dengue_virus_3|2004|2004|USA|NA"
"359",359,103,"gi|169635118|gb|EU529698.1|Dengue_virus_3|2006|2006|USA|NA"
"360",360,103,"gi|225690909|gb|FJ850055.1|Dengue_virus_3|2004|2004|USA|NA"
"361",361,114,"gi|204305594|gb|FJ182009.1|Dengue_virus_3|2005|2005|USA|NA"
"362",362,113,"gi|204305612|gb|FJ182037.1|Dengue_virus_3|2005|2005|USA|NA"
"363",363,107,"gi|204305618|gb|FJ182040.1|Dengue_virus_3|2005|2005|USA|NA"
"364",364,111,"gi|204305596|gb|FJ182010.1|Dengue_virus_3|2005|2005|USA|NA"
"365",365,93,"gi|204305620|gb|FJ182041.1|Dengue_virus_3|2005|2005|USA|NA"
"366",366,90,"gi|187610160|gb|EU687198.1|Dengue_virus_3|2003|2003|USA|NA"
"367",367,104,"gi|204305616|gb|FJ182039.1|Dengue_virus_3|2005|2005|USA|NA"
"368",368,92,"gi|187610218|gb|EU687239.1|Dengue_virus_3|2003|2003|USA|NA"
"369",369,86,"gi|217302386|gb|FJ478456.1|Dengue_virus_3|2002|2002|USA|NA"
"370",370,90,"gi|204305631|gb|FJ205870.1|Dengue_virus_3|2003|2003|USA|NA"
"371",371,82,"gi|221070231|gb|FJ547082.1|Dengue_virus_3|2001|2001|USA|NA"
"372",372,78,"gi|187610206|gb|EU687233.1|Dengue_virus_3|2002|2002|USA|NA"
"373",373,92,"gi|187610208|gb|EU687234.1|Dengue_virus_3|2002|2002|USA|NA"
"374",374,97,"gi|204305586|gb|FJ182005.1|Dengue_virus_3|2004|2004|USA|NA"
"375",375,103,"gi|169635132|gb|EU529705.1|Dengue_virus_3|2004|2004|USA|NA"
"376",376,98,"gi|169635126|gb|EU529702.1|Dengue_virus_3|2003|2003|USA|NA"
"377",377,91,"gi|209976535|gb|FJ373306.1|Dengue_virus_3|2002|2002|USA|NA"
"378",378,90,"gi|169143975|gb|EU482595.1|Dengue_virus_3|2003|2003|USA|NA"
"379",379,83,"gi|187610156|gb|EU687196.1|Dengue_virus_3|2002|2002|USA|NA"
"380",380,77,"gi|221070209|gb|FJ547071.1|Dengue_virus_3|2000|2000|USA|NA"
"381",381,68,"gi|221070229|gb|FJ547081.1|Dengue_virus_3|2001|2001|USA|NA"
"382",382,74,"gi|221070225|gb|FJ547079.1|Dengue_virus_3|2001|2001|USA|NA"
"383",383,90,"gi|209976607|gb|FJ410178.1|Dengue_virus_3|2002|2002|USA|NA"
"384",384,102,"gi|209976541|gb|FJ390373.1|Dengue_virus_3|2002|2002|USA|NA"
"385",385,66,"gi|221070219|gb|FJ547076.1|Dengue_virus_3|2000|2000|USA|NA"
"386",386,71,"gi|187610192|gb|EU687226.1|Dengue_virus_3|1999|1999|USA|NA"
"387",387,87,"gi|190161820|gb|EU726769.1|Dengue_virus_3|2003|2003|USA|NA"
"388",388,87,"gi|221070235|gb|FJ547084.1|Dengue_virus_3|2002|2002|USA|NA"
"389",389,80,"gi|221070213|gb|FJ547073.1|Dengue_virus_3|2000|2000|USA|NA"
"390",390,110,"gi|573974415|gb|KF955468.1|Dengue_virus_3|2001|2001|Puerto_Rico|NA"
"391",391,74,"gi|221070217|gb|FJ547075.1|Dengue_virus_3|2000|2000|USA|NA"
"392",392,124,"gi|573974411|gb|KF955466.1|Dengue_virus_3|2000|2000|Puerto_Rico|NA"
"393",393,72,"gi|221070215|gb|FJ547074.1|Dengue_virus_3|2000|2000|USA|NA"
"394",394,60,"gi|190161828|gb|EU726773.1|Dengue_virus_3|1999|1999|USA|NA"
"395",395,69,"gi|221070227|gb|FJ547080.1|Dengue_virus_3|2001|2001|USA|NA"
"396",396,101,"gi|573974409|gb|KF955465.1|Dengue_virus_3|2000|2000|Puerto_Rico|NA"
"397",397,65,"gi|221070263|gb|FJ562107.1|Dengue_virus_3|2000|2000|USA|NA"
"398",398,67,"gi|221070211|gb|FJ547072.1|Dengue_virus_3|2000|2000|USA|NA"
"399",399,68,"gi|190161818|gb|EU726768.1|Dengue_virus_3|2000|2000|USA|NA"
"400",400,70,"gi|221070223|gb|FJ547078.1|Dengue_virus_3|2000|2000|USA|NA"
"401",401,63,"gi|221070221|gb|FJ547077.1|Dengue_virus_3|2000|2000|USA|NA"
"402",402,59,"gi|169635120|gb|EU529699.1|Dengue_virus_3|2006|2006|USA|NA"
"403",403,54,"gi|187610178|gb|EU687219.1|Dengue_virus_3|1999|1999|USA|NA"
"404",404,58,"gi|190161850|gb|EU781136.1|Dengue_virus_3|1999|1999|USA|NA"
"405",405,57,"gi|190161826|gb|EU726772.1|Dengue_virus_3|1998|1998|USA|NA"
"406",406,59,"gi|209976549|gb|FJ390377.1|Dengue_virus_3|1999|1999|USA|NA"
"407",407,51,"gi|209976547|gb|FJ390376.1|Dengue_virus_3|1999|1999|USA|NA"
"408",408,58,"gi|190161852|gb|EU781137.1|Dengue_virus_3|1999|1999|USA|NA"
"409",409,55,"gi|204305602|gb|FJ182013.1|Dengue_virus_3|1998|1998|USA|NA"
"410",410,58,"gi|221070205|gb|FJ547069.1|Dengue_virus_3|1999|1999|USA|NA"
"411",411,40,"gi|169143977|gb|EU482596.1|Dengue_virus_3|1998|1998|USA|NA"
"412",412,54,"gi|169143917|gb|EU482566.1|Dengue_virus_3|1998|1998|USA|NA"
"413",413,53,"gi|221070207|gb|FJ547070.1|Dengue_virus_3|1998|1998|USA|NA"
"414",414,52,"gi|187610176|gb|EU687218.1|Dengue_virus_3|1998|1998|USA|NA"
"415",415,54,"gi|169143901|gb|EU482558.1|Dengue_virus_3|1998|1998|USA|NA"
"416",416,53,"gi|190161824|gb|EU726771.1|Dengue_virus_3|1998|1998|USA|NA"
"417",417,52,"gi|169143903|gb|EU482559.1|Dengue_virus_3|1998|1998|USA|NA"
"418",418,60,"gi|204305633|gb|FJ205871.1|Dengue_virus_3|1999|1999|USA|NA"
"419",419,60,"gi|209976545|gb|FJ390375.1|Dengue_virus_3|1999|1999|USA|NA"
"420",420,62,"gi|190161830|gb|EU726774.1|Dengue_virus_3|1999|1999|USA|NA"
"421",421,73,"gi|209976605|gb|FJ410177.1|Dengue_virus_3|2000|2000|USA|NA"
"422",422,66,"gi|187610182|gb|EU687221.1|Dengue_virus_3|2000|2000|USA|NA"
"423",423,74,"gi|209976603|gb|FJ410176.1|Dengue_virus_3|2000|2000|USA|NA"
"424",424,249,"gi|281324820|gb|GU131954.1|Dengue_virus_3|2006|2006|Colombia|SA"
"425",425,104,"gi|259500454|gb|GQ868576.1|Dengue_virus_3|2005|2005|Colombia|SA"
"426",426,104,"gi|228541596|gb|FJ898444.1|Dengue_virus_3|2005|2005|Colombia|SA"
"427",427,121,"gi|221070451|gb|FJ639816.1|Dengue_virus_3|2005|2005|Venezuela|SA"
"428",428,102,"gi|221070403|gb|FJ639793.1|Dengue_virus_3|2004|2004|Venezuela|SA"
"429",429,543,"gi|573974441|gb|KF955481.1|Dengue_virus_3|2007|2007|Venezuela|SA"
"430",430,108,"gi|259496202|gb|GQ868586.1|Dengue_virus_3|2007|2007|Venezuela|SA"
"431",431,107,"gi|221070471|gb|FJ639825.1|Dengue_virus_3|2006|2006|Venezuela|SA"
"432",432,100,"gi|327344005|gb|HQ332171.1|Dengue_virus_3|2006|2006|Venezuela|SA"
"433",433,100,"gi|327344003|gb|HQ332170.1|Dengue_virus_3|2006|2006|Venezuela|SA"
"434",434,117,"gi|281324814|gb|GU131951.1|Dengue_virus_3|2003|2003|Colombia|SA"
"435",435,106,"gi|221070417|gb|FJ639800.1|Dengue_virus_3|2004|2004|Venezuela|SA"
"436",436,105,"gi|221070399|gb|FJ639791.1|Dengue_virus_3|2004|2004|Venezuela|SA"
"437",437,239,"gi|573974421|gb|KF955471.1|Dengue_virus_3|2004|2004|Venezuela|SA"
"438",438,112,"gi|221070423|gb|FJ639803.1|Dengue_virus_3|2005|2005|Venezuela|SA"
"439",439,111,"gi|221070413|gb|FJ639798.1|Dengue_virus_3|2004|2004|Venezuela|SA"
"440",440,111,"gi|221070426|gb|FJ639804.1|Dengue_virus_3|2005|2005|Venezuela|SA"
"441",441,96,"gi|221070384|gb|FJ639784.1|Dengue_virus_3|2003|2003|Venezuela|SA"
"442",442,91,"gi|221070379|gb|FJ639782.1|Dengue_virus_3|2003|2003|Venezuela|SA"
"443",443,115,"gi|221070401|gb|FJ639792.1|Dengue_virus_3|2004|2004|Venezuela|SA"
"444",444,96,"gi|209976531|gb|FJ373304.1|Dengue_virus_3|2004|2004|Venezuela|SA"
"445",445,113,"gi|221070453|gb|FJ639817.1|Dengue_virus_3|2006|2006|Venezuela|SA"
"446",446,111,"gi|573974423|gb|KF955472.1|Dengue_virus_3|2004|2004|Venezuela|SA"
"447",447,89,"gi|221070415|gb|FJ639799.1|Dengue_virus_3|2004|2004|Venezuela|SA"
"448",448,98,"gi|221070388|gb|FJ639786.1|Dengue_virus_3|2003|2003|Venezuela|SA"
"449",449,134,"gi|221070428|gb|FJ639805.1|Dengue_virus_3|2005|2005|Venezuela|SA"
"450",450,104,"gi|221070395|gb|FJ639789.1|Dengue_virus_3|2004|2004|Venezuela|SA"
"451",451,88,"gi|228542571|gb|FJ898472.1|Dengue_virus_3|2003|2003|Venezuela|SA"
"452",452,99,"gi|221070397|gb|FJ639790.1|Dengue_virus_3|2004|2004|Venezuela|SA"
"453",453,166,"gi|281324818|gb|GU131953.1|Dengue_virus_3|2004|2004|Colombia|SA"
"454",454,88,"gi|228542538|gb|FJ898471.1|Dengue_virus_3|2002|2002|Venezuela|SA"
"455",455,113,"gi|197310663|gb|EU854291.1|Dengue_virus_3|2004|2004|Venezuela|SA"
"456",456,112,"gi|221070407|gb|FJ639795.1|Dengue_virus_3|2004|2004|Venezuela|SA"
"457",457,103,"gi|221070386|gb|FJ639785.1|Dengue_virus_3|2003|2003|Venezuela|SA"
"458",458,104,"gi|228541629|gb|FJ898445.1|Dengue_virus_3|2007|2007|Colombia|SA"
"459",459,99,"gi|221070370|gb|FJ639778.1|Dengue_virus_3|2002|2002|Venezuela|SA"
"460",460,90,"gi|225690941|gb|FJ850079.1|Dengue_virus_3|2003|2003|Brazil|SA"
"461",461,103,"gi|221070377|gb|FJ639781.1|Dengue_virus_3|2003|2003|Venezuela|SA"
"462",462,105,"gi|259500448|gb|GQ868573.1|Dengue_virus_3|2003|2003|Colombia|SA"
"463",463,84,"gi|259500452|gb|GQ868575.1|Dengue_virus_3|2004|2004|Colombia|SA"
"464",464,96,"gi|221070390|gb|FJ639787.1|Dengue_virus_3|2004|2004|Venezuela|SA"
"465",465,107,"gi|221070432|gb|FJ639807.1|Dengue_virus_3|2005|2005|Venezuela|SA"
"466",466,103,"gi|221070419|gb|FJ639801.1|Dengue_virus_3|2004|2004|Venezuela|SA"
"467",467,103,"gi|221070346|gb|FJ639767.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"468",468,84,"gi|225691023|gb|FJ850096.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"469",469,82,"gi|169144009|gb|EU482612.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"470",470,88,"gi|221070375|gb|FJ639780.1|Dengue_virus_3|2003|2003|Venezuela|SA"
"471",471,88,"gi|221070361|gb|FJ639774.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"472",472,105,"gi|221070368|gb|FJ639777.1|Dengue_virus_3|2002|2002|Venezuela|SA"
"473",473,81,"gi|170665951|gb|EU569691.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"474",474,81,"gi|259500450|gb|GQ868574.1|Dengue_virus_3|2003|2003|Colombia|SA"
"475",475,106,"gi|221070326|gb|FJ639757.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"476",476,78,"gi|209976529|gb|FJ373303.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"477",477,101,"gi|281324816|gb|GU131952.1|Dengue_virus_3|2003|2003|Colombia|SA"
"478",478,76,"gi|228541564|gb|FJ898443.1|Dengue_virus_3|2003|2003|Colombia|SA"
"479",479,106,"gi|221070373|gb|FJ639779.1|Dengue_virus_3|2003|2003|Venezuela|SA"
"480",480,84,"gi|259500446|gb|GQ868572.1|Dengue_virus_3|2003|2003|Colombia|SA"
"481",481,70,"gi|259500444|gb|GQ868571.1|Dengue_virus_3|2002|2002|Colombia|SA"
"482",482,113,"gi|281324812|gb|GU131950.1|Dengue_virus_3|2001|2001|Colombia|SA"
"483",483,66,"gi|239840453|gb|GQ199891.1|Dengue_virus_3|2001|2001|Colombia|SA"
"484",484,76,"gi|169635090|gb|EU529684.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"485",485,77,"gi|221070332|gb|FJ639760.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"486",486,82,"gi|170665949|gb|EU569690.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"487",487,84,"gi|221070344|gb|FJ639766.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"488",488,93,"gi|221070355|gb|FJ639771.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"489",489,78,"gi|221070338|gb|FJ639763.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"490",490,80,"gi|221070357|gb|FJ639772.1|Dengue_virus_3|2007|2007|Venezuela|SA"
"491",491,82,"gi|221070330|gb|FJ639759.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"492",492,98,"gi|221070366|gb|FJ639776.1|Dengue_virus_3|2002|2002|Venezuela|SA"
"493",493,83,"gi|228542604|gb|FJ898473.1|Dengue_virus_3|2003|2003|Venezuela|SA"
"494",494,113,"gi|221070364|gb|FJ639775.1|Dengue_virus_3|2002|2002|Venezuela|SA"
"495",495,78,"gi|221070348|gb|FJ639768.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"496",496,78,"gi|169635092|gb|EU529685.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"497",497,77,"gi|169144013|gb|EU482614.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"498",498,79,"gi|169635094|gb|EU529686.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"499",499,79,"gi|169635102|gb|EU529690.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"500",500,78,"gi|169635096|gb|EU529687.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"501",501,89,"gi|221070328|gb|FJ639758.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"502",502,80,"gi|221070342|gb|FJ639765.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"503",503,69,"gi|225691025|gb|FJ850097.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"504",504,80,"gi|221070350|gb|FJ639769.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"505",505,67,"gi|187610038|gb|EU660420.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"506",506,79,"gi|170665947|gb|EU569689.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"507",507,79,"gi|170665945|gb|EU569688.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"508",508,85,"gi|225690901|gb|FJ810416.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"509",509,84,"gi|221070352|gb|FJ639770.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"510",510,86,"gi|225691027|gb|FJ850098.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"511",511,64,"gi|228542455|gb|FJ898468.1|Dengue_virus_3|2000|2000|Venezuela|SA"
"512",512,76,"gi|221070305|gb|FJ639747.1|Dengue_virus_3|2000|2000|Venezuela|SA"
"513",513,74,"gi|221070309|gb|FJ639749.1|Dengue_virus_3|2000|2000|Venezuela|SA"
"514",514,75,"gi|221070303|gb|FJ639746.1|Dengue_virus_3|2000|2000|Venezuela|SA"
"515",515,89,"gi|573974437|gb|KF955479.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"516",516,78,"gi|169635100|gb|EU529689.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"517",517,78,"gi|169144011|gb|EU482613.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"518",518,91,"gi|239840469|gb|GQ252678.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"519",519,67,"gi|228542509|gb|FJ898470.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"520",520,67,"gi|228542481|gb|FJ898469.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"521",521,82,"gi|221070334|gb|FJ639761.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"522",522,74,"gi|228538429|gb|FJ882577.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"523",523,74,"gi|221070336|gb|FJ639762.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"524",524,67,"gi|228538466|gb|FJ882578.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"525",525,70,"gi|169635098|gb|EU529688.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"526",526,93,"gi|221070322|gb|FJ639755.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"527",527,95,"gi|221070313|gb|FJ639751.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"528",528,78,"gi|221070320|gb|FJ639754.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"529",529,79,"gi|221070317|gb|FJ639753.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"530",530,77,"gi|221070315|gb|FJ639752.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"531",531,75,"gi|224383587|gb|FJ744700.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"532",532,71,"gi|221070311|gb|FJ639750.1|Dengue_virus_3|2000|2000|Venezuela|SA"
"533",533,203,"gi|573974451|gb|KF955486.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"534",534,71,"gi|221070324|gb|FJ639756.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"535",535,87,"gi|573974453|gb|KF955487.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"536",536,72,"gi|204305606|gb|FJ182015.1|Dengue_virus_3|2001|2001|Venezuela|SA"
"537",537,535,"gi|359366992|gb|JN697379.1|Dengue_virus_3|2006|2006|Brazil|SA"
"538",538,674,"gi|578897355|gb|KF824903.1|Dengue_virus_3|2013|2013|China|AS"
"539",539,675,"gi|578897353|gb|KF824902.1|Dengue_virus_3|2013|2013|China|AS"
"540",540,536,"gi|118406818|gb|DQ863638.1|Dengue_virus_3|1973|1973|Thailand|AS"
"541",541,657,"gi|573974433|gb|KF955477.1|Dengue_virus_3|1984|1984|India|AS"
"542",542,519,"gi|259496216|gb|GQ868593.1|Dengue_virus_3|1973|1973|Thailand|AS"
"543",543,720,"gi|573974431|gb|KF955476.1|Dengue_virus_3|1983|1983|Sri_Lanka|AS"
"544",544,730,"gi|442577994|gb|KC261634.1|Dengue_virus_3|2012|2012|China|AS"
"545",545,641,"gi|224383655|gb|FJ744740.1|Dengue_virus_3|2001|2001|Thailand|AS"
