Site,Partition,&alpha; ,&beta;<sup>-</sup>,p<sup>-</sup>,&beta;<sup>+</sup>,p<sup>+</sup>,LRT,p-value,# branches under selection,Total branch length
346,1,0.43,0.00,0.02,0.00,0.98,0.00,0.67,0.00,7.57
347,1,0.52,0.52,0.09,0.00,0.91,0.00,0.67,0.00,11.35
348,1,1.09,0.28,0.11,0.05,0.89,0.00,0.67,0.00,22.65
349,1,1.34,0.00,0.04,0.00,0.96,0.00,0.67,0.00,23.60
350,1,1.24,0.04,0.69,0.04,0.31,0.00,0.67,0.00,23.61
351,1,1.19,0.00,0.02,0.00,0.98,0.00,0.67,0.00,20.92
352,1,1.65,0.02,0.15,0.02,0.85,0.00,0.67,0.00,30.18
353,1,1.09,0.00,0.05,0.00,0.95,0.00,0.67,0.00,19.14
354,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
355,1,1.75,0.00,0.26,0.00,0.74,0.00,0.67,0.00,30.87
356,1,1.58,1.58,0.05,0.00,0.95,0.00,0.67,0.00,31.65
357,1,1.90,0.00,0.04,0.00,0.96,0.00,0.67,0.00,33.50
358,1,0.71,0.71,0.19,0.00,0.81,0.00,0.67,0.00,18.50
359,1,0.67,0.32,0.32,0.00,0.68,0.00,0.67,0.00,16.58
360,1,2.07,2.07,0.02,0.01,0.98,0.00,0.67,0.00,39.26
361,1,1.13,0.00,0.01,0.00,0.99,0.00,0.67,0.00,19.90
362,1,1.26,0.05,0.00,0.05,1.00,0.00,0.67,0.00,24.39
363,1,0.41,0.41,0.16,0.00,0.84,0.00,0.67,0.00,10.10
364,1,1.34,0.25,0.71,0.00,0.29,0.00,0.67,0.00,31.78
365,1,1.63,1.63,0.05,0.03,0.95,0.00,0.67,0.00,33.58
366,1,2.91,0.00,0.01,0.00,0.99,0.00,0.67,0.00,51.24
367,1,0.95,0.56,0.11,0.00,0.89,0.00,0.67,0.00,19.60
368,1,0.91,0.00,0.13,0.00,0.87,0.00,0.67,0.00,16.08
369,1,0.52,0.52,0.04,0.00,0.96,0.00,0.67,0.00,10.17
370,1,0.74,0.00,0.05,0.00,0.95,0.00,0.67,0.00,13.11
371,1,1.54,0.00,0.10,0.00,0.90,0.00,0.67,0.00,27.15
372,1,1.70,0.00,0.17,0.00,0.83,0.00,0.67,0.00,30.06
373,1,0.53,0.00,0.34,0.00,0.66,0.00,0.67,0.00,9.41
374,1,0.92,0.00,0.01,0.00,0.99,0.00,0.67,0.00,16.16
375,1,0.65,0.65,0.14,0.00,0.86,0.00,0.67,0.00,15.52
376,1,1.56,1.56,0.16,0.00,0.84,0.00,0.67,0.00,38.46
377,1,1.78,0.00,0.01,0.00,0.99,0.00,0.67,0.00,31.42
378,1,2.54,0.00,0.02,0.00,0.98,0.00,0.67,0.00,44.86
379,1,0.89,0.00,0.04,0.00,0.96,0.00,0.67,0.00,15.63
380,1,0.69,0.00,0.39,0.00,0.61,0.00,0.67,0.00,12.14
381,1,0.96,0.96,0.20,0.00,0.80,0.00,0.67,0.00,25.40
382,1,0.68,0.14,0.06,0.00,0.94,0.00,0.67,0.00,12.46
383,1,1.65,0.04,0.80,0.04,0.20,0.00,0.67,0.00,30.64
384,1,0.97,0.00,0.11,0.00,0.89,0.00,0.67,0.00,17.06
385,1,1.21,0.00,0.19,0.00,0.81,0.00,0.67,0.00,21.37
386,1,1.70,0.96,0.38,0.00,0.62,0.00,0.67,0.00,46.60
387,1,2.14,0.68,0.30,0.00,0.70,0.00,0.67,0.00,47.11
388,1,0.51,0.03,0.56,0.03,0.44,0.00,0.67,0.00,10.54
389,1,0.42,0.00,0.02,0.00,0.98,0.00,0.67,0.00,7.49
390,1,0.32,0.32,0.40,0.00,0.60,0.00,0.67,0.00,11.33
391,1,2.84,0.36,0.67,0.00,0.33,0.00,0.67,0.00,61.16
392,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
393,1,1.34,1.34,0.31,0.00,0.69,0.00,0.67,0.00,42.29
394,1,0.73,0.06,0.43,0.07,0.57,0.00,0.67,0.00,15.92
395,1,1.36,1.36,0.20,0.00,0.80,0.00,0.67,0.00,36.28
396,1,1.47,1.18,0.11,0.00,0.89,0.00,0.67,0.00,31.83
397,1,0.21,0.00,0.28,0.00,0.72,0.00,0.67,0.00,3.67
398,1,0.51,0.20,0.27,0.00,0.73,0.00,0.67,0.00,11.33
399,1,2.42,2.42,0.09,0.00,0.91,0.00,0.67,0.00,52.35
400,1,1.41,0.06,0.48,0.05,0.52,0.00,0.67,0.00,27.26
401,1,1.74,0.05,0.37,0.05,0.63,0.00,0.67,0.00,32.86
402,1,0.56,0.56,0.04,0.00,0.96,0.00,0.67,0.00,10.91
403,1,4.03,0.00,0.02,0.00,0.98,0.00,0.67,0.00,71.02
404,1,1.34,0.00,0.33,0.00,0.67,0.00,0.67,0.00,23.66
405,1,1.59,0.17,0.28,0.00,0.72,0.00,0.67,0.00,30.11
406,1,0.65,0.02,0.89,0.02,0.11,0.00,0.67,0.00,12.50
407,1,1.07,0.00,0.02,0.00,0.98,0.00,0.67,0.00,18.82
408,1,1.86,0.00,0.01,0.00,0.99,0.00,0.67,0.00,32.71
409,1,0.57,0.57,0.17,0.00,0.83,0.00,0.67,0.00,14.51
410,1,1.14,1.14,0.03,0.01,0.97,0.00,0.67,0.00,21.91
411,1,1.96,0.00,0.11,0.00,0.89,0.00,0.67,0.00,34.48
412,1,0.71,0.03,0.81,0.03,0.19,0.00,0.67,0.00,14.02
413,1,0.75,0.01,0.15,0.01,0.85,0.00,0.67,0.00,13.79
414,1,0.61,0.44,0.13,0.00,0.87,0.00,0.67,0.00,13.22
415,1,0.86,0.07,0.29,0.07,0.71,0.00,0.67,0.00,18.25
416,1,0.82,0.82,0.31,0.00,0.69,0.00,0.67,0.00,26.16
417,1,1.93,0.00,0.11,0.00,0.89,0.00,0.67,0.00,34.12
418,1,1.76,1.76,0.36,0.27,0.64,0.00,0.67,0.00,67.68
419,1,1.41,1.41,0.05,0.07,0.95,0.00,0.67,0.00,31.37
420,1,0.66,0.66,0.33,0.00,0.67,0.00,0.67,0.00,21.38
421,1,0.57,0.31,0.72,0.00,0.28,0.00,0.67,0.00,20.36
422,1,0.86,0.00,0.09,0.00,0.91,0.00,0.67,0.00,15.11
423,1,0.97,0.00,0.02,0.00,0.98,0.00,0.67,0.00,17.15
424,1,0.34,0.34,0.06,0.05,0.94,0.00,0.67,0.00,8.89
425,1,1.83,0.14,0.00,0.14,1.00,0.00,0.67,0.00,38.40
426,1,1.86,1.37,0.02,0.00,0.98,0.00,0.67,0.00,34.19
427,1,1.18,1.18,0.18,0.20,0.82,0.00,0.67,0.00,38.08
428,1,0.39,0.39,0.18,0.00,0.82,0.00,0.67,0.00,10.02
429,1,2.13,0.14,1.00,0.12,0.00,0.00,0.67,0.00,44.14
430,1,0.57,0.21,0.83,0.00,0.17,0.00,0.67,0.00,17.93
431,1,1.45,0.10,1.00,0.08,0.00,0.00,0.67,0.00,29.80
432,1,0.61,0.31,0.53,0.00,0.47,0.00,0.67,0.00,18.12
433,1,2.73,0.33,1.00,0.31,0.00,0.00,0.67,0.00,62.98
434,1,0.89,0.89,0.11,0.16,0.89,0.00,0.67,0.00,26.78
435,1,1.48,1.48,0.15,0.00,0.85,0.00,0.67,0.00,35.81
436,1,0.93,0.93,0.13,0.00,0.87,0.00,0.67,0.00,22.13
437,1,0.32,0.19,1.00,0.16,0.00,0.00,0.67,0.00,14.35
438,1,1.00,0.27,1.00,0.23,0.00,0.00,0.67,0.00,29.88
439,1,0.41,0.41,0.28,0.03,0.72,0.00,0.67,0.00,13.46
440,1,0.53,0.09,0.33,0.09,0.67,0.00,0.67,0.00,13.51
441,1,0.17,0.17,0.00,0.36,1.00,0.33,0.48,0.00,19.28
442,1,0.35,0.12,0.90,0.10,0.10,0.00,0.67,0.00,11.66
443,1,0.36,0.36,0.39,1.33,0.61,1.44,0.25,0.00,49.67
444,1,0.88,0.88,0.27,0.00,0.73,0.00,0.67,0.00,26.57
445,1,0.57,0.21,1.00,0.16,0.00,0.00,0.67,0.00,19.77
446,1,0.74,0.37,1.00,0.26,0.00,0.00,0.67,0.00,29.56
447,1,1.19,1.19,0.21,0.06,0.79,0.00,0.67,0.00,34.34
448,1,1.10,0.26,1.00,0.23,0.00,0.00,0.67,0.00,31.30
449,1,1.49,1.49,0.04,0.01,0.96,0.00,0.67,0.00,29.41
450,1,1.18,1.18,0.09,0.05,0.91,0.00,0.67,0.00,27.65
451,1,2.93,2.93,0.02,0.05,0.98,0.00,0.67,0.00,56.75
452,1,0.90,0.00,0.05,0.00,0.95,0.00,0.67,0.00,15.95
453,1,1.85,0.28,0.87,0.27,0.13,0.00,0.67,0.00,45.27
454,1,0.56,0.56,0.33,0.24,0.67,0.00,0.67,0.00,25.38
455,1,2.24,2.24,0.08,0.00,0.92,0.00,0.67,0.00,47.75
456,1,1.61,0.02,0.02,0.02,0.98,0.00,0.67,0.00,29.39
457,1,0.76,0.76,0.07,0.00,0.93,0.00,0.67,0.00,15.84
458,1,1.06,0.36,0.28,0.00,0.72,0.00,0.67,0.00,23.22
459,1,6.15,0.04,1.00,0.04,0.00,0.00,0.67,0.00,110.16
460,1,1.55,1.55,0.03,0.00,0.97,0.00,0.67,0.00,29.31
461,1,1.52,0.06,0.84,0.05,0.16,0.00,0.67,0.00,29.23
462,1,1.91,0.08,0.05,0.01,0.95,0.00,0.67,0.00,34.18
463,1,1.08,0.25,0.06,0.00,0.94,0.00,0.67,0.00,19.74
464,1,0.84,0.00,0.02,0.00,0.98,0.00,0.67,0.00,14.83
465,1,0.97,0.00,0.01,0.00,0.99,0.00,0.67,0.00,17.07
466,1,0.77,0.00,0.26,0.00,0.74,0.00,0.67,0.00,13.53
467,1,1.12,0.00,0.02,0.00,0.98,0.00,0.67,0.00,19.79
468,1,1.26,0.00,0.03,0.00,0.97,0.00,0.67,0.00,22.16
469,1,0.97,0.00,0.02,0.00,0.98,0.00,0.67,0.00,17.04
470,1,0.53,0.00,0.19,0.00,0.81,0.00,0.67,0.00,9.39
471,1,0.82,0.82,0.03,0.00,0.97,0.00,0.67,0.00,15.55
472,1,1.06,0.00,0.05,0.00,0.95,0.00,0.67,0.00,18.63
473,1,0.65,0.02,0.07,0.01,0.93,0.00,0.67,0.00,12.01
474,1,0.86,0.04,0.09,0.01,0.91,0.00,0.67,0.00,15.63
475,1,1.62,0.45,0.02,0.03,0.98,0.00,0.67,0.00,30.36
476,1,1.13,1.13,0.09,0.00,0.91,0.00,0.67,0.00,24.36
477,1,1.38,0.95,0.03,0.04,0.97,0.00,0.67,0.00,27.31
478,1,1.07,0.87,0.50,0.00,0.50,0.00,0.67,0.00,38.42
479,1,1.14,0.00,0.02,0.00,0.98,0.00,0.67,0.00,20.18
480,1,1.59,1.59,0.04,0.04,0.96,0.00,0.67,0.00,32.63
481,1,5.45,0.00,0.01,0.00,0.99,0.00,0.67,0.00,96.08
482,1,0.90,0.28,0.37,0.00,0.63,0.00,0.67,0.00,20.73
483,1,0.56,0.02,0.23,0.02,0.77,0.00,0.67,0.00,10.80
484,1,0.53,0.02,0.11,0.02,0.89,0.00,0.67,0.00,10.44
485,1,0.57,0.00,0.13,0.00,0.87,0.00,0.67,0.00,9.98
486,1,1.14,0.00,0.00,0.00,1.00,0.00,0.67,0.00,20.09
487,1,1.89,0.00,0.04,0.00,0.96,0.00,0.67,0.00,33.30
488,1,1.05,0.00,0.01,0.00,0.99,0.00,0.67,0.00,18.45
489,1,2.49,0.37,0.38,0.00,0.62,0.00,0.67,0.00,50.32
490,1,2.56,1.13,0.06,0.00,0.94,0.00,0.67,0.00,47.94
491,1,1.41,0.71,0.53,0.00,0.47,0.00,0.67,0.00,41.81
492,1,1.29,0.01,0.08,0.01,0.92,0.00,0.67,0.00,23.28
493,1,0.97,0.18,0.58,0.16,0.42,0.00,0.67,0.00,24.82
494,1,1.02,0.00,0.18,0.00,0.82,0.00,0.67,0.00,17.94
495,1,0.30,0.30,0.14,0.00,0.86,0.00,0.67,0.00,7.20
496,1,2.11,0.00,0.21,0.00,0.79,0.00,0.67,0.00,37.16
497,1,0.42,0.42,0.22,0.00,0.78,0.00,0.67,0.00,11.58
498,1,0.95,0.03,0.40,0.03,0.60,0.00,0.67,0.00,18.22
499,1,0.95,0.12,0.00,0.12,1.00,0.00,0.67,0.00,22.30
500,1,0.90,0.00,0.04,0.00,0.96,0.00,0.67,0.00,15.96
501,1,0.84,0.16,0.09,0.00,0.91,0.00,0.67,0.00,15.63
502,1,0.13,0.00,0.01,0.00,0.99,0.00,0.67,0.00,2.29
503,1,1.70,0.02,0.62,0.02,0.38,0.00,0.67,0.00,31.01
504,1,0.75,0.03,0.46,0.02,0.54,0.00,0.67,0.00,14.31
505,1,1.40,0.00,0.09,0.00,0.91,0.00,0.67,0.00,24.61
506,1,0.78,0.78,0.24,0.00,0.76,0.00,0.67,0.00,22.08
507,1,0.65,0.00,0.19,0.00,0.81,0.00,0.67,0.00,11.42
508,1,2.76,2.76,0.02,0.00,0.98,0.00,0.67,0.00,51.07
509,1,0.67,0.00,0.19,0.00,0.81,0.00,0.67,0.00,11.78
510,1,0.85,0.85,0.15,0.01,0.85,0.00,0.67,0.00,21.43
511,1,1.34,0.02,0.05,0.01,0.95,0.00,0.67,0.00,24.11
512,1,1.76,1.76,0.11,0.07,0.89,0.00,0.67,0.00,42.28
513,1,1.70,1.18,0.18,0.04,0.82,0.00,0.67,0.00,41.37
514,1,0.82,0.04,0.76,0.04,0.24,0.00,0.67,0.00,16.27
515,1,1.11,1.11,0.14,0.08,0.86,0.00,0.67,0.00,29.49
516,1,3.63,0.11,1.00,0.11,0.00,0.00,0.67,0.00,69.03
517,1,2.96,1.16,0.14,0.00,0.86,0.00,0.67,0.00,59.35
518,1,0.84,0.84,0.33,0.01,0.67,0.00,0.67,0.00,27.33
519,1,1.96,0.58,0.44,0.00,0.56,0.00,0.67,0.00,46.28
520,1,0.35,0.35,0.52,0.00,0.48,0.00,0.67,0.00,14.20
521,1,0.70,0.33,0.78,35.24,0.22,30.92,0.00,0.00,380.91
522,1,1.11,1.11,0.32,0.00,0.68,0.00,0.67,0.00,35.25
523,1,0.76,0.76,0.49,0.07,0.51,0.00,0.67,0.00,31.90
524,1,1.39,0.24,1.00,0.00,0.00,0.00,0.67,0.00,35.58
525,1,0.67,0.29,0.38,0.22,0.62,0.00,0.67,0.00,22.79
526,1,0.96,0.96,0.07,0.00,0.93,0.00,0.67,0.00,19.94
527,1,1.18,0.00,0.02,0.00,0.98,0.00,0.67,0.00,20.79
528,1,4.83,4.83,0.24,0.01,0.76,0.00,0.67,0.00,138.46
529,1,1.16,1.16,0.04,0.05,0.96,0.00,0.67,0.00,25.01
530,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
531,1,1.26,1.26,0.06,0.04,0.94,0.00,0.67,0.00,27.81
532,1,1.91,0.00,0.07,0.00,0.93,0.00,0.67,0.00,33.76
533,1,2.37,2.37,0.06,0.07,0.94,0.00,0.67,0.00,51.23
534,1,2.88,0.00,0.01,0.00,0.99,0.00,0.67,0.00,50.72
535,1,1.72,0.57,0.30,0.00,0.70,0.00,0.67,0.00,38.10
536,1,2.96,0.08,0.00,0.08,1.00,0.00,0.67,0.00,55.83
537,1,0.46,0.02,0.14,0.02,0.86,0.00,0.67,0.00,9.15
538,1,0.65,0.65,0.04,0.00,0.96,0.00,0.67,0.00,12.49
539,1,1.75,1.75,0.02,0.00,0.98,0.00,0.67,0.00,32.57
540,1,0.81,0.00,0.19,0.00,0.81,0.00,0.67,0.00,14.32
541,1,0.63,0.00,0.27,0.00,0.73,0.00,0.67,0.00,11.19
542,1,1.09,0.00,0.11,0.00,0.89,0.00,0.67,0.00,19.18
543,1,0.61,0.00,0.25,0.00,0.75,0.00,0.67,0.00,10.82
544,1,1.17,0.00,0.22,0.00,0.78,0.00,0.67,0.00,20.69
545,1,1.24,0.00,0.04,0.00,0.96,0.00,0.67,0.00,21.81
546,1,1.41,1.25,0.10,0.01,0.90,0.00,0.67,0.00,31.23
547,1,0.65,0.00,0.17,0.00,0.83,0.00,0.67,0.00,11.43
548,1,0.55,0.00,0.10,0.00,0.90,0.00,0.67,0.00,9.74
549,1,0.65,0.00,0.19,0.00,0.81,0.00,0.67,0.00,11.45
550,1,1.55,0.00,0.02,0.00,0.98,0.00,0.67,0.00,27.30
551,1,0.56,0.00,0.22,0.00,0.78,0.00,0.67,0.00,9.91
552,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
553,1,2.79,0.00,0.04,0.00,0.96,0.00,0.67,0.00,49.22
554,1,1.38,0.09,0.72,0.08,0.28,0.00,0.67,0.00,28.08
555,1,2.14,0.00,0.01,0.00,0.99,0.00,0.67,0.00,37.81
556,1,3.78,0.07,0.13,0.07,0.87,0.00,0.67,0.00,70.00
557,1,1.15,0.00,0.02,0.00,0.98,0.00,0.67,0.00,20.34
558,1,0.18,0.18,0.16,0.00,0.84,0.00,0.67,0.00,4.41
559,1,0.25,0.00,0.02,0.00,0.98,0.00,0.67,0.00,4.39
560,1,0.97,0.97,0.10,0.01,0.90,0.00,0.67,0.00,21.52
561,1,0.53,0.53,0.08,0.00,0.92,0.00,0.67,0.00,11.18
562,1,0.52,0.05,0.05,0.05,0.95,0.00,0.67,0.00,11.37
563,1,1.01,1.01,0.12,0.00,0.88,0.00,0.67,0.00,23.21
564,1,0.22,0.22,0.31,0.00,0.69,0.00,0.67,0.00,7.01
565,1,0.44,0.44,0.31,0.02,0.69,0.00,0.67,0.00,14.70
566,1,0.23,0.23,0.53,0.26,0.47,0.01,0.64,0.00,14.89
567,1,2.08,2.08,0.16,0.12,0.84,0.00,0.67,0.00,56.02
568,1,2.01,0.25,0.50,0.00,0.50,0.00,0.67,0.00,41.14
569,1,1.18,1.18,0.54,0.00,0.46,0.00,0.67,0.00,49.64
570,1,0.26,0.26,0.76,0.00,0.24,0.00,0.67,0.00,13.69
571,1,0.36,0.22,1.00,0.18,0.00,0.00,0.67,0.00,16.29
572,1,1.28,0.20,0.34,0.20,0.66,0.00,0.67,0.00,31.43
573,1,1.27,1.27,0.10,0.00,0.90,0.00,0.67,0.00,28.04
574,1,1.24,0.06,0.05,0.06,0.95,0.00,0.67,0.00,24.54
575,1,0.43,0.43,0.11,0.00,0.89,0.00,0.67,0.00,9.65
576,1,0.34,0.04,0.08,0.03,0.92,0.00,0.67,0.00,7.64
577,1,3.07,0.00,0.07,0.00,0.93,0.00,0.67,0.00,54.23
578,1,1.03,0.00,0.01,0.00,0.99,0.00,0.67,0.00,18.09
579,1,2.10,0.38,0.04,0.00,0.96,0.00,0.67,0.00,37.84
580,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
581,1,2.33,0.00,0.05,0.00,0.95,0.00,0.67,0.00,41.06
582,1,0.55,0.08,1.00,0.00,0.00,0.00,0.67,0.00,13.23
583,1,0.58,0.00,0.15,0.00,0.85,0.00,0.67,0.00,10.31
584,1,0.50,0.00,0.14,0.00,0.86,0.00,0.67,0.00,8.85
585,1,1.08,0.00,0.01,0.00,0.99,0.00,0.67,0.00,19.09
586,1,0.89,0.00,0.07,0.00,0.93,0.00,0.67,0.00,15.68
587,1,1.12,0.00,0.04,0.00,0.96,0.00,0.67,0.00,19.73
588,1,1.43,0.52,0.63,0.00,0.37,0.00,0.67,0.00,40.03
589,1,0.30,0.00,0.04,0.00,0.96,0.00,0.67,0.00,5.27
590,1,1.11,1.11,0.40,0.00,0.60,0.00,0.67,0.00,39.97
591,1,0.81,0.81,0.44,0.00,0.56,0.00,0.67,0.00,30.26
592,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
593,1,2.74,2.74,0.04,0.00,0.96,0.00,0.67,0.00,52.75
594,1,2.91,0.00,0.05,0.00,0.95,0.00,0.67,0.00,51.37
595,1,2.81,0.21,0.08,0.00,0.92,0.00,0.67,0.00,50.30
596,1,1.11,0.00,0.01,0.00,0.99,0.00,0.67,0.00,19.65
597,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
598,1,0.43,0.00,0.01,0.00,0.99,0.00,0.67,0.00,7.53
599,1,1.70,1.45,0.11,0.00,0.89,0.00,0.67,0.00,37.20
600,1,0.67,0.00,0.13,0.00,0.87,0.00,0.67,0.00,11.81
601,1,0.60,0.60,0.05,0.04,0.95,0.00,0.67,0.00,13.65
602,1,0.81,0.50,0.15,0.00,0.85,0.00,0.67,0.00,17.63
603,1,0.47,0.00,0.01,0.00,0.99,0.00,0.67,0.00,8.35
604,1,0.19,0.00,0.01,0.00,0.99,0.00,0.67,0.00,3.40
605,1,0.62,0.10,1.00,0.06,0.00,0.00,0.67,0.00,15.45
606,1,1.34,0.00,0.09,0.00,0.91,0.00,0.67,0.00,23.54
607,1,0.19,0.03,0.68,0.02,0.32,0.00,0.67,0.00,4.42
608,1,0.56,0.56,0.04,0.00,0.96,0.00,0.67,0.00,10.83
609,1,1.36,1.09,0.03,0.00,0.97,0.00,0.67,0.00,25.40
610,1,1.26,0.00,0.04,0.00,0.96,0.00,0.67,0.00,22.19
611,1,0.65,0.30,0.41,0.00,0.59,0.00,0.67,0.00,17.02
612,1,1.34,0.36,0.05,0.00,0.95,0.00,0.67,0.00,24.36
613,1,0.50,0.50,0.29,0.03,0.71,0.00,0.67,0.00,16.37
614,1,0.61,0.01,0.05,0.01,0.95,0.00,0.67,0.00,11.33
615,1,1.02,0.00,0.42,0.00,0.58,0.00,0.67,0.00,17.93
616,1,0.76,0.76,0.12,0.02,0.88,0.00,0.67,0.00,18.41
617,1,0.96,0.00,0.07,0.00,0.93,0.00,0.67,0.00,16.91
618,1,0.69,0.05,0.34,0.04,0.66,0.00,0.67,0.00,14.22
619,1,0.65,0.00,0.18,0.00,0.82,0.00,0.67,0.00,11.45
620,1,1.21,0.02,0.61,0.02,0.39,0.00,0.67,0.00,22.38
621,1,0.76,0.50,0.04,0.00,0.96,0.00,0.67,0.00,14.27
622,1,0.74,0.00,0.25,0.00,0.75,0.00,0.67,0.00,13.01
623,1,0.87,0.17,0.24,0.00,0.76,0.00,0.67,0.00,17.14
624,1,1.83,0.05,0.08,0.05,0.92,0.00,0.67,0.00,34.56
625,1,0.80,0.80,0.12,0.00,0.88,0.00,0.67,0.00,18.48
626,1,1.13,0.00,0.20,0.00,0.80,0.00,0.67,0.00,19.89
627,1,0.70,0.00,0.18,0.00,0.82,0.00,0.67,0.00,12.40
628,1,0.62,0.00,0.22,0.00,0.78,0.00,0.67,0.00,10.98
629,1,0.05,0.05,0.18,0.00,0.82,0.00,0.67,0.00,1.40
630,1,2.15,0.00,0.05,0.00,0.95,0.00,0.67,0.00,37.86
631,1,5.13,0.00,0.06,0.00,0.94,0.00,0.67,0.00,90.46
632,1,2.90,0.00,0.10,0.00,0.90,0.00,0.67,0.00,51.07
633,1,0.85,0.00,0.09,0.00,0.91,0.00,0.67,0.00,15.05
634,1,0.40,0.00,0.04,0.00,0.96,0.00,0.67,0.00,7.06
635,1,0.65,0.65,0.18,0.00,0.82,0.00,0.67,0.00,16.96
636,1,2.11,2.11,0.15,0.10,0.85,0.00,0.67,0.00,54.99
637,1,2.89,2.89,0.04,0.00,0.96,0.00,0.67,0.00,56.15
638,1,0.22,0.00,0.02,0.00,0.98,0.00,0.67,0.00,3.89
639,1,0.48,0.48,0.18,0.00,0.82,0.00,0.67,0.00,12.35
640,1,1.23,0.93,0.10,0.06,0.90,0.00,0.67,0.00,28.49
641,1,0.64,0.64,0.88,0.00,0.12,0.00,0.67,0.00,36.93
642,1,0.72,0.59,0.47,0.03,0.53,0.00,0.67,0.00,25.84
643,1,1.37,1.37,0.20,0.00,0.80,0.00,0.67,0.00,36.95
644,1,0.56,0.56,0.34,0.00,0.66,0.00,0.67,0.00,18.37
645,1,1.00,1.00,0.03,0.03,0.97,0.00,0.67,0.00,20.50
646,1,0.82,0.39,0.88,0.31,0.12,0.00,0.67,0.00,31.45
647,1,1.98,0.01,0.13,0.01,0.87,0.00,0.67,0.00,35.38
648,1,1.06,1.06,0.26,0.00,0.74,0.00,0.67,0.00,31.24
649,1,0.42,0.42,0.14,0.00,0.86,0.00,0.67,0.00,10.03
650,1,1.76,0.78,0.19,0.00,0.81,0.00,0.67,0.00,37.73
651,1,1.52,0.00,0.02,0.00,0.98,0.00,0.67,0.00,26.77
652,1,1.80,0.02,0.12,0.02,0.88,0.00,0.67,0.00,32.75
653,1,0.97,0.97,0.07,0.00,0.93,0.00,0.67,0.00,20.11
654,1,0.66,0.28,0.56,0.00,0.44,0.00,0.67,0.00,18.74
655,1,1.50,1.50,0.31,0.00,0.69,0.00,0.67,0.00,47.20
656,1,1.27,0.06,0.39,0.04,0.61,0.00,0.67,0.00,24.44
657,1,0.15,0.02,0.41,0.02,0.59,0.00,0.67,0.00,3.51
658,1,3.93,0.00,0.04,0.00,0.96,0.00,0.67,0.00,69.28
659,1,0.53,0.00,0.27,0.00,0.73,0.00,0.67,0.00,9.30
660,1,1.06,0.00,0.04,0.00,0.96,0.00,0.67,0.00,18.72
661,1,0.67,0.67,0.23,0.00,0.77,0.00,0.67,0.00,18.79
662,1,2.17,0.09,0.73,0.09,0.27,0.00,0.67,0.00,42.41
663,1,0.49,0.00,0.02,0.00,0.98,0.00,0.67,0.00,8.63
664,1,0.37,0.37,0.25,0.00,0.75,0.00,0.67,0.00,10.74
665,1,1.72,0.00,0.01,0.00,0.99,0.00,0.67,0.00,30.37
666,1,1.14,0.03,0.43,0.03,0.57,0.00,0.67,0.00,21.65
667,1,0.76,0.00,0.18,0.00,0.82,0.00,0.67,0.00,13.42
668,1,0.15,0.00,0.01,0.00,0.99,0.00,0.67,0.00,2.63
669,1,1.71,0.03,1.00,0.02,0.00,0.00,0.67,0.00,31.56
670,1,0.36,0.15,0.68,0.00,0.32,0.00,0.67,0.00,10.82
671,1,8.23,8.23,0.10,0.01,0.90,0.00,0.67,0.00,183.15
672,1,0.10,0.00,0.18,0.00,0.82,0.00,0.67,0.00,1.79
673,1,1.36,0.76,0.17,0.00,0.83,0.00,0.67,0.00,29.98
674,1,1.18,1.18,0.23,0.01,0.77,0.00,0.67,0.00,33.28
675,1,1.92,1.92,0.04,0.06,0.96,0.00,0.67,0.00,39.70
676,1,2.18,0.14,0.87,0.00,0.13,0.00,0.67,0.00,43.79
677,1,0.54,0.05,0.22,0.04,0.78,0.00,0.67,0.00,11.29
678,1,4.05,2.12,0.02,0.00,0.98,0.00,0.67,0.00,73.39
679,1,1.39,1.39,0.22,0.01,0.78,0.00,0.67,0.00,38.94
680,1,2.03,0.00,0.06,0.00,0.94,0.00,0.67,0.00,35.80
681,1,1.46,1.46,0.10,0.00,0.90,0.00,0.67,0.00,32.28
682,1,2.03,0.00,0.09,0.00,0.91,0.00,0.67,0.00,35.74
683,1,1.13,0.46,0.21,0.00,0.79,0.00,0.67,0.00,24.25
684,1,3.91,0.00,0.06,0.00,0.94,0.00,0.67,0.00,68.93
685,1,1.21,0.00,0.04,0.00,0.96,0.00,0.67,0.00,21.42
686,1,1.15,0.00,0.05,0.00,0.95,0.00,0.67,0.00,20.21
687,1,1.38,0.00,0.17,0.00,0.83,0.00,0.67,0.00,24.27
688,1,1.94,0.10,0.15,0.10,0.85,0.00,0.67,0.00,38.92
689,1,1.87,1.87,0.03,0.02,0.97,0.00,0.67,0.00,36.00
690,1,0.55,0.55,0.09,0.00,0.91,0.00,0.67,0.00,11.97
691,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
692,1,2.26,0.00,0.02,0.00,0.98,0.00,0.67,0.00,39.87
