"","num","Differences","sequencename"
"1",1,420,"gi|482514307|gb|KC570453.1|EV_A71|03_Jun_2012|2012|China|AS"
"266",266,166,"gi|239915417|dbj|AB467506.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"267",267,167,"gi|239915397|dbj|AB467496.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"268",268,167,"gi|239915369|dbj|AB467482.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"269",269,165,"gi|239915211|dbj|AB467403.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"270",270,165,"gi|239915187|dbj|AB467391.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"271",271,164,"gi|239915189|dbj|AB467392.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"272",272,167,"gi|239915531|dbj|AB467563.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"273",273,166,"gi|239915567|dbj|AB467581.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"274",274,166,"gi|239915193|dbj|AB467394.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"275",275,167,"gi|239915737|dbj|AB467666.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"276",276,167,"gi|239915735|dbj|AB467665.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"277",277,167,"gi|239915697|dbj|AB467646.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"278",278,168,"gi|239915681|dbj|AB467638.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"279",279,165,"gi|239915609|dbj|AB467602.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"280",280,163,"gi|239915665|dbj|AB467630.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"281",281,164,"gi|239915393|dbj|AB467494.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"282",282,164,"gi|239915669|dbj|AB467632.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"283",283,165,"gi|239915177|dbj|AB467386.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"284",284,164,"gi|239915635|dbj|AB467615.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"285",285,165,"gi|239915763|dbj|AB467679.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"286",286,166,"gi|239915487|dbj|AB467541.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"287",287,166,"gi|397172255|gb|JN688968.1|Human_poliovirus_1|2010|2010|Brazil|SA"
"288",288,166,"gi|110618288|gb|DQ841127.1|Human_poliovirus_1|2004|2004|Switzerland|EU"
"289",289,166,"gi|110618286|gb|DQ841126.1|Human_poliovirus_1|2004|2004|Switzerland|EU"
"290",290,166,"gi|239915723|dbj|AB467659.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"291",291,166,"gi|239915709|dbj|AB467652.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"292",292,165,"gi|239915341|dbj|AB467468.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"293",293,164,"gi|399220044|dbj|AB739053.1|Human_poliovirus_1|27_Sep_2011|2011|China|AS"
"294",294,166,"gi|397172257|gb|JN688969.1|Human_poliovirus_1|2010|2010|Brazil|SA"
"295",295,164,"gi|239915749|dbj|AB467672.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"296",296,163,"gi|82542478|gb|DQ264272.1|Human_poliovirus_1|2000|2000|Russia|AS"
"297",297,165,"gi|82542476|gb|DQ264271.1|Human_poliovirus_1|1999|1999|Russia|AS"
"298",298,166,"gi|239915765|dbj|AB467680.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"299",299,164,"gi|239915753|dbj|AB467674.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"300",300,165,"gi|239915519|dbj|AB467557.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"301",301,166,"gi|239915473|dbj|AB467534.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"302",302,166,"gi|239915461|dbj|AB467528.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"303",303,167,"gi|239915347|dbj|AB467471.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"304",304,165,"gi|239915205|dbj|AB467400.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"305",305,165,"gi|239915515|dbj|AB467555.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"306",306,167,"gi|239915571|dbj|AB467583.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"307",307,166,"gi|239915477|dbj|AB467536.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"308",308,166,"gi|239915409|dbj|AB467502.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"309",309,166,"gi|239915351|dbj|AB467473.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"310",310,166,"gi|239915695|dbj|AB467645.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"311",311,166,"gi|239915577|dbj|AB467586.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"312",312,166,"gi|239915575|dbj|AB467585.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"313",313,166,"gi|239915257|dbj|AB467426.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"314",314,166,"gi|239915241|dbj|AB467418.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"315",315,166,"gi|239915829|dbj|AB467712.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"316",316,166,"gi|239915779|dbj|AB467687.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"317",317,166,"gi|239915623|dbj|AB467609.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"318",318,166,"gi|239915547|dbj|AB467571.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"319",319,165,"gi|239915481|dbj|AB467538.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"320",320,166,"gi|239915225|dbj|AB467410.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"321",321,166,"gi|239915777|dbj|AB467686.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"322",322,164,"gi|239915363|dbj|AB467479.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"323",323,166,"gi|239915325|dbj|AB467460.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"324",324,164,"gi|239915287|dbj|AB467441.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"325",325,165,"gi|239915175|dbj|AB467385.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"326",326,166,"gi|239915345|dbj|AB467470.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"327",327,166,"gi|239915281|dbj|AB467438.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"328",328,166,"gi|82542454|gb|DQ264260.1|Human_poliovirus_1|1998|1998|Belarus|EU"
"329",329,166,"gi|239915471|dbj|AB467533.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"330",330,165,"gi|239915439|dbj|AB467517.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"331",331,166,"gi|239915385|dbj|AB467490.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"332",332,164,"gi|239915271|dbj|AB467433.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"333",333,166,"gi|239915209|dbj|AB467402.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"334",334,165,"gi|239915781|dbj|AB467688.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"335",335,164,"gi|239915527|dbj|AB467561.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"336",336,164,"gi|239915521|dbj|AB467558.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"337",337,164,"gi|239915633|dbj|AB467614.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"338",338,166,"gi|239915305|dbj|AB467450.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"339",339,166,"gi|239915469|dbj|AB467532.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"340",340,166,"gi|239915383|dbj|AB467489.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"341",341,164,"gi|239915631|dbj|AB467613.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"342",342,164,"gi|239915361|dbj|AB467478.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"343",343,165,"gi|239915201|dbj|AB467398.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"344",344,166,"gi|239915641|dbj|AB467618.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"345",345,166,"gi|239915617|dbj|AB467606.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"346",346,166,"gi|239915819|dbj|AB467707.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"347",347,166,"gi|239915775|dbj|AB467685.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"348",348,166,"gi|239915337|dbj|AB467466.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"349",349,166,"gi|239915323|dbj|AB467459.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"350",350,166,"gi|239915569|dbj|AB467582.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"351",351,164,"gi|239915701|dbj|AB467648.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"352",352,164,"gi|239915295|dbj|AB467445.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"353",353,164,"gi|239915645|dbj|AB467620.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"354",354,164,"gi|239915627|dbj|AB467611.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"355",355,166,"gi|239915831|dbj|AB467713.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"356",356,164,"gi|239915507|dbj|AB467551.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"357",357,164,"gi|239915505|dbj|AB467550.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"358",358,164,"gi|239915503|dbj|AB467549.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"359",359,164,"gi|82542506|gb|DQ264286.1|Human_poliovirus_1|1997|1997|Belarus|EU"
"360",360,164,"gi|239915549|dbj|AB467572.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"361",361,164,"gi|239915731|dbj|AB467663.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"362",362,164,"gi|239915285|dbj|AB467440.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"363",363,165,"gi|239915543|dbj|AB467569.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"364",364,165,"gi|239915157|dbj|AB467376.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"365",365,165,"gi|239915817|dbj|AB467706.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"366",366,165,"gi|239915599|dbj|AB467597.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"367",367,165,"gi|239915533|dbj|AB467564.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"368",368,165,"gi|239915529|dbj|AB467562.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"369",369,165,"gi|239915407|dbj|AB467501.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"370",370,165,"gi|239915399|dbj|AB467497.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"371",371,165,"gi|239915317|dbj|AB467456.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"372",372,165,"gi|239915309|dbj|AB467452.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"373",373,165,"gi|239915293|dbj|AB467444.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"374",374,165,"gi|239915217|dbj|AB467406.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"375",375,165,"gi|239915203|dbj|AB467399.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"376",376,165,"gi|239915161|dbj|AB467378.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"377",377,165,"gi|82542508|gb|DQ264287.1|Human_poliovirus_1|1997|1997|Belarus|EU"
"378",378,165,"gi|82542488|gb|DQ264277.1|Human_poliovirus_1|2001|2001|Russia|AS"
"379",379,165,"gi|239915799|dbj|AB467697.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"380",380,165,"gi|239915755|dbj|AB467675.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"381",381,165,"gi|239915705|dbj|AB467650.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"382",382,165,"gi|239915667|dbj|AB467631.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"383",383,165,"gi|239915655|dbj|AB467625.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"384",384,165,"gi|239915639|dbj|AB467617.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"385",385,165,"gi|239915597|dbj|AB467596.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"386",386,165,"gi|239915535|dbj|AB467565.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"387",387,165,"gi|239915495|dbj|AB467545.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"388",388,165,"gi|239915485|dbj|AB467540.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"389",389,165,"gi|239915463|dbj|AB467529.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"390",390,165,"gi|239915459|dbj|AB467527.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"391",391,165,"gi|239915449|dbj|AB467522.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"392",392,165,"gi|239915387|dbj|AB467491.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"393",393,165,"gi|239915375|dbj|AB467485.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"394",394,165,"gi|239915289|dbj|AB467442.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"395",395,165,"gi|239915275|dbj|AB467435.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"396",396,164,"gi|239915367|dbj|AB467481.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"397",397,164,"gi|239915183|dbj|AB467389.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"398",398,164,"gi|239915643|dbj|AB467619.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"399",399,166,"gi|239915565|dbj|AB467580.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"400",400,166,"gi|239915733|dbj|AB467664.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"401",401,166,"gi|239915497|dbj|AB467546.1|Human_poliovirus_1|1986|1986|Egypt|AF"
"402",402,164,"gi|239915431|dbj|AB467513.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"403",403,165,"gi|239915389|dbj|AB467492.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"404",404,165,"gi|239915651|dbj|AB467623.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"405",405,165,"gi|239915693|dbj|AB467644.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"406",406,165,"gi|239915835|dbj|AB467715.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"407",407,165,"gi|239915813|dbj|AB467704.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"408",408,165,"gi|239915721|dbj|AB467658.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"409",409,165,"gi|239915683|dbj|AB467639.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"410",410,165,"gi|239915659|dbj|AB467627.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"411",411,165,"gi|239915601|dbj|AB467598.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"412",412,165,"gi|239915545|dbj|AB467570.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"413",413,165,"gi|239915391|dbj|AB467493.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"414",414,165,"gi|239915365|dbj|AB467480.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"415",415,165,"gi|239915335|dbj|AB467465.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"416",416,165,"gi|239915331|dbj|AB467463.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"417",417,165,"gi|239915263|dbj|AB467429.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"418",418,165,"gi|239915171|dbj|AB467383.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"419",419,165,"gi|239915185|dbj|AB467390.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"420",420,165,"gi|239915215|dbj|AB467405.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"421",421,165,"gi|239915221|dbj|AB467408.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"422",422,165,"gi|239915229|dbj|AB467412.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"423",423,165,"gi|239915267|dbj|AB467431.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"424",424,165,"gi|239915513|dbj|AB467554.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"425",425,165,"gi|239915579|dbj|AB467587.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"426",426,165,"gi|478732943|dbj|AB813051.1|Human_poliovirus_1_strain_Sabin|2011|2011|China|AS"
"427",427,165,"gi|445066198|gb|KC136312.1|Human_poliovirus_1|Aug_2011|2011|China|AS"
"428",428,165,"gi|399220054|dbj|AB739058.1|Human_poliovirus_1|20_Aug_2011|2011|China|AS"
"429",429,165,"gi|399220014|dbj|AB739038.1|Human_poliovirus_1|13_Mar_2011|2011|China|AS"
"430",430,165,"gi|325111880|gb|HQ694491.1|Human_poliovirus_1_strain_Sabin|26_Sep_2009|2009|China|AS"
"431",431,165,"gi|325111878|gb|HQ694490.1|Human_poliovirus_1_strain_Sabin|15_Sep_2009|2009|China|AS"
"432",432,165,"gi|82542428|gb|DQ264247.1|Human_poliovirus_1|2000|2000|Russia|AS"
"433",433,165,"gi|239915841|dbj|AB467718.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"434",434,165,"gi|239915839|dbj|AB467717.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"435",435,165,"gi|239915823|dbj|AB467709.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"436",436,165,"gi|239915811|dbj|AB467703.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"437",437,165,"gi|239915805|dbj|AB467700.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"438",438,165,"gi|239915801|dbj|AB467698.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"439",439,165,"gi|239915795|dbj|AB467695.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"440",440,165,"gi|239915793|dbj|AB467694.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"441",441,165,"gi|239915789|dbj|AB467692.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"442",442,165,"gi|239915767|dbj|AB467681.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"443",443,165,"gi|239915761|dbj|AB467678.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"444",444,165,"gi|239915759|dbj|AB467677.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"445",445,165,"gi|239915751|dbj|AB467673.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"446",446,165,"gi|239915743|dbj|AB467669.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"447",447,165,"gi|239915741|dbj|AB467668.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"448",448,165,"gi|239915729|dbj|AB467662.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"449",449,165,"gi|239915715|dbj|AB467655.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"450",450,165,"gi|239915713|dbj|AB467654.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"451",451,165,"gi|239915707|dbj|AB467651.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"452",452,165,"gi|239915691|dbj|AB467643.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"453",453,165,"gi|239915279|dbj|AB467437.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"454",454,165,"gi|239915307|dbj|AB467451.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"455",455,165,"gi|239915311|dbj|AB467453.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"456",456,165,"gi|239915353|dbj|AB467474.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"457",457,165,"gi|239915379|dbj|AB467487.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"458",458,165,"gi|239915381|dbj|AB467488.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"459",459,165,"gi|239915395|dbj|AB467495.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"460",460,165,"gi|239915423|dbj|AB467509.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"461",461,165,"gi|239915429|dbj|AB467512.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"462",462,165,"gi|239915433|dbj|AB467514.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"463",463,165,"gi|239915443|dbj|AB467519.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"464",464,165,"gi|239915517|dbj|AB467556.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"465",465,165,"gi|239915525|dbj|AB467560.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"466",466,165,"gi|239915629|dbj|AB467612.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"467",467,165,"gi|239915663|dbj|AB467629.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"468",468,165,"gi|239915671|dbj|AB467633.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"469",469,165,"gi|239915739|dbj|AB467667.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"470",470,165,"gi|239915689|dbj|AB467642.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"471",471,165,"gi|239915687|dbj|AB467641.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"472",472,165,"gi|239915685|dbj|AB467640.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"473",473,165,"gi|239915679|dbj|AB467637.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"474",474,165,"gi|239915653|dbj|AB467624.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"475",475,165,"gi|239915637|dbj|AB467616.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"476",476,165,"gi|239915621|dbj|AB467608.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"477",477,165,"gi|239915615|dbj|AB467605.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"478",478,165,"gi|239915611|dbj|AB467603.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"479",479,165,"gi|239915595|dbj|AB467595.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"480",480,165,"gi|239915593|dbj|AB467594.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"481",481,165,"gi|239915573|dbj|AB467584.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"482",482,165,"gi|239915557|dbj|AB467576.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"483",483,165,"gi|239915541|dbj|AB467568.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"484",484,165,"gi|239915539|dbj|AB467567.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"485",485,165,"gi|239915483|dbj|AB467539.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"486",486,165,"gi|239915479|dbj|AB467537.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"487",487,165,"gi|239915453|dbj|AB467524.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"488",488,165,"gi|239915447|dbj|AB467521.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"489",489,165,"gi|239915441|dbj|AB467518.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"490",490,165,"gi|239915437|dbj|AB467516.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"491",491,165,"gi|239915425|dbj|AB467510.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"492",492,165,"gi|239915419|dbj|AB467507.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"493",493,165,"gi|239915413|dbj|AB467504.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"494",494,165,"gi|239915401|dbj|AB467498.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"495",495,165,"gi|239915373|dbj|AB467484.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"496",496,165,"gi|239915313|dbj|AB467454.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"497",497,165,"gi|239915291|dbj|AB467443.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"498",498,165,"gi|239915255|dbj|AB467425.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"499",499,165,"gi|239915223|dbj|AB467409.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"500",500,165,"gi|239915207|dbj|AB467401.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"501",501,165,"gi|239915191|dbj|AB467393.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"502",502,165,"gi|239915199|dbj|AB467397.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"503",503,165,"gi|239915493|dbj|AB467544.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"504",504,165,"gi|239915181|dbj|AB467388.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"505",505,165,"gi|239915159|dbj|AB467377.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"506",506,174,"gi|389828001|gb|JQ906425.1|Human_poliovirus_1|1993|1993|Pakistan|AS"
"507",507,188,"gi|389828087|gb|JQ906468.1|Human_poliovirus_1|11_Jan_2005|2005|Pakistan|AS"
"508",508,200,"gi|389828127|gb|JQ906488.1|Human_poliovirus_1|29_Sep_2005|2005|Pakistan|AS"
"509",509,190,"gi|389828131|gb|JQ906490.1|Human_poliovirus_1|27_Mar_2005|2005|Pakistan|AS"
"510",510,195,"gi|389828125|gb|JQ906487.1|Human_poliovirus_1|25_Jul_2005|2005|Pakistan|AS"
"511",511,191,"gi|389828129|gb|JQ906489.1|Human_poliovirus_1|29_Jan_2005|2005|Pakistan|AS"
"512",512,198,"gi|389828133|gb|JQ906491.1|Human_poliovirus_1|22_Jul_2005|2005|Pakistan|AS"
"513",513,190,"gi|389828119|gb|JQ906484.1|Human_poliovirus_1|22_Dec_2007|2007|Pakistan|AS"
"514",514,185,"gi|389828117|gb|JQ906483.1|Human_poliovirus_1|21_Dec_2007|2007|Pakistan|AS"
"515",515,186,"gi|389828113|gb|JQ906481.1|Human_poliovirus_1|16_Dec_2007|2007|Pakistan|AS"
"516",516,186,"gi|389828111|gb|JQ906480.1|Human_poliovirus_1|12_Nov_2007|2007|Pakistan|AS"
"517",517,190,"gi|389828135|gb|JQ906492.1|Human_poliovirus_1|27_Jun_2007|2007|Pakistan|AS"
"518",518,188,"gi|389828115|gb|JQ906482.1|Human_poliovirus_1|15_Dec_2007|2007|Pakistan|AS"
"519",519,184,"gi|389828139|gb|JQ906494.1|Human_poliovirus_1|2005|2005|Afghanistan|NA"
"520",520,184,"gi|389828137|gb|JQ906493.1|Human_poliovirus_1|2005|2005|Afghanistan|NA"
"521",521,188,"gi|389828109|gb|JQ906479.1|Human_poliovirus_1|20_Oct_2006|2006|Pakistan|AS"
"522",522,185,"gi|389828121|gb|JQ906485.1|Human_poliovirus_1|28_Jul_2006|2006|Pakistan|AS"
"523",523,185,"gi|389828103|gb|JQ906476.1|Human_poliovirus_1|25_Jul_2006|2006|Pakistan|AS"
"524",524,186,"gi|389828095|gb|JQ906472.1|Human_poliovirus_1|13_Sep_2006|2006|Pakistan|AS"
"525",525,185,"gi|389828105|gb|JQ906477.1|Human_poliovirus_1|09_Mar_2006|2006|Pakistan|AS"
"526",526,185,"gi|389828101|gb|JQ906475.1|Human_poliovirus_1|26_Aug_2006|2006|Pakistan|AS"
"527",527,191,"gi|389828107|gb|JQ906478.1|Human_poliovirus_1|10_Jul_2006|2006|Pakistan|AS"
"528",528,189,"gi|389828099|gb|JQ906474.1|Human_poliovirus_1|25_May_2006|2006|Pakistan|AS"
"529",529,183,"gi|389828097|gb|JQ906473.1|Human_poliovirus_1|18_May_2006|2006|Pakistan|AS"
